,i,domain,model,spearmanr,pval
28319,629,Insects,GPT-4,0.6336994157903009,2.547995975999814e-63
28320,629,KitchenUtensils,GPT-3 Embeddings,0.4957719705429656,1.3647944746072535e-51
28321,629,KitchenUtensils,GPT-3.5,0.5937838826162447,1.5978057593442277e-78
28322,629,KitchenUtensils,GPT-4,0.7407184003482092,4.467449018469623e-142
28323,629,Mammals,GPT-3 Embeddings,0.6247316663654836,4.401769499127207e-61
28324,629,Mammals,GPT-3.5,0.7335809177452135,2.5441237688277436e-94
28325,629,Mammals,GPT-4,0.7429011180691585,6.131283091745976e-98
28326,629,MusicalInstruments,GPT-3 Embeddings,0.2816285466234389,7.176813545214138e-10
28327,629,MusicalInstruments,GPT-3.5,0.6483419366012009,1.9312942500259968e-56
28328,629,MusicalInstruments,GPT-4,0.7613687486377138,1.2909228949598575e-88
28329,629,Professions,GPT-3 Embeddings,0.45574291168781866,2.686949752277944e-37
28330,629,Professions,GPT-3.5,0.6628100848365385,5.106110588126865e-90
28331,629,Professions,GPT-4,0.7099399895667455,1.1001760242440751e-108
28332,629,Reptiles,GPT-3 Embeddings,0.6019312322564501,4.76600375531667e-25
28333,629,Reptiles,GPT-3.5,0.5077556619961122,3.92075509673143e-17
28334,629,Reptiles,GPT-4,0.4850038323416428,1.4521432471875813e-15
28335,629,Sports,GPT-3 Embeddings,0.30334568253415417,3.0875030428074476e-14
28336,629,Sports,GPT-3.5,0.6061320261037788,1.8537216188565842e-61
28337,629,Sports,GPT-4,0.6990394749511302,3.744040759033068e-89
28338,629,Tools,GPT-3 Embeddings,0.08144037485054068,0.09554889117797247
28339,629,Tools,GPT-3.5,0.5673171220245469,3.822705965384332e-37
28340,629,Tools,GPT-4,0.7066580161635005,8.723380408271471e-65
28341,629,Vegetables,GPT-3 Embeddings,0.1682245814433112,3.4488845901255054e-05
28342,629,Vegetables,GPT-3.5,0.4034040700041672,6.919302442049457e-25
28343,629,Vegetables,GPT-4,0.5191557349292985,1.0341529963274898e-42
28344,629,Vehicles,GPT-3 Embeddings,0.46822011758627996,2.0053873470850773e-31
28345,629,Vehicles,GPT-3.5,0.8375091896987745,1.775319822958142e-146
28346,629,Vehicles,GPT-4,0.8065134710482781,1.2156565621954316e-127
28347,629,Weapons,GPT-3 Embeddings,0.3444964080203944,5.3791544648170946e-09
28348,629,Weapons,GPT-3.5,0.7875597026837068,1.0489553300418956e-58
28349,629,Weapons,GPT-4,0.8697345252686911,8.673786637197734e-85
28350,630,Birds,GPT-3 Embeddings,0.20904047913169635,7.231089823540954e-07
28351,630,Birds,GPT-3.5,0.5336651203778947,5.890602961160188e-42
28352,630,Birds,GPT-4,0.6398068734675652,6.912234487127496e-65
28353,630,Clothing,GPT-3 Embeddings,0.3305089116764432,9.99673657164214e-21
28354,630,Clothing,GPT-3.5,0.587632090057713,2.1777885255899746e-71
28355,630,Clothing,GPT-4,0.6224328644619906,2.6778182681554766e-82
28356,630,Fish,GPT-3 Embeddings,-0.035932802878295124,0.44100164466667646
28357,630,Fish,GPT-3.5,0.6369093840271122,6.223051681671366e-54
28358,630,Fish,GPT-4,0.7025411731058552,9.086442141500504e-57
28359,630,Fruit,GPT-3 Embeddings,0.15919938547007123,1.0920511773916975e-05
28360,630,Fruit,GPT-3.5,0.5676742242333868,1.0472500307796491e-65
28361,630,Fruit,GPT-4,0.6217022656283001,4.6887221108487334e-82
28362,630,Insects,GPT-3 Embeddings,0.40047369934754423,1.1164535314233123e-22
28363,630,Insects,GPT-3.5,0.5897690941323748,5.117802332858325e-53
28364,630,Insects,GPT-4,0.5615852542229122,3.384063402880576e-47
28365,630,KitchenUtensils,GPT-3 Embeddings,0.38807526434595474,1.398447859600527e-30
28366,630,KitchenUtensils,GPT-3.5,0.6221082281150467,3.706773643955494e-88
28367,630,KitchenUtensils,GPT-4,0.7644875228083059,1.2881934424959118e-156
28368,630,Mammals,GPT-3 Embeddings,0.6289914428485711,3.890213892870628e-62
28369,630,Mammals,GPT-3.5,0.7410603868870705,3.269299747971487e-97
28370,630,Mammals,GPT-4,0.7586329664084002,2.044424351750521e-104
28371,630,MusicalInstruments,GPT-3 Embeddings,0.2500211187830041,5.14646309231644e-08
28372,630,MusicalInstruments,GPT-3.5,0.6502244374104805,7.285471811965582e-57
28373,630,MusicalInstruments,GPT-4,0.704703608470743,1.4453918234289504e-70
28374,630,Professions,GPT-3 Embeddings,0.4436255703225407,3.291053160047032e-35
28375,630,Professions,GPT-3.5,0.7087217199166332,3.7235210310788666e-108
28376,630,Professions,GPT-4,0.7201492071850553,3.116538593342008e-113
28377,630,Reptiles,GPT-3 Embeddings,0.602144035973791,4.5418591200414e-25
28378,630,Reptiles,GPT-3.5,0.4552565252863996,1.1089993632997583e-13
28379,630,Reptiles,GPT-4,0.4703100240091317,1.3028852860551487e-14
28380,630,Sports,GPT-3 Embeddings,0.21672271637414628,8.258926303511304e-08
28381,630,Sports,GPT-3.5,0.571891494857321,2.0872144503552397e-53
28382,630,Sports,GPT-4,0.7208270553308792,2.860654984670294e-97
28383,630,Tools,GPT-3 Embeddings,0.16847081924665627,0.0005260124222045496
28384,630,Tools,GPT-3.5,0.5699887344428318,1.4885528068438055e-37
28385,630,Tools,GPT-4,0.7324021079090957,8.84940984455049e-72
28386,630,Vegetables,GPT-3 Embeddings,0.1770855252666138,1.2818784813460791e-05
28387,630,Vegetables,GPT-3.5,0.33141157118962145,7.572564751688472e-17
28388,630,Vegetables,GPT-4,0.5735878818512997,8.765681752133672e-54
28389,630,Vehicles,GPT-3 Embeddings,0.4769927604766644,1.0449282606172573e-32
28390,630,Vehicles,GPT-3.5,0.7989853457287576,1.4086328515820474e-123
28391,630,Vehicles,GPT-4,0.8329183744877522,1.907048981894452e-143
28392,630,Weapons,GPT-3 Embeddings,0.40661778353320716,2.97088253064031e-12
28393,630,Weapons,GPT-3.5,0.7584909550891829,3.932444635060989e-52
28394,630,Weapons,GPT-4,0.8909392615915466,1.486982527506827e-94
28395,631,Birds,GPT-3 Embeddings,0.2805271905184138,1.9306120282880233e-11
28396,631,Birds,GPT-3.5,0.5117082541685611,3.638098852344457e-38
28397,631,Birds,GPT-4,0.5444385466206597,6.398896746961482e-44
28398,631,Clothing,GPT-3 Embeddings,0.28313582890741745,2.1049445648844416e-15
28399,631,Clothing,GPT-3.5,0.4836537143222618,1.405606233007361e-45
28400,631,Clothing,GPT-4,0.6850160849986799,8.15093573476048e-106
28401,631,Fish,GPT-3 Embeddings,-0.07399919958077063,0.1121909290538238
28402,631,Fish,GPT-3.5,0.6506246204327331,5.916500109649374e-57
28403,631,Fish,GPT-4,0.6809946979237131,3.797939598385696e-52
28404,631,Fruit,GPT-3 Embeddings,0.20845872200121465,7.2141397920024555e-09
28405,631,Fruit,GPT-3.5,0.5429348154103446,3.513950325222078e-59
28406,631,Fruit,GPT-4,0.6628642842363123,7.69781391595829e-97
28407,631,Insects,GPT-3 Embeddings,0.35214511465356074,1.469721633765104e-17
28408,631,Insects,GPT-3.5,0.48155803026822597,2.1702996906575908e-33
28409,631,Insects,GPT-4,0.6497307072250789,1.6478457494723042e-67
28410,631,KitchenUtensils,GPT-3 Embeddings,0.4706841521481789,5.282869197560065e-46
28411,631,KitchenUtensils,GPT-3.5,0.5971283484658302,1.3052072429947162e-79
28412,631,KitchenUtensils,GPT-4,0.7568090992044215,9.779035061427307e-152
28413,631,Mammals,GPT-3 Embeddings,0.607032950008893,7.1082621597781e-57
28414,631,Mammals,GPT-3.5,0.7371436292188256,1.0984119469701825e-95
28415,631,Mammals,GPT-4,0.761620801710368,1.0567459660242384e-105
28416,631,MusicalInstruments,GPT-3 Embeddings,0.150080159827231,0.0012144890327689443
28417,631,MusicalInstruments,GPT-3.5,0.6957381610371604,4.229872595123929e-68
28418,631,MusicalInstruments,GPT-4,0.7429082793009837,3.251123980861684e-82
28419,631,Professions,GPT-3 Embeddings,0.44260192212647487,4.896771662576964e-35
28420,631,Professions,GPT-3.5,0.6273128700635355,4.636738277596057e-78
28421,631,Professions,GPT-4,0.7141527461769739,1.5455837442585233e-110
28422,631,Reptiles,GPT-3 Embeddings,0.6094771060743026,8.446033204549697e-26
28423,631,Reptiles,GPT-3.5,0.460848116498632,5.0674897284129884e-14
28424,631,Reptiles,GPT-4,0.5467599339452643,4.1271189675119315e-20
28425,631,Sports,GPT-3 Embeddings,0.21912495438797375,5.884227317491252e-08
28426,631,Sports,GPT-3.5,0.5407705810715233,7.23097556008298e-47
28427,631,Sports,GPT-4,0.6987355054292417,4.8015392557141244e-89
28428,631,Tools,GPT-3 Embeddings,0.14652547402970195,0.0026108274719575876
28429,631,Tools,GPT-3.5,0.5504865099682045,1.1996087391832635e-34
28430,631,Tools,GPT-4,0.7317635611295974,1.3494620455747032e-71
28431,631,Vegetables,GPT-3 Embeddings,0.17131406533800175,2.456091247061807e-05
28432,631,Vegetables,GPT-3.5,0.4113044650819786,6.755929781678281e-26
28433,631,Vegetables,GPT-4,0.5303379238386422,7.985502052278816e-45
28434,631,Vehicles,GPT-3 Embeddings,0.4866248490997799,3.6883388366658697e-34
28435,631,Vehicles,GPT-3.5,0.7844721461195256,3.2742917473374793e-116
28436,631,Vehicles,GPT-4,0.8624274182067251,9.197299290910503e-165
28437,631,Weapons,GPT-3 Embeddings,0.34909391680195023,3.25649861895155e-09
28438,631,Weapons,GPT-3.5,0.830187341623491,1.7734542024335646e-70
28439,631,Weapons,GPT-4,0.8931723489665707,1.0653301638588506e-95
28440,632,Birds,GPT-3 Embeddings,0.3197350571903256,1.3818097388060409e-14
28441,632,Birds,GPT-3.5,0.538376782083276,8.31605636337335e-43
28442,632,Birds,GPT-4,0.5415886210787202,2.1507250664349824e-43
28443,632,Clothing,GPT-3 Embeddings,0.32536436685497,4.222192884422804e-20
28444,632,Clothing,GPT-3.5,0.5317128758560716,2.1426900614767557e-56
28445,632,Clothing,GPT-4,0.7030878030273556,9.389646926250578e-114
28446,632,Fish,GPT-3 Embeddings,-0.057673334844143644,0.2159708178034437
28447,632,Fish,GPT-3.5,0.5419535325373076,1.2581161738575911e-36
28448,632,Fish,GPT-4,0.7020407071613829,1.1760993333338566e-56
28449,632,Fruit,GPT-3 Embeddings,0.2305376171325563,1.4096062639714935e-10
28450,632,Fruit,GPT-3.5,0.49636637516103216,2.832177677761779e-48
28451,632,Fruit,GPT-4,0.6611503730418254,3.539080244522051e-96
28452,632,Insects,GPT-3 Embeddings,0.3533604121776554,1.1189915990224758e-17
28453,632,Insects,GPT-3.5,0.5238687144333306,3.1311783196210905e-40
28454,632,Insects,GPT-4,0.6092490598027008,2.1844894793123804e-57
28455,632,KitchenUtensils,GPT-3 Embeddings,0.4497970522315796,1.0805971294388528e-41
28456,632,KitchenUtensils,GPT-3.5,0.6233184802722361,1.3649750121716487e-88
28457,632,KitchenUtensils,GPT-4,0.737758921751824,2.2323029725629796e-140
28458,632,Mammals,GPT-3 Embeddings,0.5984273233827541,6.365605078300541e-55
28459,632,Mammals,GPT-3.5,0.7299762841562821,5.809406247162782e-93
28460,632,Mammals,GPT-4,0.7702528929001142,1.577122725528518e-109
28461,632,MusicalInstruments,GPT-3 Embeddings,0.25391514913122765,3.1325072154014585e-08
28462,632,MusicalInstruments,GPT-3.5,0.6347745807039272,1.7810015879257583e-53
28463,632,MusicalInstruments,GPT-4,0.7449458837241443,6.803597870603868e-83
28464,632,Professions,GPT-3 Embeddings,0.4184531543376542,3.9320361916938746e-31
28465,632,Professions,GPT-3.5,0.6563972160836447,9.742352035691376e-88
28466,632,Professions,GPT-4,0.7272638891981116,1.5939052699786566e-116
28467,632,Reptiles,GPT-3 Embeddings,0.7160794001914418,4.976349360042166e-39
28468,632,Reptiles,GPT-3.5,0.5261167092001293,1.735180151891062e-18
28469,632,Reptiles,GPT-4,0.556421224998097,6.553838241069149e-21
28470,632,Sports,GPT-3 Embeddings,0.2572032172810444,1.6063002273663307e-10
28471,632,Sports,GPT-3.5,0.6346213265337924,6.05024076156293e-69
28472,632,Sports,GPT-4,0.6883018012202381,2.0368414278731058e-85
28473,632,Tools,GPT-3 Embeddings,0.13937286218510536,0.004212947243526156
28474,632,Tools,GPT-3.5,0.4958533183856977,1.9002936969532483e-27
28475,632,Tools,GPT-4,0.760568121511149,1.9937851695177964e-80
28476,632,Vegetables,GPT-3 Embeddings,0.17502824619327334,1.620150430773408e-05
28477,632,Vegetables,GPT-3.5,0.35381461869126535,3.9146682586346125e-19
28478,632,Vegetables,GPT-4,0.5965616689006339,4.133771168043621e-59
28479,632,Vehicles,GPT-3 Embeddings,0.5172218091632703,4.313742008708962e-39
28480,632,Vehicles,GPT-3.5,0.7723692793822586,1.7143708631337347e-110
28481,632,Vehicles,GPT-4,0.844953645313654,1.3407381116591668e-151
28482,632,Weapons,GPT-3 Embeddings,0.3621714635048328,7.468990021262541e-10
28483,632,Weapons,GPT-3.5,0.7570745245201128,7.781694979674771e-52
28484,632,Weapons,GPT-4,0.8947972811105983,1.5078097880949214e-96
28485,633,Birds,GPT-3 Embeddings,0.23579385774832992,2.063543970875237e-08
28486,633,Birds,GPT-3.5,0.5589216316303942,1.124623785745799e-46
28487,633,Birds,GPT-4,0.5430478026857093,1.1578528377290896e-43
28488,633,Clothing,GPT-3 Embeddings,0.3291326721049285,1.4736981795502513e-20
28489,633,Clothing,GPT-3.5,0.5674706716815123,1.1912829921525635e-65
28490,633,Clothing,GPT-4,0.6387246235768281,6.773043496393944e-88
28491,633,Fish,GPT-3 Embeddings,-0.021928360924628628,0.6382750414101375
28492,633,Fish,GPT-3.5,0.624398687769899,2.6299188039398412e-51
28493,633,Fish,GPT-4,0.7328458191497085,5.072966362095638e-64
28494,633,Fruit,GPT-3 Embeddings,0.23122620092371488,1.238423623473016e-10
28495,633,Fruit,GPT-3.5,0.5450005204225364,1.050913882805108e-59
28496,633,Fruit,GPT-4,0.6341821963072402,2.6617637251615788e-86
28497,633,Insects,GPT-3 Embeddings,0.4585462364745303,4.7283050466155235e-30
28498,633,Insects,GPT-3.5,0.6014466201234733,1.3356784316285633e-55
28499,633,Insects,GPT-4,0.6498511216215603,1.5292873916421596e-67
28500,633,KitchenUtensils,GPT-3 Embeddings,0.434747217682928,9.107343227792307e-39
28501,633,KitchenUtensils,GPT-3.5,0.5765164515457598,4.191596878141319e-73
28502,633,KitchenUtensils,GPT-4,0.7487953707895582,7.821117471242391e-147
28503,633,Mammals,GPT-3 Embeddings,0.5892029021858805,6.786974459039046e-53
28504,633,Mammals,GPT-3.5,0.7523776272959849,8.7974955516072e-102
28505,633,Mammals,GPT-4,0.7652574385851161,2.7050068949592034e-107
28506,633,MusicalInstruments,GPT-3 Embeddings,0.16345038955349578,0.00041955743724295016
28507,633,MusicalInstruments,GPT-3.5,0.6770139274295789,3.1212644009661146e-63
28508,633,MusicalInstruments,GPT-4,0.7109228649024537,2.475980110190982e-72
28509,633,Professions,GPT-3 Embeddings,0.416893339287629,6.856847152235266e-31
28510,633,Professions,GPT-3.5,0.6317482330583841,1.8074322817823028e-79
28511,633,Professions,GPT-4,0.7126475370891144,7.157890880578833e-110
28512,633,Reptiles,GPT-3 Embeddings,0.5390030183453848,1.7332459095701e-19
28513,633,Reptiles,GPT-3.5,0.4306580201297756,2.9486488652197877e-12
28514,633,Reptiles,GPT-4,0.5543454469352116,9.781105441261555e-21
28515,633,Sports,GPT-3 Embeddings,0.15967131209879076,8.558188732269373e-05
28516,633,Sports,GPT-3.5,0.570541984435871,4.147076319255716e-53
28517,633,Sports,GPT-4,0.7074311466667115,3.4341529371531775e-92
28518,633,Tools,GPT-3 Embeddings,0.11792570733158876,0.01560617447706252
28519,633,Tools,GPT-3.5,0.4961144742710829,1.7677080664940785e-27
28520,633,Tools,GPT-4,0.7518898937622296,1.2239403413242447e-77
28521,633,Vegetables,GPT-3 Embeddings,0.1616636379031273,6.953490548600771e-05
28522,633,Vegetables,GPT-3.5,0.3938396175785695,1.0654587854049486e-23
28523,633,Vegetables,GPT-4,0.5586300135604227,1.5520518576869546e-50
28524,633,Vehicles,GPT-3 Embeddings,0.5016215824027395,1.6285497586685837e-36
28525,633,Vehicles,GPT-3.5,0.8232642005201134,2.3095934960746923e-137
28526,633,Vehicles,GPT-4,0.8727161956132309,2.152031842154272e-173
28527,633,Weapons,GPT-3 Embeddings,0.32091759462993663,6.226949239688775e-08
28528,633,Weapons,GPT-3.5,0.7968467853200655,4.997568801491125e-61
28529,633,Weapons,GPT-4,0.8744217291468868,8.593877384986797e-87
28530,634,Birds,GPT-3 Embeddings,0.20691810928351592,9.408604952842742e-07
28531,634,Birds,GPT-3.5,0.49626068784112404,1.1670279727799055e-35
28532,634,Birds,GPT-4,0.5670677407659394,2.7599706955810617e-48
28533,634,Clothing,GPT-3 Embeddings,0.2718127158223225,2.851629914226188e-14
28534,634,Clothing,GPT-3.5,0.517155556583675,6.188859392420659e-53
28535,634,Clothing,GPT-4,0.6202431010661033,1.4288975905294153e-81
28536,634,Fish,GPT-3 Embeddings,-0.06293467381897531,0.17688644703326592
28537,634,Fish,GPT-3.5,0.6450019578684507,1.0707821399522973e-55
28538,634,Fish,GPT-4,0.7339506416169537,2.6430581875113955e-64
28539,634,Fruit,GPT-3 Embeddings,0.28242357693471537,2.488780537278084e-15
28540,634,Fruit,GPT-3.5,0.5867807673660896,3.876928524283056e-71
28541,634,Fruit,GPT-4,0.6203836552719802,1.2837961352609007e-81
28542,634,Insects,GPT-3 Embeddings,0.3467877714427134,4.8208680559354535e-17
28543,634,Insects,GPT-3.5,0.5657805096258816,4.992429185310268e-48
28544,634,Insects,GPT-4,0.5643088258336391,9.799919443903096e-48
28545,634,KitchenUtensils,GPT-3 Embeddings,0.42579251172144067,4.282341567868772e-37
28546,634,KitchenUtensils,GPT-3.5,0.5766138452378782,3.9148609307221014e-73
28547,634,KitchenUtensils,GPT-4,0.7400498289711629,1.0860203257083611e-141
28548,634,Mammals,GPT-3 Embeddings,0.6294288223393967,3.0259200409099482e-62
28549,634,Mammals,GPT-3.5,0.724535664162576,5.937740916486015e-91
28550,634,Mammals,GPT-4,0.730867369750995,2.6935781817289054e-93
28551,634,MusicalInstruments,GPT-3 Embeddings,0.30199306677812093,3.381823636422985e-11
28552,634,MusicalInstruments,GPT-3.5,0.5993960293128515,2.1151498130260595e-46
28553,634,MusicalInstruments,GPT-4,0.7481731078810911,5.539763656431642e-84
28554,634,Professions,GPT-3 Embeddings,0.39035826051856953,5.687114592669361e-27
28555,634,Professions,GPT-3.5,0.6054735453148316,1.922328436008222e-71
28556,634,Professions,GPT-4,0.7136988726654251,2.4562707883380718e-110
28557,634,Reptiles,GPT-3 Embeddings,0.5706388935633003,3.909760733454628e-22
28558,634,Reptiles,GPT-3.5,0.5378657272625404,2.132497187018981e-19
28559,634,Reptiles,GPT-4,0.5486031693881073,2.918566744389519e-20
28560,634,Sports,GPT-3 Embeddings,0.2431962045711172,1.5848322596764046e-09
28561,634,Sports,GPT-3.5,0.5796625430987935,3.761622777073292e-55
28562,634,Sports,GPT-4,0.7316563245898055,1.3404228856293052e-101
28563,634,Tools,GPT-3 Embeddings,0.15011048755912254,0.0020377321427823597
28564,634,Tools,GPT-3.5,0.6022767424402655,8.167101839229918e-43
28565,634,Tools,GPT-4,0.707021985171621,7.032785996274763e-65
28566,634,Vegetables,GPT-3 Embeddings,0.2234286383467998,3.174577819321772e-08
28567,634,Vegetables,GPT-3.5,0.35729327617987433,1.6628217011626769e-19
28568,634,Vegetables,GPT-4,0.5418389494576583,4.424961388677688e-47
28569,634,Vehicles,GPT-3 Embeddings,0.48038536857757685,3.257092535279167e-33
28570,634,Vehicles,GPT-3.5,0.8127326968283075,3.890759959072429e-131
28571,634,Vehicles,GPT-4,0.8477421701792655,1.376469907589144e-153
28572,634,Weapons,GPT-3 Embeddings,0.3017140645292018,3.9414882316765676e-07
28573,634,Weapons,GPT-3.5,0.7812183202160052,3.4702778937232584e-57
28574,634,Weapons,GPT-4,0.906344167297332,5.159354935821666e-103
28575,635,Birds,GPT-3 Embeddings,0.2778539852778515,3.0410219320837664e-11
28576,635,Birds,GPT-3.5,0.5507473455359014,4.193119322505778e-45
28577,635,Birds,GPT-4,0.6227604423702545,1.3356970679012523e-60
28578,635,Clothing,GPT-3 Embeddings,0.3325208968370544,5.648052787259142e-21
28579,635,Clothing,GPT-3.5,0.5791502469742118,6.320301130067736e-69
28580,635,Clothing,GPT-4,0.679598010247511,1.5125198247134582e-103
28581,635,Fish,GPT-3 Embeddings,-0.033152869584808425,0.4771716593530746
28582,635,Fish,GPT-3.5,0.6976287505696952,1.299734277928292e-68
28583,635,Fish,GPT-4,0.7121188219609621,5.859817954326626e-59
28584,635,Fruit,GPT-3 Embeddings,0.24902060877782223,3.776465898428925e-12
28585,635,Fruit,GPT-3.5,0.5524068347665144,1.2933112722312764e-61
28586,635,Fruit,GPT-4,0.6739027858702461,3.250688209862943e-101
28587,635,Insects,GPT-3 Embeddings,0.29898429690344336,7.318803120747832e-13
28588,635,Insects,GPT-3.5,0.6057092048356607,1.431931046539833e-56
28589,635,Insects,GPT-4,0.60469436893538,2.4441992860243003e-56
28590,635,KitchenUtensils,GPT-3 Embeddings,0.40072937539432985,1.1291111511993153e-32
28591,635,KitchenUtensils,GPT-3.5,0.5748901291626437,1.3068904641929138e-72
28592,635,KitchenUtensils,GPT-4,0.7515144803849271,1.781214005806907e-148
28593,635,Mammals,GPT-3 Embeddings,0.6035375789266706,4.485557876995851e-56
28594,635,Mammals,GPT-3.5,0.7425376338112943,8.542475151852659e-98
28595,635,Mammals,GPT-4,0.7677920748441014,2.0208411858623192e-108
28596,635,MusicalInstruments,GPT-3 Embeddings,0.3178326271752819,2.647917026320173e-12
28597,635,MusicalInstruments,GPT-3.5,0.6665829968822317,1.1289686538421579e-60
28598,635,MusicalInstruments,GPT-4,0.7590138981660532,9.109152178178791e-88
28599,635,Professions,GPT-3 Embeddings,0.4448019524372244,2.0810553469719615e-35
28600,635,Professions,GPT-3.5,0.6638122302173421,2.2211953264182097e-90
28601,635,Professions,GPT-4,0.7150136564021216,6.403292436369462e-111
28602,635,Reptiles,GPT-3 Embeddings,0.6186608994183089,9.64872374513346e-27
28603,635,Reptiles,GPT-3.5,0.429753985991557,3.3099950466293115e-12
28604,635,Reptiles,GPT-4,0.437537140053951,1.2097153703893265e-12
28605,635,Sports,GPT-3 Embeddings,0.21076980352889396,1.8816548353222153e-07
28606,635,Sports,GPT-3.5,0.6131617316138551,3.1019494491991647e-63
28607,635,Sports,GPT-4,0.7045534087739725,3.8864425758788174e-91
28608,635,Tools,GPT-3 Embeddings,0.25322819216088455,1.4394264998206094e-07
28609,635,Tools,GPT-3.5,0.5180760418552214,3.212042853149639e-30
28610,635,Tools,GPT-4,0.7758477979205136,1.2300518568617708e-85
28611,635,Vegetables,GPT-3 Embeddings,0.17773161886512803,1.1903241885049042e-05
28612,635,Vegetables,GPT-3.5,0.4592940306427888,1.2098667983640252e-32
28613,635,Vegetables,GPT-4,0.5471743903695193,3.708590331305448e-48
28614,635,Vehicles,GPT-3 Embeddings,0.54394981787599,7.884038592092142e-44
28615,635,Vehicles,GPT-3.5,0.7974428479316669,9.12320430051153e-123
28616,635,Vehicles,GPT-4,0.8205330906996445,1.0408747835830003e-135
28617,635,Weapons,GPT-3 Embeddings,0.3542769218297152,1.8313905519227755e-09
28618,635,Weapons,GPT-3.5,0.7706264034823886,9.298772108046642e-55
28619,635,Weapons,GPT-4,0.9020244629829313,1.680076993315953e-100
28620,636,Birds,GPT-3 Embeddings,0.27848273519748373,2.7340052308272482e-11
28621,636,Birds,GPT-3.5,0.5217578031149103,7.247815040538803e-40
28622,636,Birds,GPT-4,0.5805871745183872,4.652690954441022e-51
28623,636,Clothing,GPT-3 Embeddings,0.2827201440424275,2.3212511468754022e-15
28624,636,Clothing,GPT-3.5,0.5856869387776177,8.113742948605729e-71
28625,636,Clothing,GPT-4,0.6327668327131595,8.251222043779824e-86
28626,636,Fish,GPT-3 Embeddings,-0.12819537155845528,0.005791037385916076
28627,636,Fish,GPT-3.5,0.6076332469878297,5.718780808376694e-48
28628,636,Fish,GPT-4,0.6920166368254682,1.8469317740468494e-54
28629,636,Fruit,GPT-3 Embeddings,0.12889135208922256,0.0003810209348665616
28630,636,Fruit,GPT-3.5,0.5462205568318754,5.131354294092942e-60
28631,636,Fruit,GPT-4,0.6787111487472941,3.518520269883837e-103
28632,636,Insects,GPT-3 Embeddings,0.41628574887414155,1.5138015878129614e-24
28633,636,Insects,GPT-3.5,0.5183459019018096,2.779525898768495e-39
28634,636,Insects,GPT-4,0.6277005975679111,8.146931344624036e-62
28635,636,KitchenUtensils,GPT-3 Embeddings,0.47614693754582194,3.5102913900367183e-47
28636,636,KitchenUtensils,GPT-3.5,0.5932092404711811,2.4499309359000544e-78
28637,636,KitchenUtensils,GPT-4,0.7565691663241491,1.3799300468563467e-151
28638,636,Mammals,GPT-3 Embeddings,0.6262670817028707,1.8438574258685632e-61
28639,636,Mammals,GPT-3.5,0.7211533912877,9.969426555529178e-90
28640,636,Mammals,GPT-4,0.7545545308151695,1.0884221510370446e-102
28641,636,MusicalInstruments,GPT-3 Embeddings,0.25739278961347695,1.99659511562567e-08
28642,636,MusicalInstruments,GPT-3.5,0.64313498605624,2.7635034124476645e-55
28643,636,MusicalInstruments,GPT-4,0.6674282662457055,7.066943807359491e-61
28644,636,Professions,GPT-3 Embeddings,0.3621535819686941,3.516464528609764e-23
28645,636,Professions,GPT-3.5,0.5980076465480456,2.69308925542127e-69
28646,636,Professions,GPT-4,0.6939541633272462,5.9991172380148074e-102
28647,636,Reptiles,GPT-3 Embeddings,0.6885087495602598,4.6371551239607524e-35
28648,636,Reptiles,GPT-3.5,0.33952887834106965,6.907066769722382e-08
28649,636,Reptiles,GPT-4,0.5595921751212374,3.535928704272697e-21
28650,636,Sports,GPT-3 Embeddings,0.21257414521150894,1.4697096176924858e-07
28651,636,Sports,GPT-3.5,0.6652406094386523,6.400897727849749e-78
28652,636,Sports,GPT-4,0.6816009218297254,3.6205478819540686e-83
28653,636,Tools,GPT-3 Embeddings,0.09872758776729773,0.0431529857677718
28654,636,Tools,GPT-3.5,0.5621604074972386,2.3041955287717295e-36
28655,636,Tools,GPT-4,0.7512771210380181,1.906580369091378e-77
28656,636,Vegetables,GPT-3 Embeddings,0.17865127023820052,1.0706803813151154e-05
28657,636,Vegetables,GPT-3.5,0.44889351221109547,4.342776494573328e-31
28658,636,Vegetables,GPT-4,0.5380796764338379,2.4718851189311912e-46
28659,636,Vehicles,GPT-3 Embeddings,0.4331081873535785,1.2047337762838431e-26
28660,636,Vehicles,GPT-3.5,0.7862497460010507,4.4049560095112684e-117
28661,636,Vehicles,GPT-4,0.8504153027207421,1.56542999898074e-155
28662,636,Weapons,GPT-3 Embeddings,0.3246899302551839,4.266894405211841e-08
28663,636,Weapons,GPT-3.5,0.7817859330347198,2.549321875283969e-57
28664,636,Weapons,GPT-4,0.8975107986289554,5.3561290127923285e-98
28665,637,Birds,GPT-3 Embeddings,0.19673318758306962,3.2038982187263253e-06
28666,637,Birds,GPT-3.5,0.5681199283719967,1.6969007482148244e-48
28667,637,Birds,GPT-4,0.574711222162,7.742179485344143e-50
28668,637,Clothing,GPT-3 Embeddings,0.2862340929684402,1.0100826696972973e-15
28669,637,Clothing,GPT-3.5,0.5869446740277025,3.4699375698927844e-71
28670,637,Clothing,GPT-4,0.68871940900128,2.1474808024166276e-107
28671,637,Fish,GPT-3 Embeddings,-0.10358359657879905,0.025987029627207406
28672,637,Fish,GPT-3.5,0.5642803516698419,3.3638734558839826e-40
28673,637,Fish,GPT-4,0.7354577715254506,1.0803146995521246e-64
