,argument_id,domain,conclusion_type,is_single_premise,premises,conclusion,human_raw_rating,gpt3_raw_rating,prompt_generator,gpt4_raw_rating,human_ranking,gpt3_ranking,gpt4_ranking,human_normalised_rating,gpt3_normalised_rating,gpt4_normalised_rating,drop,human_maxsim,gpt3_maxsim,gpt4_maxsim,human_meansim,gpt3_meansim,gpt4_meansim,human_scm,gpt3_scm,gpt4_scm
2918,"(('Mice', 'Dogs'), 'All mammals')",Mammals,General,False,"('Mice', 'Dogs')",All mammals,5.4,91.43677746347146,S3-C1-A1-Q4-O1,60.0,9.0,2.0,5.0,0.018,0.996,0.99,False,,,,,,,0.6109601449275363,0.6903683574879228,0.741243961352657
2919,"(('Mice', 'Dogs'), 'All mammals')",Mammals,General,False,"('Mice', 'Dogs')",All mammals,5.4,91.43677746347146,S3-C1-A1-Q1-O1-T,65.0,9.0,2.0,2.0,0.018,0.996,0.996,False,,,,,,,0.6109601449275363,0.6903683574879228,0.741243961352657
2920,"(('Mice', 'Hamsters'), 'All mammals')",Mammals,General,False,"('Mice', 'Hamsters')",All mammals,7.0,59.33066935406817,S1-C1-A1-Q1-O1,60.0,1.0,97.0,2.0,0.002,0.806,0.996,False,,,,,,,0.39945652173913043,0.5031702898550724,0.56868961352657
2921,"(('Mice', 'Hamsters'), 'All mammals')",Mammals,General,False,"('Mice', 'Hamsters')",All mammals,7.0,59.33066935406817,S3-C1-A1-Q1-O1,60.0,1.0,97.0,2.0,0.002,0.806,0.996,False,,,,,,,0.39945652173913043,0.5031702898550724,0.56868961352657
2922,"(('Mice', 'Hamsters'), 'All mammals')",Mammals,General,False,"('Mice', 'Hamsters')",All mammals,7.0,59.33066935406817,S3-C1-A1-Q3-O1,40.0,1.0,97.0,4.0,0.002,0.806,0.992,False,,,,,,,0.39945652173913043,0.5031702898550724,0.56868961352657
2923,"(('Mice', 'Hamsters'), 'All mammals')",Mammals,General,False,"('Mice', 'Hamsters')",All mammals,7.0,59.33066935406817,S3-C1-A1-Q4-O1,60.0,1.0,97.0,5.0,0.002,0.806,0.99,False,,,,,,,0.39945652173913043,0.5031702898550724,0.56868961352657
2924,"(('Mice', 'Hamsters'), 'All mammals')",Mammals,General,False,"('Mice', 'Hamsters')",All mammals,7.0,59.33066935406817,S3-C1-A1-Q1-O1-T,40.0,1.0,97.0,4.0,0.002,0.806,0.992,False,,,,,,,0.39945652173913043,0.5031702898550724,0.56868961352657
2925,"(('Mice', 'Hedgehogs'), 'All mammals')",Mammals,General,False,"('Mice', 'Hedgehogs')",All mammals,5.3,87.14216491973754,S1-C1-A1-Q1-O1,60.0,10.0,45.0,2.0,0.02,0.91,0.996,False,,,,,,,0.3517512077294686,0.543780193236715,0.5606884057971014
2926,"(('Mice', 'Hedgehogs'), 'All mammals')",Mammals,General,False,"('Mice', 'Hedgehogs')",All mammals,5.3,87.14216491973754,S3-C1-A1-Q1-O1,60.0,10.0,45.0,2.0,0.02,0.91,0.996,False,,,,,,,0.3517512077294686,0.543780193236715,0.5606884057971014
2927,"(('Mice', 'Hedgehogs'), 'All mammals')",Mammals,General,False,"('Mice', 'Hedgehogs')",All mammals,5.3,87.14216491973754,S3-C1-A1-Q3-O1,40.0,10.0,45.0,4.0,0.02,0.91,0.992,False,,,,,,,0.3517512077294686,0.543780193236715,0.5606884057971014
2928,"(('Mice', 'Hedgehogs'), 'All mammals')",Mammals,General,False,"('Mice', 'Hedgehogs')",All mammals,5.3,87.14216491973754,S3-C1-A1-Q4-O1,60.0,10.0,45.0,5.0,0.02,0.91,0.99,False,,,,,,,0.3517512077294686,0.543780193236715,0.5606884057971014
2929,"(('Mice', 'Hedgehogs'), 'All mammals')",Mammals,General,False,"('Mice', 'Hedgehogs')",All mammals,5.3,87.14216491973754,S3-C1-A1-Q1-O1-T,40.0,10.0,45.0,4.0,0.02,0.91,0.992,False,,,,,,,0.3517512077294686,0.543780193236715,0.5606884057971014
2930,"(('Mice', 'Hedgehogs'), 'Wolves')",Mammals,Specific,False,"('Mice', 'Hedgehogs')",Wolves,7.555555555555555,94.3457300854142,S1-C1-A1-Q1-O1,50.0,29.0,39.0,4.0,0.0495726495726495,0.9333333333333332,0.9931623931623932,False,0.10869565217391304,0.532608695652174,0.572463768115942,0.10144927536231885,0.4148550724637681,0.322463768115942,0.23022342995169082,0.5381944444444444,0.5665760869565217
2931,"(('Mice', 'Hedgehogs'), 'Wolves')",Mammals,Specific,False,"('Mice', 'Hedgehogs')",Wolves,7.555555555555555,94.3457300854142,S3-C1-A1-Q1-O1,60.0,29.0,39.0,5.0,0.0495726495726495,0.9333333333333332,0.9914529914529916,False,0.10869565217391304,0.532608695652174,0.572463768115942,0.10144927536231885,0.4148550724637681,0.322463768115942,0.23022342995169082,0.5381944444444444,0.5665760869565217
2932,"(('Mice', 'Hedgehogs'), 'Wolves')",Mammals,Specific,False,"('Mice', 'Hedgehogs')",Wolves,7.555555555555555,94.3457300854142,S3-C1-A1-Q3-O1,65.0,29.0,39.0,6.0,0.0495726495726495,0.9333333333333332,0.9897435897435898,False,0.10869565217391304,0.532608695652174,0.572463768115942,0.10144927536231885,0.4148550724637681,0.322463768115942,0.23022342995169082,0.5381944444444444,0.5665760869565217
2933,"(('Mice', 'Hedgehogs'), 'Wolves')",Mammals,Specific,False,"('Mice', 'Hedgehogs')",Wolves,7.555555555555555,94.3457300854142,S3-C1-A1-Q4-O1,75.0,29.0,39.0,5.0,0.0495726495726495,0.9333333333333332,0.9914529914529916,False,0.10869565217391304,0.532608695652174,0.572463768115942,0.10144927536231885,0.4148550724637681,0.322463768115942,0.23022342995169082,0.5381944444444444,0.5665760869565217
2934,"(('Mice', 'Hedgehogs'), 'Wolves')",Mammals,Specific,False,"('Mice', 'Hedgehogs')",Wolves,7.555555555555555,94.3457300854142,S3-C1-A1-Q1-O1-T,70.0,29.0,39.0,3.0,0.0495726495726495,0.9333333333333332,0.9948717948717948,False,0.10869565217391304,0.532608695652174,0.572463768115942,0.10144927536231885,0.4148550724637681,0.322463768115942,0.23022342995169082,0.5381944444444444,0.5665760869565217
2935,"(('Mice', 'Horses'), 'All mammals')",Mammals,General,False,"('Mice', 'Horses')",All mammals,3.8,90.69061253639984,S1-C1-A1-Q1-O1,50.0,29.0,9.0,3.0,0.058,0.982,0.994,False,,,,,,,0.7016908212560388,0.7835144927536232,0.7957427536231885
2936,"(('Mice', 'Horses'), 'All mammals')",Mammals,General,False,"('Mice', 'Horses')",All mammals,3.8,90.69061253639984,S3-C1-A1-Q1-O1,60.0,29.0,9.0,2.0,0.058,0.982,0.996,False,,,,,,,0.7016908212560388,0.7835144927536232,0.7957427536231885
2937,"(('Mice', 'Horses'), 'All mammals')",Mammals,General,False,"('Mice', 'Horses')",All mammals,3.8,90.69061253639984,S3-C1-A1-Q3-O1,60.0,29.0,9.0,3.0,0.058,0.982,0.994,False,,,,,,,0.7016908212560388,0.7835144927536232,0.7957427536231885
2938,"(('Mice', 'Horses'), 'All mammals')",Mammals,General,False,"('Mice', 'Horses')",All mammals,3.8,90.69061253639984,S3-C1-A1-Q4-O1,75.0,29.0,9.0,3.0,0.058,0.982,0.994,False,,,,,,,0.7016908212560388,0.7835144927536232,0.7957427536231885
2939,"(('Mice', 'Horses'), 'All mammals')",Mammals,General,False,"('Mice', 'Horses')",All mammals,3.8,90.69061253639984,S3-C1-A1-Q1-O1-T,65.0,29.0,9.0,2.0,0.058,0.982,0.996,False,,,,,,,0.7016908212560388,0.7835144927536232,0.7957427536231885
2940,"(('Mice', 'Llamas'), 'All mammals')",Mammals,General,False,"('Mice', 'Llamas')",All mammals,4.9,90.55213255141854,S1-C1-A1-Q1-O1,50.0,15.0,12.0,3.0,0.03,0.976,0.994,False,,,,,,,0.7021437198067632,0.6483997584541062,0.6595712560386473
2941,"(('Mice', 'Llamas'), 'All mammals')",Mammals,General,False,"('Mice', 'Llamas')",All mammals,4.9,90.55213255141854,S3-C1-A1-Q1-O1,70.0,15.0,12.0,1.0,0.03,0.976,0.998,False,,,,,,,0.7021437198067632,0.6483997584541062,0.6595712560386473
2942,"(('Mice', 'Llamas'), 'All mammals')",Mammals,General,False,"('Mice', 'Llamas')",All mammals,4.9,90.55213255141854,S3-C1-A1-Q3-O1,60.0,15.0,12.0,3.0,0.03,0.976,0.994,False,,,,,,,0.7021437198067632,0.6483997584541062,0.6595712560386473
2943,"(('Mice', 'Llamas'), 'All mammals')",Mammals,General,False,"('Mice', 'Llamas')",All mammals,4.9,90.55213255141854,S3-C1-A1-Q4-O1,85.0,15.0,12.0,1.0,0.03,0.976,0.998,False,,,,,,,0.7021437198067632,0.6483997584541062,0.6595712560386473
2944,"(('Mice', 'Llamas'), 'All mammals')",Mammals,General,False,"('Mice', 'Llamas')",All mammals,4.9,90.55213255141854,S3-C1-A1-Q1-O1-T,55.0,15.0,12.0,3.0,0.03,0.976,0.994,False,,,,,,,0.7021437198067632,0.6483997584541062,0.6595712560386473
2945,"(('Mice', 'Rabbits'), 'All mammals')",Mammals,General,False,"('Mice', 'Rabbits')",All mammals,5.666666666666667,81.44964620075655,S1-C1-A1-Q1-O1,50.0,5.0,71.0,3.0,0.01,0.858,0.994,False,,,,,,,0.46573067632850246,0.5988828502415459,0.6047705314009661
2946,"(('Mice', 'Rabbits'), 'All mammals')",Mammals,General,False,"('Mice', 'Rabbits')",All mammals,5.666666666666667,81.44964620075655,S3-C1-A1-Q1-O1,60.0,5.0,71.0,2.0,0.01,0.858,0.996,False,,,,,,,0.46573067632850246,0.5988828502415459,0.6047705314009661
2947,"(('Mice', 'Rabbits'), 'All mammals')",Mammals,General,False,"('Mice', 'Rabbits')",All mammals,5.666666666666667,81.44964620075655,S3-C1-A1-Q3-O1,60.0,5.0,71.0,3.0,0.01,0.858,0.994,False,,,,,,,0.46573067632850246,0.5988828502415459,0.6047705314009661
2948,"(('Mice', 'Rabbits'), 'All mammals')",Mammals,General,False,"('Mice', 'Rabbits')",All mammals,5.666666666666667,81.44964620075655,S3-C1-A1-Q4-O1,75.0,5.0,71.0,3.0,0.01,0.858,0.994,False,,,,,,,0.46573067632850246,0.5988828502415459,0.6047705314009661
2949,"(('Mice', 'Rabbits'), 'All mammals')",Mammals,General,False,"('Mice', 'Rabbits')",All mammals,5.666666666666667,81.44964620075655,S3-C1-A1-Q1-O1-T,55.0,5.0,71.0,3.0,0.01,0.858,0.994,False,,,,,,,0.46573067632850246,0.5988828502415459,0.6047705314009661
2950,"(('Mice', 'Rabbits'), 'Hippos')",Mammals,Specific,False,"('Mice', 'Rabbits')",Hippos,8.2,66.89397925696967,S1-C1-A1-Q1-O1,50.0,21.0,116.0,4.0,0.0358974358974358,0.8017094017094017,0.9931623931623932,False,0.10507246376811594,0.13405797101449277,0.10144927536231885,0.07789855072463768,0.07608695652173914,0.07789855072463768,0.2854015700483092,0.3664704106280193,0.3531099033816425
2951,"(('Mice', 'Rabbits'), 'Hippos')",Mammals,Specific,False,"('Mice', 'Rabbits')",Hippos,8.2,66.89397925696967,S3-C1-A1-Q1-O1,60.0,21.0,116.0,5.0,0.0358974358974358,0.8017094017094017,0.9914529914529916,False,0.10507246376811594,0.13405797101449277,0.10144927536231885,0.07789855072463768,0.07608695652173914,0.07789855072463768,0.2854015700483092,0.3664704106280193,0.3531099033816425
2952,"(('Mice', 'Rabbits'), 'Hippos')",Mammals,Specific,False,"('Mice', 'Rabbits')",Hippos,8.2,66.89397925696967,S3-C1-A1-Q3-O1,60.0,21.0,116.0,7.0,0.0358974358974358,0.8017094017094017,0.988034188034188,False,0.10507246376811594,0.13405797101449277,0.10144927536231885,0.07789855072463768,0.07608695652173914,0.07789855072463768,0.2854015700483092,0.3664704106280193,0.3531099033816425
2953,"(('Mice', 'Rabbits'), 'Hippos')",Mammals,Specific,False,"('Mice', 'Rabbits')",Hippos,8.2,66.89397925696967,S3-C1-A1-Q4-O1,85.0,21.0,116.0,3.0,0.0358974358974358,0.8017094017094017,0.9948717948717948,False,0.10507246376811594,0.13405797101449277,0.10144927536231885,0.07789855072463768,0.07608695652173914,0.07789855072463768,0.2854015700483092,0.3664704106280193,0.3531099033816425
2954,"(('Mice', 'Rabbits'), 'Hippos')",Mammals,Specific,False,"('Mice', 'Rabbits')",Hippos,8.2,66.89397925696967,S3-C1-A1-Q1-O1-T,60.0,21.0,116.0,5.0,0.0358974358974358,0.8017094017094017,0.9914529914529916,False,0.10507246376811594,0.13405797101449277,0.10144927536231885,0.07789855072463768,0.07608695652173914,0.07789855072463768,0.2854015700483092,0.3664704106280193,0.3531099033816425
2955,"(('Mice', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Mice', 'Squirrels')",All mammals,4.5,77.02097477086967,S1-C1-A1-Q1-O1,60.0,20.0,82.0,2.0,0.04,0.836,0.996,False,,,,,,,0.4165157004830918,0.5434782608695652,0.5727657004830918
2956,"(('Mice', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Mice', 'Squirrels')",All mammals,4.5,77.02097477086967,S3-C1-A1-Q1-O1,60.0,20.0,82.0,2.0,0.04,0.836,0.996,False,,,,,,,0.4165157004830918,0.5434782608695652,0.5727657004830918
2957,"(('Mice', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Mice', 'Squirrels')",All mammals,4.5,77.02097477086967,S3-C1-A1-Q3-O1,40.0,20.0,82.0,4.0,0.04,0.836,0.992,False,,,,,,,0.4165157004830918,0.5434782608695652,0.5727657004830918
2958,"(('Mice', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Mice', 'Squirrels')",All mammals,4.5,77.02097477086967,S3-C1-A1-Q4-O1,60.0,20.0,82.0,5.0,0.04,0.836,0.99,False,,,,,,,0.4165157004830918,0.5434782608695652,0.5727657004830918
2959,"(('Mice', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Mice', 'Squirrels')",All mammals,4.5,77.02097477086967,S3-C1-A1-Q1-O1-T,55.0,20.0,82.0,3.0,0.04,0.836,0.994,False,,,,,,,0.4165157004830918,0.5434782608695652,0.5727657004830918
2960,"(('Mice', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Mice', 'Squirrels')",Horses,8.9,93.13844984408428,S1-C1-A1-Q1-O1,50.0,16.0,60.0,4.0,0.0273504273504273,0.8974358974358975,0.9931623931623932,False,0.25,0.3333333333333333,0.5181159420289855,0.18659420289855072,0.2572463768115942,0.38949275362318836,0.33325785024154586,0.4384057971014492,0.5454408212560387
2961,"(('Mice', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Mice', 'Squirrels')",Horses,8.9,93.13844984408428,S3-C1-A1-Q1-O1,60.0,16.0,60.0,5.0,0.0273504273504273,0.8974358974358975,0.9914529914529916,False,0.25,0.3333333333333333,0.5181159420289855,0.18659420289855072,0.2572463768115942,0.38949275362318836,0.33325785024154586,0.4384057971014492,0.5454408212560387
2962,"(('Mice', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Mice', 'Squirrels')",Horses,8.9,93.13844984408428,S3-C1-A1-Q3-O1,60.0,16.0,60.0,7.0,0.0273504273504273,0.8974358974358975,0.988034188034188,False,0.25,0.3333333333333333,0.5181159420289855,0.18659420289855072,0.2572463768115942,0.38949275362318836,0.33325785024154586,0.4384057971014492,0.5454408212560387
2963,"(('Mice', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Mice', 'Squirrels')",Horses,8.9,93.13844984408428,S3-C1-A1-Q4-O1,85.0,16.0,60.0,3.0,0.0273504273504273,0.8974358974358975,0.9948717948717948,False,0.25,0.3333333333333333,0.5181159420289855,0.18659420289855072,0.2572463768115942,0.38949275362318836,0.33325785024154586,0.4384057971014492,0.5454408212560387
2964,"(('Mice', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Mice', 'Squirrels')",Horses,8.9,93.13844984408428,S3-C1-A1-Q1-O1-T,60.0,16.0,60.0,5.0,0.0273504273504273,0.8974358974358975,0.9914529914529916,False,0.25,0.3333333333333333,0.5181159420289855,0.18659420289855072,0.2572463768115942,0.38949275362318836,0.33325785024154586,0.4384057971014492,0.5454408212560387
2965,"(('Mice', 'Wolves'), 'All mammals')",Mammals,General,False,"('Mice', 'Wolves')",All mammals,4.3,90.99000496231804,S1-C1-A1-Q1-O1,50.0,23.0,4.0,3.0,0.046,0.992,0.994,False,,,,,,,0.6050724637681159,0.6002415458937198,0.6692330917874396
2966,"(('Mice', 'Wolves'), 'All mammals')",Mammals,General,False,"('Mice', 'Wolves')",All mammals,4.3,90.99000496231804,S3-C1-A1-Q1-O1,60.0,23.0,4.0,2.0,0.046,0.992,0.996,False,,,,,,,0.6050724637681159,0.6002415458937198,0.6692330917874396
2967,"(('Mice', 'Wolves'), 'All mammals')",Mammals,General,False,"('Mice', 'Wolves')",All mammals,4.3,90.99000496231804,S3-C1-A1-Q3-O1,60.0,23.0,4.0,3.0,0.046,0.992,0.994,False,,,,,,,0.6050724637681159,0.6002415458937198,0.6692330917874396
2968,"(('Mice', 'Wolves'), 'All mammals')",Mammals,General,False,"('Mice', 'Wolves')",All mammals,4.3,90.99000496231804,S3-C1-A1-Q4-O1,75.0,23.0,4.0,3.0,0.046,0.992,0.994,False,,,,,,,0.6050724637681159,0.6002415458937198,0.6692330917874396
2969,"(('Mice', 'Wolves'), 'All mammals')",Mammals,General,False,"('Mice', 'Wolves')",All mammals,4.3,90.99000496231804,S3-C1-A1-Q1-O1-T,55.0,23.0,4.0,3.0,0.046,0.992,0.994,False,,,,,,,0.6050724637681159,0.6002415458937198,0.6692330917874396
2970,"(('Mice',), 'All mammals')",Mammals,General,True,"('Mice',)",All mammals,8.191919191919192,85.06586922940812,S1-C1-A1-Q1-O1,50.0,2.0,1.0,1.0,0.0166666666666666,0.9916666666666668,0.9916666666666668,False,,,,,,,0.2644927536231884,0.44308574879227053,0.5262681159420289
2971,"(('Mice',), 'All mammals')",Mammals,General,True,"('Mice',)",All mammals,8.191919191919192,85.06586922940812,S3-C1-A1-Q1-O1,60.0,2.0,1.0,1.0,0.0166666666666666,0.9916666666666668,0.9916666666666668,False,,,,,,,0.2644927536231884,0.44308574879227053,0.5262681159420289
2972,"(('Mice',), 'All mammals')",Mammals,General,True,"('Mice',)",All mammals,8.191919191919192,85.06586922940812,S3-C1-A1-Q3-O1,20.0,2.0,1.0,4.0,0.0166666666666666,0.9916666666666668,0.9666666666666668,False,,,,,,,0.2644927536231884,0.44308574879227053,0.5262681159420289
2973,"(('Mice',), 'All mammals')",Mammals,General,True,"('Mice',)",All mammals,8.191919191919192,85.06586922940812,S3-C1-A1-Q4-O1,85.0,2.0,1.0,1.0,0.0166666666666666,0.9916666666666668,0.9916666666666668,False,,,,,,,0.2644927536231884,0.44308574879227053,0.5262681159420289
2974,"(('Mice',), 'All mammals')",Mammals,General,True,"('Mice',)",All mammals,8.191919191919192,85.06586922940812,S3-C1-A1-Q1-O1-T,60.0,2.0,1.0,1.0,0.0166666666666666,0.9916666666666668,0.9916666666666668,False,,,,,,,0.2644927536231884,0.44308574879227053,0.5262681159420289
2975,"(('Mice',), 'Cats')",Mammals,Specific,True,"('Mice',)",Cats,9.9,91.50307746135368,S1-C1-A1-Q1-O1,50.0,79.0,14.0,4.0,0.093491124260355,0.983431952662722,0.9952662721893492,False,0.5253623188405797,0.605072463768116,0.6123188405797102,0.5253623188405797,0.605072463768116,0.6123188405797102,0.39492753623188404,0.5240791062801933,0.5692934782608696
2976,"(('Mice',), 'Cats')",Mammals,Specific,True,"('Mice',)",Cats,9.9,91.50307746135368,S3-C1-A1-Q1-O1,60.0,79.0,14.0,6.0,0.093491124260355,0.983431952662722,0.9928994082840236,False,0.5253623188405797,0.605072463768116,0.6123188405797102,0.5253623188405797,0.605072463768116,0.6123188405797102,0.39492753623188404,0.5240791062801933,0.5692934782608696
2977,"(('Mice',), 'Cats')",Mammals,Specific,True,"('Mice',)",Cats,9.9,91.50307746135368,S3-C1-A1-Q3-O1,60.0,79.0,14.0,7.0,0.093491124260355,0.983431952662722,0.991715976331361,False,0.5253623188405797,0.605072463768116,0.6123188405797102,0.5253623188405797,0.605072463768116,0.6123188405797102,0.39492753623188404,0.5240791062801933,0.5692934782608696
2978,"(('Mice',), 'Cats')",Mammals,Specific,True,"('Mice',)",Cats,9.9,91.50307746135368,S3-C1-A1-Q4-O1,75.0,79.0,14.0,4.0,0.093491124260355,0.983431952662722,0.9952662721893492,False,0.5253623188405797,0.605072463768116,0.6123188405797102,0.5253623188405797,0.605072463768116,0.6123188405797102,0.39492753623188404,0.5240791062801933,0.5692934782608696
2979,"(('Mice',), 'Cats')",Mammals,Specific,True,"('Mice',)",Cats,9.9,91.50307746135368,S3-C1-A1-Q1-O1-T,55.0,79.0,14.0,7.0,0.093491124260355,0.983431952662722,0.991715976331361,False,0.5253623188405797,0.605072463768116,0.6123188405797102,0.5253623188405797,0.605072463768116,0.6123188405797102,0.39492753623188404,0.5240791062801933,0.5692934782608696
2980,"(('Mice',), 'Dogs')",Mammals,Specific,True,"('Mice',)",Dogs,12.7,93.59410313098192,S1-C1-A1-Q1-O1,50.0,41.0,6.0,4.0,0.0485207100591716,0.9928994082840236,0.9952662721893492,False,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.3061594202898551,0.6037892512077294,0.6399456521739131
2981,"(('Mice',), 'Dogs')",Mammals,Specific,True,"('Mice',)",Dogs,12.7,93.59410313098192,S3-C1-A1-Q1-O1,60.0,41.0,6.0,6.0,0.0485207100591716,0.9928994082840236,0.9928994082840236,False,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.3061594202898551,0.6037892512077294,0.6399456521739131
2982,"(('Mice',), 'Dogs')",Mammals,Specific,True,"('Mice',)",Dogs,12.7,93.59410313098192,S3-C1-A1-Q3-O1,65.0,41.0,6.0,6.0,0.0485207100591716,0.9928994082840236,0.9928994082840236,False,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.3061594202898551,0.6037892512077294,0.6399456521739131
2983,"(('Mice',), 'Dogs')",Mammals,Specific,True,"('Mice',)",Dogs,12.7,93.59410313098192,S3-C1-A1-Q4-O1,85.0,41.0,6.0,2.0,0.0485207100591716,0.9928994082840236,0.9976331360946744,False,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.3061594202898551,0.6037892512077294,0.6399456521739131
2984,"(('Mice',), 'Dogs')",Mammals,Specific,True,"('Mice',)",Dogs,12.7,93.59410313098192,S3-C1-A1-Q1-O1-T,65.0,41.0,6.0,6.0,0.0485207100591716,0.9928994082840236,0.9928994082840236,False,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.34782608695652173,0.7644927536231884,0.7536231884057971,0.3061594202898551,0.6037892512077294,0.6399456521739131
2985,"(('Mice',), 'Elephants')",Mammals,Specific,True,"('Mice',)",Elephants,16.7,91.34032840984926,S1-C1-A1-Q1-O1,50.0,2.0,15.0,4.0,0.0023668639053254,0.9822485207100592,0.9952662721893492,False,0.014492753623188406,0.391304347826087,0.3188405797101449,0.014492753623188406,0.391304347826087,0.3188405797101449,0.13949275362318841,0.41719504830917875,0.4225543478260869
2986,"(('Mice',), 'Elephants')",Mammals,Specific,True,"('Mice',)",Elephants,16.7,91.34032840984926,S3-C1-A1-Q1-O1,50.0,2.0,15.0,7.0,0.0023668639053254,0.9822485207100592,0.991715976331361,False,0.014492753623188406,0.391304347826087,0.3188405797101449,0.014492753623188406,0.391304347826087,0.3188405797101449,0.13949275362318841,0.41719504830917875,0.4225543478260869
2987,"(('Mice',), 'Elephants')",Mammals,Specific,True,"('Mice',)",Elephants,16.7,91.34032840984926,S3-C1-A1-Q3-O1,60.0,2.0,15.0,7.0,0.0023668639053254,0.9822485207100592,0.991715976331361,False,0.014492753623188406,0.391304347826087,0.3188405797101449,0.014492753623188406,0.391304347826087,0.3188405797101449,0.13949275362318841,0.41719504830917875,0.4225543478260869
2988,"(('Mice',), 'Elephants')",Mammals,Specific,True,"('Mice',)",Elephants,16.7,91.34032840984926,S3-C1-A1-Q4-O1,80.0,2.0,15.0,3.0,0.0023668639053254,0.9822485207100592,0.9964497041420118,False,0.014492753623188406,0.391304347826087,0.3188405797101449,0.014492753623188406,0.391304347826087,0.3188405797101449,0.13949275362318841,0.41719504830917875,0.4225543478260869
2989,"(('Mice',), 'Elephants')",Mammals,Specific,True,"('Mice',)",Elephants,16.7,91.34032840984926,S3-C1-A1-Q1-O1-T,50.0,2.0,15.0,8.0,0.0023668639053254,0.9822485207100592,0.9905325443786982,False,0.014492753623188406,0.391304347826087,0.3188405797101449,0.014492753623188406,0.391304347826087,0.3188405797101449,0.13949275362318841,0.41719504830917875,0.4225543478260869
2990,"(('Mice',), 'Giraffes')",Mammals,Specific,True,"('Mice',)",Giraffes,13.3,83.28747377377077,S1-C1-A1-Q1-O1,50.0,36.0,88.0,4.0,0.0426035502958579,0.8958579881656805,0.9952662721893492,False,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.14130434782608697,0.23603562801932368,0.30117753623188404
2991,"(('Mice',), 'Giraffes')",Mammals,Specific,True,"('Mice',)",Giraffes,13.3,83.28747377377077,S3-C1-A1-Q1-O1,60.0,36.0,88.0,6.0,0.0426035502958579,0.8958579881656805,0.9928994082840236,False,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.14130434782608697,0.23603562801932368,0.30117753623188404
2992,"(('Mice',), 'Giraffes')",Mammals,Specific,True,"('Mice',)",Giraffes,13.3,83.28747377377077,S3-C1-A1-Q3-O1,60.0,36.0,88.0,7.0,0.0426035502958579,0.8958579881656805,0.991715976331361,False,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.14130434782608697,0.23603562801932368,0.30117753623188404
2993,"(('Mice',), 'Giraffes')",Mammals,Specific,True,"('Mice',)",Giraffes,13.3,83.28747377377077,S3-C1-A1-Q4-O1,80.0,36.0,88.0,3.0,0.0426035502958579,0.8958579881656805,0.9964497041420118,False,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.14130434782608697,0.23603562801932368,0.30117753623188404
2994,"(('Mice',), 'Giraffes')",Mammals,Specific,True,"('Mice',)",Giraffes,13.3,83.28747377377077,S3-C1-A1-Q1-O1-T,50.0,36.0,88.0,8.0,0.0426035502958579,0.8958579881656805,0.9905325443786982,False,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.018115942028985508,0.028985507246376812,0.07608695652173914,0.14130434782608697,0.23603562801932368,0.30117753623188404
2995,"(('Mice',), 'Hamsters')",Mammals,Specific,True,"('Mice',)",Hamsters,5.368421052631579,89.98540055183652,S1-C1-A1-Q1-O1,50.0,109.0,34.0,4.0,0.1289940828402367,0.9597633136094674,0.9952662721893492,False,0.9710144927536232,0.9528985507246377,0.9710144927536232,0.9710144927536232,0.9528985507246377,0.9710144927536232,0.6177536231884058,0.6979921497584541,0.748641304347826
2996,"(('Mice',), 'Hamsters')",Mammals,Specific,True,"('Mice',)",Hamsters,5.368421052631579,89.98540055183652,S3-C1-A1-Q1-O1,70.0,109.0,34.0,5.0,0.1289940828402367,0.9597633136094674,0.9940828402366864,False,0.9710144927536232,0.9528985507246377,0.9710144927536232,0.9710144927536232,0.9528985507246377,0.9710144927536232,0.6177536231884058,0.6979921497584541,0.748641304347826
