,pid,tid,domain,conclusion_type,is_osherson,premises,conclusion,rating,argument,is_single_premise,is_control,cut_participant
844,346,16,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
845,346,17,Mammals,General,False,"('Rabbits',)",All mammals,80,"(('Rabbits',), 'All mammals')",True,False,False
846,346,18,Mammals,General,False,"('Rhinos',)",All mammals,66,"(('Rhinos',), 'All mammals')",True,False,False
847,346,19,Mammals,General,False,"('Squirrels',)",All mammals,73,"(('Squirrels',), 'All mammals')",True,False,False
848,346,2,Mammals,General,False,"('Giraffes', 'Hippos')",All mammals,56,"(('Giraffes', 'Hippos'), 'All mammals')",False,False,False
849,346,20,Mammals,General,False,"('Foxes',)",All mammals,76,"(('Foxes',), 'All mammals')",True,False,False
850,346,21,Mammals,General,False,"('Hamsters',)",All mammals,75,"(('Hamsters',), 'All mammals')",True,False,False
851,346,22,Mammals,General,False,"('Deer',)",All mammals,86,"(('Deer',), 'All mammals')",True,False,False
852,346,23,Mammals,General,False,"('Donkeys',)",All mammals,73,"(('Donkeys',), 'All mammals')",True,False,False
853,346,24,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
854,346,25,Mammals,General,False,"('Sheep',)",All mammals,84,"(('Sheep',), 'All mammals')",True,False,False
855,346,26,Mammals,General,False,"('Hippos',)",All mammals,33,"(('Hippos',), 'All mammals')",True,False,False
856,346,27,Mammals,General,False,"('Mice',)",All mammals,61,"(('Mice',), 'All mammals')",True,False,False
857,346,28,Mammals,General,False,"('Llamas',)",All mammals,43,"(('Llamas',), 'All mammals')",True,False,False
858,346,29,Mammals,General,False,"('Dogs',)",All mammals,91,"(('Dogs',), 'All mammals')",True,False,False
859,346,3,Mammals,General,False,"('Mice', 'Squirrels')",All mammals,95,"(('Mice', 'Squirrels'), 'All mammals')",False,False,False
860,346,30,Mammals,General,False,"('Giraffes',)",All mammals,27,"(('Giraffes',), 'All mammals')",True,False,False
861,346,31,Mammals,General,False,"('Horses',)",All mammals,69,"(('Horses',), 'All mammals')",True,False,False
862,346,32,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
863,346,33,Mammals,General,False,"('Cows',)",All mammals,100,"(('Cows',), 'All mammals')",True,False,False
864,346,34,Mammals,General,False,"('Zebras',)",All mammals,94,"(('Zebras',), 'All mammals')",True,False,False
865,346,35,Mammals,General,False,"('Wolves',)",All mammals,89,"(('Wolves',), 'All mammals')",True,False,False
866,346,36,Mammals,General,False,"('Elephants',)",All mammals,52,"(('Elephants',), 'All mammals')",True,False,False
867,346,37,Mammals,General,False,"('Hedgehogs',)",All mammals,10,"(('Hedgehogs',), 'All mammals')",True,False,False
868,346,4,Mammals,General,False,"('Elephants', 'Hedgehogs')",All mammals,31,"(('Elephants', 'Hedgehogs'), 'All mammals')",False,False,False
869,346,5,Mammals,General,False,"('Mice', 'Llamas')",All mammals,23,"(('Mice', 'Llamas'), 'All mammals')",False,False,False
870,346,6,Mammals,General,False,"('Cats', 'Cows')",All mammals,61,"(('Cats', 'Cows'), 'All mammals')",False,False,False
871,346,7,Mammals,General,False,"('Rabbits', 'Hedgehogs')",All mammals,53,"(('Rabbits', 'Hedgehogs'), 'All mammals')",False,False,False
872,346,8,Mammals,General,False,"('All animals', 'All organisms')",All mammals,100,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
873,346,9,Mammals,General,False,"('Horses', 'Hamsters')",All mammals,56,"(('Horses', 'Hamsters'), 'All mammals')",False,False,False
874,375,0,Mammals,General,False,"('Hamsters', 'Llamas')",All mammals,67,"(('Hamsters', 'Llamas'), 'All mammals')",False,False,False
875,375,1,Mammals,General,False,"('Lions', 'Hamsters')",All mammals,64,"(('Lions', 'Hamsters'), 'All mammals')",False,False,False
876,375,10,Mammals,General,False,"('Mice', 'Hedgehogs')",All mammals,30,"(('Mice', 'Hedgehogs'), 'All mammals')",False,False,False
877,375,11,Mammals,General,False,"('Wolves',)",All mammals,41,"(('Wolves',), 'All mammals')",True,False,False
878,375,12,Mammals,General,False,"('Tigers',)",All mammals,40,"(('Tigers',), 'All mammals')",True,False,False
879,375,13,Mammals,General,False,"('Donkeys',)",All mammals,39,"(('Donkeys',), 'All mammals')",True,False,False
880,375,14,Mammals,General,False,"('Foxes',)",All mammals,40,"(('Foxes',), 'All mammals')",True,False,False
881,375,15,Mammals,General,False,"('Lions',)",All mammals,40,"(('Lions',), 'All mammals')",True,False,False
882,375,16,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
883,375,17,Mammals,General,False,"('Hamsters',)",All mammals,37,"(('Hamsters',), 'All mammals')",True,False,False
884,375,18,Mammals,General,False,"('Zebras',)",All mammals,39,"(('Zebras',), 'All mammals')",True,False,False
885,375,19,Mammals,General,False,"('Beavers',)",All mammals,36,"(('Beavers',), 'All mammals')",True,False,False
886,375,2,Mammals,General,False,"('Rabbits', 'Squirrels')",All mammals,60,"(('Rabbits', 'Squirrels'), 'All mammals')",False,False,False
887,375,20,Mammals,General,False,"('Deer',)",All mammals,36,"(('Deer',), 'All mammals')",True,False,False
888,375,21,Mammals,General,False,"('Rhinos',)",All mammals,27,"(('Rhinos',), 'All mammals')",True,False,False
889,375,22,Mammals,General,False,"('Horses',)",All mammals,34,"(('Horses',), 'All mammals')",True,False,False
890,375,23,Mammals,General,False,"('Sheep',)",All mammals,29,"(('Sheep',), 'All mammals')",True,False,False
891,375,24,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
892,375,25,Mammals,General,False,"('Squirrels',)",All mammals,36,"(('Squirrels',), 'All mammals')",True,False,False
893,375,26,Mammals,General,False,"('Rabbits',)",All mammals,36,"(('Rabbits',), 'All mammals')",True,False,False
894,375,27,Mammals,General,False,"('Elephants',)",All mammals,29,"(('Elephants',), 'All mammals')",True,False,False
895,375,28,Mammals,General,False,"('Cats',)",All mammals,36,"(('Cats',), 'All mammals')",True,False,False
896,375,29,Mammals,General,False,"('Mice',)",All mammals,35,"(('Mice',), 'All mammals')",True,False,False
897,375,3,Mammals,General,False,"('Foxes', 'Beavers')",All mammals,60,"(('Foxes', 'Beavers'), 'All mammals')",False,False,False
898,375,30,Mammals,General,False,"('Dogs',)",All mammals,36,"(('Dogs',), 'All mammals')",True,False,False
899,375,31,Mammals,General,False,"('Giraffes',)",All mammals,26,"(('Giraffes',), 'All mammals')",True,False,False
900,375,32,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
901,375,33,Mammals,General,False,"('Llamas',)",All mammals,23,"(('Llamas',), 'All mammals')",True,False,False
902,375,34,Mammals,General,False,"('Hippos',)",All mammals,23,"(('Hippos',), 'All mammals')",True,False,False
903,375,35,Mammals,General,False,"('Cows',)",All mammals,25,"(('Cows',), 'All mammals')",True,False,False
904,375,36,Mammals,General,False,"('Camels',)",All mammals,25,"(('Camels',), 'All mammals')",True,False,False
905,375,37,Mammals,General,False,"('Hedgehogs',)",All mammals,31,"(('Hedgehogs',), 'All mammals')",True,False,False
906,375,4,Mammals,General,False,"('Tigers', 'Horses')",All mammals,78,"(('Tigers', 'Horses'), 'All mammals')",False,False,False
907,375,5,Mammals,General,False,"('Rhinos', 'Beavers')",All mammals,78,"(('Rhinos', 'Beavers'), 'All mammals')",False,False,False
908,375,6,Mammals,General,False,"('Cows', 'Elephants')",All mammals,59,"(('Cows', 'Elephants'), 'All mammals')",False,False,False
909,375,7,Mammals,General,False,"('Llamas', 'Lions')",All mammals,77,"(('Llamas', 'Lions'), 'All mammals')",False,False,False
910,375,8,Mammals,General,False,"('All animals', 'All organisms')",All mammals,100,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
911,375,9,Mammals,General,False,"('Mice', 'Wolves')",All mammals,76,"(('Mice', 'Wolves'), 'All mammals')",False,False,False
912,376,0,Mammals,General,False,"('Llamas', 'Lions')",All mammals,9,"(('Llamas', 'Lions'), 'All mammals')",False,False,False
913,376,1,Mammals,General,False,"('Mice', 'Hedgehogs')",All mammals,6,"(('Mice', 'Hedgehogs'), 'All mammals')",False,False,False
914,376,10,Mammals,General,False,"('Mice', 'Wolves')",All mammals,21,"(('Mice', 'Wolves'), 'All mammals')",False,False,False
915,376,11,Mammals,General,False,"('Zebras',)",All mammals,7,"(('Zebras',), 'All mammals')",True,False,False
916,376,12,Mammals,General,False,"('Dogs',)",All mammals,7,"(('Dogs',), 'All mammals')",True,False,False
917,376,13,Mammals,General,False,"('Giraffes',)",All mammals,6,"(('Giraffes',), 'All mammals')",True,False,False
918,376,14,Mammals,General,False,"('Mice',)",All mammals,11,"(('Mice',), 'All mammals')",True,False,False
919,376,15,Mammals,General,False,"('Lions',)",All mammals,4,"(('Lions',), 'All mammals')",True,False,False
920,376,16,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
921,376,17,Mammals,General,False,"('Beavers',)",All mammals,6,"(('Beavers',), 'All mammals')",True,False,False
922,376,18,Mammals,General,False,"('Sheep',)",All mammals,3,"(('Sheep',), 'All mammals')",True,False,False
923,376,19,Mammals,General,False,"('Foxes',)",All mammals,5,"(('Foxes',), 'All mammals')",True,False,False
924,376,2,Mammals,General,False,"('Tigers', 'Horses')",All mammals,9,"(('Tigers', 'Horses'), 'All mammals')",False,False,False
925,376,20,Mammals,General,False,"('Llamas',)",All mammals,4,"(('Llamas',), 'All mammals')",True,False,False
926,376,21,Mammals,General,False,"('Cats',)",All mammals,10,"(('Cats',), 'All mammals')",True,False,False
927,376,22,Mammals,General,False,"('Horses',)",All mammals,5,"(('Horses',), 'All mammals')",True,False,False
928,376,23,Mammals,General,False,"('Camels',)",All mammals,1,"(('Camels',), 'All mammals')",True,False,False
929,376,24,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
930,376,25,Mammals,General,False,"('Wolves',)",All mammals,4,"(('Wolves',), 'All mammals')",True,False,False
931,376,26,Mammals,General,False,"('Deer',)",All mammals,1,"(('Deer',), 'All mammals')",True,False,False
932,376,27,Mammals,General,False,"('Hippos',)",All mammals,0,"(('Hippos',), 'All mammals')",True,False,False
933,376,28,Mammals,General,False,"('Cows',)",All mammals,2,"(('Cows',), 'All mammals')",True,False,False
934,376,29,Mammals,General,False,"('Tigers',)",All mammals,1,"(('Tigers',), 'All mammals')",True,False,False
935,376,3,Mammals,General,False,"('Hamsters', 'Llamas')",All mammals,19,"(('Hamsters', 'Llamas'), 'All mammals')",False,False,False
936,376,30,Mammals,General,False,"('Donkeys',)",All mammals,3,"(('Donkeys',), 'All mammals')",True,False,False
937,376,31,Mammals,General,False,"('Rhinos',)",All mammals,3,"(('Rhinos',), 'All mammals')",True,False,False
938,376,32,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
939,376,33,Mammals,General,False,"('Squirrels',)",All mammals,4,"(('Squirrels',), 'All mammals')",True,False,False
940,376,34,Mammals,General,False,"('Hamsters',)",All mammals,6,"(('Hamsters',), 'All mammals')",True,False,False
941,376,35,Mammals,General,False,"('Elephants',)",All mammals,2,"(('Elephants',), 'All mammals')",True,False,False
942,376,36,Mammals,General,False,"('Hedgehogs',)",All mammals,2,"(('Hedgehogs',), 'All mammals')",True,False,False
943,376,37,Mammals,General,False,"('Rabbits',)",All mammals,2,"(('Rabbits',), 'All mammals')",True,False,False
944,376,4,Mammals,General,False,"('Foxes', 'Beavers')",All mammals,18,"(('Foxes', 'Beavers'), 'All mammals')",False,False,False
945,376,5,Mammals,General,False,"('Cows', 'Elephants')",All mammals,12,"(('Cows', 'Elephants'), 'All mammals')",False,False,False
946,376,6,Mammals,General,False,"('Rhinos', 'Beavers')",All mammals,21,"(('Rhinos', 'Beavers'), 'All mammals')",False,False,False
947,376,7,Mammals,General,False,"('Rabbits', 'Squirrels')",All mammals,4,"(('Rabbits', 'Squirrels'), 'All mammals')",False,False,False
948,376,8,Mammals,General,False,"('All animals', 'All organisms')",All mammals,100,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
949,376,9,Mammals,General,False,"('Lions', 'Hamsters')",All mammals,16,"(('Lions', 'Hamsters'), 'All mammals')",False,False,False
950,406,0,Mammals,General,False,"('Foxes', 'Donkeys')",All mammals,70,"(('Foxes', 'Donkeys'), 'All mammals')",False,False,False
951,406,1,Mammals,General,False,"('Tigers', 'Hedgehogs')",All mammals,71,"(('Tigers', 'Hedgehogs'), 'All mammals')",False,False,False
952,406,10,Mammals,General,False,"('Sheep', 'Beavers')",All mammals,86,"(('Sheep', 'Beavers'), 'All mammals')",False,False,False
953,406,11,Mammals,General,False,"('Wolves',)",All mammals,53,"(('Wolves',), 'All mammals')",True,False,False
954,406,12,Mammals,General,False,"('Lions',)",All mammals,57,"(('Lions',), 'All mammals')",True,False,False
955,406,13,Mammals,General,False,"('Beavers',)",All mammals,69,"(('Beavers',), 'All mammals')",True,False,False
956,406,14,Mammals,General,False,"('Mice',)",All mammals,94,"(('Mice',), 'All mammals')",True,False,False
957,406,15,Mammals,General,False,"('Llamas',)",All mammals,50,"(('Llamas',), 'All mammals')",True,False,False
958,406,16,Mammals,General,False,"('All animals',)",All mammals,99,"(('All animals',), 'All mammals')",True,True,False
959,406,17,Mammals,General,False,"('Tigers',)",All mammals,58,"(('Tigers',), 'All mammals')",True,False,False
960,406,18,Mammals,General,False,"('Giraffes',)",All mammals,46,"(('Giraffes',), 'All mammals')",True,False,False
961,406,19,Mammals,General,False,"('Rabbits',)",All mammals,71,"(('Rabbits',), 'All mammals')",True,False,False
962,406,2,Mammals,General,False,"('Cats', 'Donkeys')",All mammals,70,"(('Cats', 'Donkeys'), 'All mammals')",False,False,False
963,406,20,Mammals,General,False,"('Elephants',)",All mammals,66,"(('Elephants',), 'All mammals')",True,False,False
964,406,21,Mammals,General,False,"('Squirrels',)",All mammals,81,"(('Squirrels',), 'All mammals')",True,False,False
965,406,22,Mammals,General,False,"('Cats',)",All mammals,91,"(('Cats',), 'All mammals')",True,False,False
966,406,23,Mammals,General,False,"('Cows',)",All mammals,81,"(('Cows',), 'All mammals')",True,False,False
967,406,24,Mammals,General,False,"('All living things',)",All mammals,95,"(('All living things',), 'All mammals')",True,True,False
968,406,25,Mammals,General,False,"('Deer',)",All mammals,59,"(('Deer',), 'All mammals')",True,False,False
969,406,26,Mammals,General,False,"('Dogs',)",All mammals,60,"(('Dogs',), 'All mammals')",True,False,False
970,406,27,Mammals,General,False,"('Hedgehogs',)",All mammals,41,"(('Hedgehogs',), 'All mammals')",True,False,False
971,406,28,Mammals,General,False,"('Camels',)",All mammals,38,"(('Camels',), 'All mammals')",True,False,False
972,406,29,Mammals,General,False,"('Donkeys',)",All mammals,49,"(('Donkeys',), 'All mammals')",True,False,False
973,406,3,Mammals,General,False,"('Hamsters', 'Hedgehogs')",All mammals,78,"(('Hamsters', 'Hedgehogs'), 'All mammals')",False,False,False
974,406,30,Mammals,General,False,"('Horses',)",All mammals,64,"(('Horses',), 'All mammals')",True,False,False
975,406,31,Mammals,General,False,"('Hamsters',)",All mammals,60,"(('Hamsters',), 'All mammals')",True,False,False
976,406,32,Mammals,General,False,"('All plants and animals',)",All mammals,94,"(('All plants and animals',), 'All mammals')",True,True,False
977,406,33,Mammals,General,False,"('Sheep',)",All mammals,68,"(('Sheep',), 'All mammals')",True,False,False
978,406,34,Mammals,General,False,"('Hippos',)",All mammals,23,"(('Hippos',), 'All mammals')",True,False,False
979,406,35,Mammals,General,False,"('Zebras',)",All mammals,39,"(('Zebras',), 'All mammals')",True,False,False
980,406,36,Mammals,General,False,"('Foxes',)",All mammals,59,"(('Foxes',), 'All mammals')",True,False,False
981,406,37,Mammals,General,False,"('Rhinos',)",All mammals,45,"(('Rhinos',), 'All mammals')",True,False,False
982,406,4,Mammals,General,False,"('Dogs', 'Foxes')",All mammals,73,"(('Dogs', 'Foxes'), 'All mammals')",False,False,False
983,406,5,Mammals,General,False,"('Donkeys', 'Horses')",All mammals,72,"(('Donkeys', 'Horses'), 'All mammals')",False,False,False
984,406,6,Mammals,General,False,"('Squirrels', 'Zebras')",All mammals,69,"(('Squirrels', 'Zebras'), 'All mammals')",False,False,False
985,406,7,Mammals,General,False,"('Zebras', 'Llamas')",All mammals,64,"(('Zebras', 'Llamas'), 'All mammals')",False,False,False
986,406,8,Mammals,General,False,"('All animals', 'All organisms')",All mammals,39,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
987,406,9,Mammals,General,False,"('Camels', 'Giraffes')",All mammals,60,"(('Camels', 'Giraffes'), 'All mammals')",False,False,False
988,407,0,Mammals,General,False,"('Cats', 'Donkeys')",All mammals,84,"(('Cats', 'Donkeys'), 'All mammals')",False,False,False
989,407,1,Mammals,General,False,"('Hamsters', 'Hedgehogs')",All mammals,55,"(('Hamsters', 'Hedgehogs'), 'All mammals')",False,False,False
990,407,10,Mammals,General,False,"('Tigers', 'Hedgehogs')",All mammals,91,"(('Tigers', 'Hedgehogs'), 'All mammals')",False,False,False
991,407,11,Mammals,General,False,"('Foxes',)",All mammals,77,"(('Foxes',), 'All mammals')",True,False,False
992,407,12,Mammals,General,False,"('Beavers',)",All mammals,65,"(('Beavers',), 'All mammals')",True,False,False
993,407,13,Mammals,General,False,"('Rhinos',)",All mammals,28,"(('Rhinos',), 'All mammals')",True,False,False
994,407,14,Mammals,General,False,"('Zebras',)",All mammals,59,"(('Zebras',), 'All mammals')",True,False,False
995,407,15,Mammals,General,False,"('Lions',)",All mammals,66,"(('Lions',), 'All mammals')",True,False,False
996,407,16,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
997,407,17,Mammals,General,False,"('Hedgehogs',)",All mammals,41,"(('Hedgehogs',), 'All mammals')",True,False,False
998,407,18,Mammals,General,False,"('Wolves',)",All mammals,51,"(('Wolves',), 'All mammals')",True,False,False
999,407,19,Mammals,General,False,"('Horses',)",All mammals,53,"(('Horses',), 'All mammals')",True,False,False
1000,407,2,Mammals,General,False,"('Camels', 'Giraffes')",All mammals,61,"(('Camels', 'Giraffes'), 'All mammals')",False,False,False
1001,407,20,Mammals,General,False,"('Squirrels',)",All mammals,37,"(('Squirrels',), 'All mammals')",True,False,False
1002,407,21,Mammals,General,False,"('Sheep',)",All mammals,63,"(('Sheep',), 'All mammals')",True,False,False
1003,407,22,Mammals,General,False,"('Tigers',)",All mammals,40,"(('Tigers',), 'All mammals')",True,False,False
1004,407,23,Mammals,General,False,"('Elephants',)",All mammals,33,"(('Elephants',), 'All mammals')",True,False,False
1005,407,24,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
1006,407,25,Mammals,General,False,"('Dogs',)",All mammals,47,"(('Dogs',), 'All mammals')",True,False,False
1007,407,26,Mammals,General,False,"('Deer',)",All mammals,46,"(('Deer',), 'All mammals')",True,False,False
1008,407,27,Mammals,General,False,"('Cows',)",All mammals,61,"(('Cows',), 'All mammals')",True,False,False
1009,407,28,Mammals,General,False,"('Camels',)",All mammals,45,"(('Camels',), 'All mammals')",True,False,False
1010,407,29,Mammals,General,False,"('Hippos',)",All mammals,26,"(('Hippos',), 'All mammals')",True,False,False
1011,407,3,Mammals,General,False,"('Zebras', 'Llamas')",All mammals,74,"(('Zebras', 'Llamas'), 'All mammals')",False,False,False
1012,407,30,Mammals,General,False,"('Mice',)",All mammals,63,"(('Mice',), 'All mammals')",True,False,False
1013,407,31,Mammals,General,False,"('Hamsters',)",All mammals,62,"(('Hamsters',), 'All mammals')",True,False,False
1014,407,32,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
1015,407,33,Mammals,General,False,"('Giraffes',)",All mammals,23,"(('Giraffes',), 'All mammals')",True,False,False
1016,407,34,Mammals,General,False,"('Rabbits',)",All mammals,40,"(('Rabbits',), 'All mammals')",True,False,False
1017,407,35,Mammals,General,False,"('Donkeys',)",All mammals,31,"(('Donkeys',), 'All mammals')",True,False,False
1018,407,36,Mammals,General,False,"('Cats',)",All mammals,55,"(('Cats',), 'All mammals')",True,False,False
1019,407,37,Mammals,General,False,"('Llamas',)",All mammals,43,"(('Llamas',), 'All mammals')",True,False,False
1020,407,4,Mammals,General,False,"('Foxes', 'Donkeys')",All mammals,93,"(('Foxes', 'Donkeys'), 'All mammals')",False,False,False
1021,407,5,Mammals,General,False,"('Donkeys', 'Horses')",All mammals,21,"(('Donkeys', 'Horses'), 'All mammals')",False,False,False
1022,407,6,Mammals,General,False,"('Squirrels', 'Zebras')",All mammals,95,"(('Squirrels', 'Zebras'), 'All mammals')",False,False,False
1023,407,7,Mammals,General,False,"('Sheep', 'Beavers')",All mammals,91,"(('Sheep', 'Beavers'), 'All mammals')",False,False,False
1024,407,8,Mammals,General,False,"('All animals', 'All organisms')",All mammals,100,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
1025,407,9,Mammals,General,False,"('Dogs', 'Foxes')",All mammals,31,"(('Dogs', 'Foxes'), 'All mammals')",False,False,False
1026,436,0,Mammals,General,False,"('Wolves', 'Elephants')",All mammals,39,"(('Wolves', 'Elephants'), 'All mammals')",False,False,False
1027,436,1,Mammals,General,False,"('Dogs', 'Hamsters')",All mammals,0,"(('Dogs', 'Hamsters'), 'All mammals')",False,False,False
1028,436,10,Mammals,General,False,"('Llamas', 'Camels')",All mammals,69,"(('Llamas', 'Camels'), 'All mammals')",False,False,False
1029,436,11,Mammals,General,False,"('Hippos',)",All mammals,9,"(('Hippos',), 'All mammals')",True,False,False
1030,436,12,Mammals,General,False,"('Rhinos',)",All mammals,4,"(('Rhinos',), 'All mammals')",True,False,False
1031,436,13,Mammals,General,False,"('Foxes',)",All mammals,29,"(('Foxes',), 'All mammals')",True,False,False
1032,436,14,Mammals,General,False,"('Cats',)",All mammals,14,"(('Cats',), 'All mammals')",True,False,False
1033,436,15,Mammals,General,False,"('Rabbits',)",All mammals,8,"(('Rabbits',), 'All mammals')",True,False,False
1034,436,16,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
1035,436,17,Mammals,General,False,"('Llamas',)",All mammals,41,"(('Llamas',), 'All mammals')",True,False,False
1036,436,18,Mammals,General,False,"('Tigers',)",All mammals,29,"(('Tigers',), 'All mammals')",True,False,False
1037,436,19,Mammals,General,False,"('Lions',)",All mammals,41,"(('Lions',), 'All mammals')",True,False,False
1038,436,2,Mammals,General,False,"('Llamas', 'Squirrels')",All mammals,15,"(('Llamas', 'Squirrels'), 'All mammals')",False,False,False
1039,436,20,Mammals,General,False,"('Hedgehogs',)",All mammals,4,"(('Hedgehogs',), 'All mammals')",True,False,False
1040,436,21,Mammals,General,False,"('Wolves',)",All mammals,45,"(('Wolves',), 'All mammals')",True,False,False
1041,436,22,Mammals,General,False,"('Camels',)",All mammals,36,"(('Camels',), 'All mammals')",True,False,False
1042,436,23,Mammals,General,False,"('Cows',)",All mammals,5,"(('Cows',), 'All mammals')",True,False,False
1043,436,24,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
1044,436,25,Mammals,General,False,"('Donkeys',)",All mammals,13,"(('Donkeys',), 'All mammals')",True,False,False
1045,436,26,Mammals,General,False,"('Deer',)",All mammals,24,"(('Deer',), 'All mammals')",True,False,False
1046,436,27,Mammals,General,False,"('Hamsters',)",All mammals,7,"(('Hamsters',), 'All mammals')",True,False,False
1047,436,28,Mammals,General,False,"('Beavers',)",All mammals,10,"(('Beavers',), 'All mammals')",True,False,False
1048,436,29,Mammals,General,False,"('Elephants',)",All mammals,33,"(('Elephants',), 'All mammals')",True,False,False
1049,436,3,Mammals,General,False,"('Elephants', 'Giraffes')",All mammals,40,"(('Elephants', 'Giraffes'), 'All mammals')",False,False,False
1050,436,30,Mammals,General,False,"('Squirrels',)",All mammals,8,"(('Squirrels',), 'All mammals')",True,False,False
1051,436,31,Mammals,General,False,"('Dogs',)",All mammals,38,"(('Dogs',), 'All mammals')",True,False,False
1052,436,32,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
1053,436,33,Mammals,General,False,"('Mice',)",All mammals,3,"(('Mice',), 'All mammals')",True,False,False
1054,436,34,Mammals,General,False,"('Giraffes',)",All mammals,5,"(('Giraffes',), 'All mammals')",True,False,False
1055,436,35,Mammals,General,False,"('Sheep',)",All mammals,13,"(('Sheep',), 'All mammals')",True,False,False
1056,436,36,Mammals,General,False,"('Zebras',)",All mammals,7,"(('Zebras',), 'All mammals')",True,False,False
1057,436,37,Mammals,General,False,"('Horses',)",All mammals,40,"(('Horses',), 'All mammals')",True,False,False
1058,436,4,Mammals,General,False,"('Mice', 'Dogs')",All mammals,28,"(('Mice', 'Dogs'), 'All mammals')",False,False,False
1059,436,5,Mammals,General,False,"('Dogs', 'Horses')",All mammals,58,"(('Dogs', 'Horses'), 'All mammals')",False,False,False
1060,436,6,Mammals,General,False,"('Wolves', 'Zebras')",All mammals,5,"(('Wolves', 'Zebras'), 'All mammals')",False,False,False
1061,436,7,Mammals,General,False,"('Rhinos', 'Giraffes')",All mammals,62,"(('Rhinos', 'Giraffes'), 'All mammals')",False,False,False
1062,436,8,Mammals,General,False,"('All animals', 'All organisms')",All mammals,0,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
1063,436,9,Mammals,General,False,"('Squirrels', 'Beavers')",All mammals,42,"(('Squirrels', 'Beavers'), 'All mammals')",False,False,False
1064,44,0,Mammals,General,False,"('Cows',)",All mammals,78,"(('Cows',), 'All mammals')",True,False,False
1065,44,1,Mammals,General,False,"('Wolves',)",All mammals,83,"(('Wolves',), 'All mammals')",True,False,False
1066,44,10,Mammals,General,False,"('Giraffes',)",All mammals,89,"(('Giraffes',), 'All mammals')",True,False,False
1067,44,11,Mammals,General,False,"('Dogs',)",All mammals,89,"(('Dogs',), 'All mammals')",True,False,False
1068,44,12,Mammals,General,False,"('Elephants',)",All mammals,90,"(('Elephants',), 'All mammals')",True,False,False
1069,44,13,Mammals,General,False,"('Squirrels',)",All mammals,88,"(('Squirrels',), 'All mammals')",True,False,False
1070,44,14,Mammals,General,False,"('Hedgehogs',)",All mammals,85,"(('Hedgehogs',), 'All mammals')",True,False,False
1071,44,15,Mammals,General,False,"('Camels',)",All mammals,88,"(('Camels',), 'All mammals')",True,False,False
1072,44,16,Mammals,General,False,"('All living things',)",All mammals,50,"(('All living things',), 'All mammals')",True,True,False
1073,44,17,Mammals,General,False,"('Llamas',)",All mammals,89,"(('Llamas',), 'All mammals')",True,False,False
1074,44,18,Mammals,General,False,"('Cats',)",All mammals,92,"(('Cats',), 'All mammals')",True,False,False
1075,44,19,Mammals,General,False,"('Foxes',)",All mammals,94,"(('Foxes',), 'All mammals')",True,False,False
1076,44,2,Mammals,General,False,"('Sheep',)",All mammals,89,"(('Sheep',), 'All mammals')",True,False,False
1077,44,20,Mammals,General,False,"('Hippos',)",All mammals,92,"(('Hippos',), 'All mammals')",True,False,False
1078,44,21,Mammals,General,False,"('Mice',)",All mammals,87,"(('Mice',), 'All mammals')",True,False,False
1079,44,22,Mammals,General,False,"('Deer',)",All mammals,90,"(('Deer',), 'All mammals')",True,False,False
1080,44,23,Mammals,General,False,"('Zebras',)",All mammals,90,"(('Zebras',), 'All mammals')",True,False,False
1081,44,24,Mammals,General,False,"('All plants and animals',)",All mammals,34,"(('All plants and animals',), 'All mammals')",True,True,False
1082,44,25,Mammals,General,False,"('Horses',)",All mammals,91,"(('Horses',), 'All mammals')",True,False,False
1083,44,26,Mammals,General,False,"('Rhinos',)",All mammals,90,"(('Rhinos',), 'All mammals')",True,False,False
