,uid,tid,trialId,premises0,conclusion0,premises1,conclusion1,rating
4612,23,tid_experiment1_9,tc66,Hamsters:Rabbits,Kangaroos,Hamsters:Rabbits:Squirrels,Kangaroos,4
4613,23,tid_experiment1_9,tc67,Bats,All mammals,Dogs,All mammals,5
4614,23,tid_experiment1_9,tc68,Beavers:Hamsters,Donkeys,Beavers:Bats,Donkeys,3
4615,23,tid_experiment1_9,tc69,Horses,All mammals,Camels,All mammals,0
4616,23,tid_experiment1_9,tc6,Submarines:Airplanes:Saws,All vehicles,Submarines:Airplanes,All vehicles,4
4617,23,tid_experiment1_9,tc7,Chickens,Sparrows,Sparrows,Chickens,1
4618,23,tid_experiment1_9,tc8,Deer:Tigers:Kangaroos,Pigs,Deer:Tigers,Pigs,4
4619,23,tid_experiment1_9,tc9,Peacocks,Vultures,Peacocks:Ants,Vultures,3
4620,88,tid_experiment1_12,tc0,Sleds:Skateboards,Caravans,Sleds:Submarines,Caravans,1
4621,88,tid_experiment1_12,tc10,Carts:Sleds:Wheelbarrows,All vehicles,Carts:Sleds,All vehicles,1
4622,88,tid_experiment1_12,tc11,Blackbirds:Eagles,All birds,Blackbirds:Swallows,All birds,4
4623,88,tid_experiment1_12,tc12,Cows:Donkeys:Snakes,All mammals,Cows:Donkeys,All mammals,5
4624,88,tid_experiment1_12,tc13,Kangaroos:Cows,All mammals,Kangaroos:Cows,All animals,2
4625,88,tid_experiment1_12,tc14,Mopeds:Boats,All vehicles,Mopeds:Boats:Tractors,All vehicles,3
4626,88,tid_experiment1_12,tc15,Elephants:Hedgehogs,Sheep,Elephants:Giraffes,Sheep,4
4627,88,tid_experiment1_12,tc16,Hippos,Rhinos,Hippos,Chickens,0
4628,88,tid_experiment1_12,tc17,Eagles:Parrots,All birds,Eagles:Parrots:Ostriches,All birds,4
4629,88,tid_experiment1_12,tc18,Kangaroos,Sheep,Sheep,Kangaroos,3
4630,88,tid_experiment1_12,tc19,Ostriches,All birds,Sparrows,All birds,4
4631,88,tid_experiment1_12,tc1,Carts:Motorbikes,Submarines,Carts:Motorbikes:Skateboards,Submarines,4
4632,88,tid_experiment1_12,tc20,Horses:Bats,Cats,Horses:Llamas,Cats,4
4633,88,tid_experiment1_12,tc21,Sparrows:Ducks:Leeches,All birds,Sparrows:Ducks,All birds,5
4634,88,tid_experiment1_12,tc22,Crows:Herons,Blackbirds,Crows:Swans,Blackbirds,2
4635,88,tid_experiment1_12,tc23,Robins,Turkeys,Robins,All birds,0
4636,88,tid_experiment1_12,tc24,Buses,All vehicles,Submarines,All vehicles,1
4637,88,tid_experiment1_12,tc25,Cows,Dogs,Cats,Dogs,4
4638,88,tid_experiment1_12,tc26,Trains,All vehicles,Trains,Carts,4
4639,88,tid_experiment1_12,tc27,Rockets,Trucks,Tractors,Trucks,5
4640,88,tid_experiment1_12,tc28,Taxis,Hovercraft,Hovercraft,Taxis,2
4641,88,tid_experiment1_12,tc29,Taxis,Zeppelins,Zeppelins,Taxis,3
4642,88,tid_experiment1_12,tc2,Caravans:Tractors:Carts,All vehicles,Caravans:Tractors,All vehicles,0
4643,88,tid_experiment1_12,tc30,Donkeys,All mammals,Donkeys,Hamsters,3
4644,88,tid_experiment1_12,tc31,Owls:Bees,Canaries,Owls,Canaries,4
4645,88,tid_experiment1_12,tc32,Lions,Tigers,Lions,Penguins,0
4646,88,tid_experiment1_12,tc33,Trams,Cars,Trams:Crowbars,Cars,1
4647,88,tid_experiment1_12,tc34,Swans,Herons,Penguins,Herons,0
4648,88,tid_experiment1_12,tc35,Cows:Dogs,Llamas,Cows:Dogs:Bats,Llamas,1
4649,88,tid_experiment1_12,tc36,Cars,All vehicles,Cars,Carriages,4
4650,88,tid_experiment1_12,tc37,Skateboards:Sleds,All vehicles,Skateboards:Rockets,All vehicles,1
4651,88,tid_experiment1_12,tc38,Lions:Giraffes,Elephants,Lions:Giraffes:Llamas,Elephants,4
4652,88,tid_experiment1_12,tc39,Mopeds:Bicycles,Vans,Mopeds:Airplanes,Vans,1
4653,88,tid_experiment1_12,tc3,Giraffes:Elephants:Hedgehogs,All mammals,Giraffes:Elephants,All mammals,0
4654,88,tid_experiment1_12,tc40,Rhinos,Rabbits,Rabbits,Rhinos,1
4655,88,tid_experiment1_12,tc41,Horses,All mammals,Beavers,All mammals,1
4656,88,tid_experiment1_12,tc42,Ducks,Magpies,Magpies,Ducks,2
4657,88,tid_experiment1_12,tc43,Skateboards:Sleds,All vehicles,Skateboards:Zeppelins,All vehicles,1
4658,88,tid_experiment1_12,tc44,Peacocks:Turkeys,All birds,Peacocks:Turkeys,All animals,0
4659,88,tid_experiment1_12,tc45,Herons:Sparrows,All animals,Herons:Sparrows,All birds,4
4660,88,tid_experiment1_12,tc46,Sparrows:Robins,All birds,Sparrows:Parrots,All birds,2
4661,88,tid_experiment1_12,tc47,Sparrows:Seagulls:Falcons,Blackbirds,Sparrows:Seagulls,Blackbirds,0
4662,88,tid_experiment1_12,tc48,Mopeds,Motorbikes,Mopeds,Screwdrivers,1
4663,88,tid_experiment1_12,tc49,Robins,Turkeys,Turkeys,Robins,0
4664,88,tid_experiment1_12,tc4,Rockets,Cars,Caravans,Cars,3
4665,88,tid_experiment1_12,tc50,Ducks,Vultures,Ducks:Ants,Vultures,1
4666,88,tid_experiment1_12,tc51,Hamsters:Squirrels,All mammals,Hamsters:Camels,All mammals,1
4667,88,tid_experiment1_12,tc52,Tigers:Crocodiles,Cats,Tigers,Cats,4
4668,88,tid_experiment1_12,tc53,Cats:Hedgehogs:Pythons,All mammals,Cats:Hedgehogs,All mammals,5
4669,88,tid_experiment1_12,tc54,Elephants:Beavers,All animals,Elephants:Beavers,All mammals,5
4670,88,tid_experiment1_12,tc55,Buses,All vehicles,Zeppelins,All vehicles,1
4671,88,tid_experiment1_12,tc56,Storks:Doves,Eagles,Storks:Doves:Ducks,Eagles,4
4672,88,tid_experiment1_12,tc57,Vultures:Ostriches,Seagulls,Vultures:Chickens,Seagulls,3
4673,88,tid_experiment1_12,tc58,Trucks:Skateboards,All things,Trucks:Skateboards,All vehicles,5
4674,88,tid_experiment1_12,tc59,Ostriches,Seagulls,Swallows,Seagulls,4
4675,88,tid_experiment1_12,tc5,Squirrels,Zebras,Llamas,Zebras,3
4676,88,tid_experiment1_12,tc60,Vultures:Robins:Swans,All birds,Vultures:Robins,All birds,0
4677,88,tid_experiment1_12,tc61,Pigs,All mammals,Pigs,Hedgehogs,3
4678,88,tid_experiment1_12,tc62,Giraffes:Camels,All mammals,Giraffes:Bats,All mammals,1
4679,88,tid_experiment1_12,tc63,Ostriches,All birds,Doves,All birds,5
4680,88,tid_experiment1_12,tc64,Robins,Sparrows,Robins,Gorillas,1
4681,88,tid_experiment1_12,tc65,Submarines:Ropes,Sleds,Submarines,Sleds,4
4682,88,tid_experiment1_12,tc66,Lions,All mammals,Bats,All mammals,1
4683,88,tid_experiment1_12,tc67,Blackbirds,All birds,Blackbirds,Swans,4
4684,88,tid_experiment1_12,tc68,Carriages:Trams,Carts,Carriages:Trams:Rockets,Carts,1
4685,88,tid_experiment1_12,tc69,Vans:Zeppelins,All things,Vans:Zeppelins,All vehicles,4
4686,88,tid_experiment1_12,tc6,Beavers:Iguanas,Zebras,Beavers,Zebras,1
4687,88,tid_experiment1_12,tc7,Dogs:Rhinos,All mammals,Dogs:Rhinos:Beavers,All mammals,4
4688,88,tid_experiment1_12,tc8,Penguins:Parrots:Moths,All birds,Penguins:Parrots,All birds,5
4689,88,tid_experiment1_12,tc9,Hovercraft:Submarines:Crowbars,All vehicles,Hovercraft:Submarines,All vehicles,4
4690,30,tid_experiment1_71,tc0,Elephants:Rabbits:Cobras,All mammals,Elephants:Rabbits,All mammals,4
4691,30,tid_experiment1_71,tc10,Taxis:Skateboards,All vehicles,Taxis:Skateboards:Rockets,All vehicles,2
4692,30,tid_experiment1_71,tc11,Sleds,Carriages,Submarines,Carriages,0
4693,30,tid_experiment1_71,tc12,Trams:Hovercraft,All vehicles,Trams:Hovercraft:Screwdrivers,All vehicles,1
4694,30,tid_experiment1_71,tc13,Tigers,All mammals,Tigers,Kangaroos,3
4695,30,tid_experiment1_71,tc14,Vultures:Eagles:Centipedes,All birds,Vultures:Eagles,All birds,4
4696,30,tid_experiment1_71,tc15,Peacocks:Ducks,All birds,Peacocks:Ducks:Penguins,All birds,4
4697,30,tid_experiment1_71,tc16,Hippos,Rhinos,Hippos,Chickens,1
4698,30,tid_experiment1_71,tc17,Dogs,All mammals,Camels,All mammals,2
4699,30,tid_experiment1_71,tc18,Boats:Helicopters,Motorbikes,Boats:Submarines,Motorbikes,2
4700,30,tid_experiment1_71,tc19,Robins,All birds,Roosters,All birds,2
4701,30,tid_experiment1_71,tc1,Canaries,Blackbirds,Herons,Blackbirds,2
4702,30,tid_experiment1_71,tc20,Donkeys,Llamas,Donkeys,All mammals,1
4703,30,tid_experiment1_71,tc21,Swans,Eagles,Swans:Spiders,Eagles,1
4704,30,tid_experiment1_71,tc22,Trucks,Rockets,Trucks,All vehicles,2
4705,30,tid_experiment1_71,tc23,Vultures:Flees,Storks,Vultures,Storks,4
4706,30,tid_experiment1_71,tc24,Sparrows,All birds,Sparrows,Swans,3
4707,30,tid_experiment1_71,tc25,Jeeps:Bicycles:Carriages,All vehicles,Jeeps:Bicycles,All vehicles,2
4708,30,tid_experiment1_71,tc26,Rockets:Zeppelins,All vehicles,Rockets:Zeppelins,All things,0
4709,30,tid_experiment1_71,tc27,Chickens:Penguins:Leeches,All birds,Chickens:Penguins,All birds,4
4710,30,tid_experiment1_71,tc28,Hedgehogs:Tigers,All animals,Hedgehogs:Tigers,All mammals,5
4711,30,tid_experiment1_71,tc29,Pigs:Rhinos,Deer,Pigs:Rhinos:Bats,Deer,2
4712,30,tid_experiment1_71,tc2,Trains,All vehicles,Sleds,All vehicles,1
4713,30,tid_experiment1_71,tc30,Rabbits,Lions,Tigers,Lions,5
4714,30,tid_experiment1_71,tc31,Crows,All birds,Chickens,All birds,2
4715,30,tid_experiment1_71,tc32,Lions,Tigers,Lions,Penguins,0
4716,30,tid_experiment1_71,tc33,Carts,Helicopters,Carts:Ploughs,Helicopters,3
4717,30,tid_experiment1_71,tc34,Helicopters:Boats,Trams,Helicopters:Zeppelins,Trams,1
4718,30,tid_experiment1_71,tc35,Elephants:Kangaroos,All mammals,Elephants:Kangaroos,All animals,0
4719,30,tid_experiment1_71,tc36,Bicycles,Caravans,Caravans,Bicycles,2
4720,30,tid_experiment1_71,tc37,Mice,Cows,Cows,Mice,2
4721,30,tid_experiment1_71,tc38,Penguins,Swallows,Falcons,Swallows,3
4722,30,tid_experiment1_71,tc39,Rockets,All vehicles,Cars,All vehicles,4
4723,30,tid_experiment1_71,tc3,Deer:Llamas,All mammals,Deer:Llamas:Hamsters,All mammals,4
4724,30,tid_experiment1_71,tc40,Buses:Skateboards,All vehicles,Buses:Trams,All vehicles,4
4725,30,tid_experiment1_71,tc41,Penguins,Crows,Crows,Penguins,3
4726,30,tid_experiment1_71,tc42,Hedgehogs,Mice,Llamas,Mice,1
4727,30,tid_experiment1_71,tc43,Sheep:Rhinos,Kangaroos,Sheep:Rhinos:Squirrels,Kangaroos,4
4728,30,tid_experiment1_71,tc44,Magpies:Blackbirds,All animals,Magpies:Blackbirds,All birds,5
4729,30,tid_experiment1_71,tc45,Canaries:Storks,All birds,Canaries:Storks:Peacocks,All birds,4
4730,30,tid_experiment1_71,tc46,Vultures:Ducks,All birds,Vultures:Ostriches,All birds,2
4731,30,tid_experiment1_71,tc47,Tractors,Trucks,Skateboards,Trucks,1
4732,30,tid_experiment1_71,tc48,Mopeds,Motorbikes,Mopeds,Screwdrivers,1
4733,30,tid_experiment1_71,tc49,Peacocks:Canaries,All birds,Peacocks:Canaries,All animals,0
4734,30,tid_experiment1_71,tc4,Hedgehogs,Cats,Hedgehogs:Crocodiles,Cats,1
4735,30,tid_experiment1_71,tc50,Eagles:Ducks,Seagulls,Eagles:Owls,Seagulls,1
4736,30,tid_experiment1_71,tc51,Cats:Camels:Bats,All mammals,Cats:Camels,All mammals,1
4737,30,tid_experiment1_71,tc52,Airplanes:Ropes,Trucks,Airplanes,Trucks,4
4738,30,tid_experiment1_71,tc53,Crows:Swans,Robins,Crows:Vultures,Robins,3
4739,30,tid_experiment1_71,tc54,Trains:Mopeds:Hovercraft,Motorbikes,Trains:Mopeds,Motorbikes,3
4740,30,tid_experiment1_71,tc55,Jeeps:Skateboards,All things,Jeeps:Skateboards,All vehicles,5
4741,30,tid_experiment1_71,tc56,Horses:Hedgehogs,All mammals,Horses:Giraffes,All mammals,3
4742,30,tid_experiment1_71,tc57,Sleds:Cars,All vehicles,Sleds:Cars:Wrenches,All vehicles,2
4743,30,tid_experiment1_71,tc58,Eagles:Storks:Ducks,Parrots,Eagles:Storks,Parrots,1
4744,30,tid_experiment1_71,tc59,Chickens:Vultures,Owls,Chickens:Vultures:Penguins,Owls,4
4745,30,tid_experiment1_71,tc5,Elephants:Deer:Cobras,All mammals,Elephants:Deer,All mammals,4
4746,30,tid_experiment1_71,tc60,Boats:Cars:Sleds,Vans,Boats:Cars,Vans,3
4747,30,tid_experiment1_71,tc61,Canaries,Ducks,Canaries,All birds,1
4748,30,tid_experiment1_71,tc62,Lions,Hamsters,Hamsters,Lions,2
4749,30,tid_experiment1_71,tc63,Rabbits:Hamsters,Pigs,Rabbits:Elephants,Pigs,1
4750,30,tid_experiment1_71,tc64,Robins,Sparrows,Robins,Gorillas,0
4751,30,tid_experiment1_71,tc65,Jeeps:Taxis,All vehicles,Jeeps:Rockets,All vehicles,1
4752,30,tid_experiment1_71,tc66,Llamas:Bats,Rabbits,Llamas:Camels,Rabbits,3
4753,30,tid_experiment1_71,tc67,Hedgehogs,All mammals,Horses,All mammals,2
4754,30,tid_experiment1_71,tc68,Trucks,Skateboards,Skateboards,Trucks,2
4755,30,tid_experiment1_71,tc69,Motorbikes,All vehicles,Motorbikes,Skateboards,4
4756,30,tid_experiment1_71,tc6,Tigers:Dinosaurs,Lions,Tigers,Lions,5
4757,30,tid_experiment1_71,tc7,Storks,Swallows,Swallows,Storks,2
4758,30,tid_experiment1_71,tc8,Llamas:Camels,All mammals,Llamas:Hedgehogs,All mammals,2
4759,30,tid_experiment1_71,tc9,Eagles:Owls,All birds,Eagles:Chickens,All birds,2
4760,37,tid_experiment1_87,tc0,Horses:Cows,Dogs,Horses:Hedgehogs,Dogs,3
4761,37,tid_experiment1_87,tc10,Trains:Mopeds,All vehicles,Trains:Mopeds,All things,4
4762,37,tid_experiment1_87,tc11,Rabbits,Mice,Rabbits,All mammals,3
4763,37,tid_experiment1_87,tc12,Submarines,Tractors,Submarines:Levels,Tractors,1
4764,37,tid_experiment1_87,tc13,Buses:Boats:Levels,All vehicles,Buses:Boats,All vehicles,4
4765,37,tid_experiment1_87,tc14,Falcons,Owls,Swans,Owls,3
4766,37,tid_experiment1_87,tc15,Seagulls,All birds,Seagulls,Penguins,2
4767,37,tid_experiment1_87,tc16,Hippos,Rhinos,Hippos,Chickens,4
4768,37,tid_experiment1_87,tc17,Sleds,All vehicles,Cars,All vehicles,1
4769,37,tid_experiment1_87,tc18,Squirrels,All mammals,Dogs,All mammals,5
4770,37,tid_experiment1_87,tc19,Tractors:Taxis:Spanners,All vehicles,Tractors:Taxis,All vehicles,4
4771,37,tid_experiment1_87,tc1,Hedgehogs,Hamsters,Camels,Hamsters,1
4772,37,tid_experiment1_87,tc20,Roosters:Swans:Mosquitoes,All birds,Roosters:Swans,All birds,1
4773,37,tid_experiment1_87,tc21,Trucks,Carriages,Trucks,All vehicles,4
4774,37,tid_experiment1_87,tc22,Storks:Doves,All birds,Storks:Doves:Ostriches,All birds,3
4775,37,tid_experiment1_87,tc23,Caravans:Bicycles:Rockets,All vehicles,Caravans:Bicycles,All vehicles,1
4776,37,tid_experiment1_87,tc24,Penguins,All birds,Crows,All birds,4
4777,37,tid_experiment1_87,tc25,Bats:Toads,Mice,Bats,Mice,4
4778,37,tid_experiment1_87,tc26,Deer:Squirrels:Hedgehogs,All mammals,Deer:Squirrels,All mammals,3
4779,37,tid_experiment1_87,tc27,Cars:Mopeds,Zeppelins,Cars:Mopeds:Sleds,Zeppelins,1
4780,37,tid_experiment1_87,tc28,Crows:Swallows:Ostriches,All birds,Crows:Swallows,All birds,1
4781,37,tid_experiment1_87,tc29,Turkeys:Parrots,Eagles,Turkeys:Parrots:Roosters,Eagles,3
4782,37,tid_experiment1_87,tc2,Donkeys:Cats,Lions,Donkeys:Cats:Hamsters,Lions,4
4783,37,tid_experiment1_87,tc30,Trams:Zeppelins,All vehicles,Trams:Zeppelins,All things,4
4784,37,tid_experiment1_87,tc31,Eagles:Crows:Penguins,Storks,Eagles:Crows,Storks,3
4785,37,tid_experiment1_87,tc32,Lions,Tigers,Lions,Penguins,2
4786,37,tid_experiment1_87,tc33,Doves,All birds,Penguins,All birds,4
4787,37,tid_experiment1_87,tc34,Cows,Dogs,Tigers,Dogs,4
4788,37,tid_experiment1_87,tc35,Skateboards:Submarines,All vehicles,Skateboards:Sleds,All vehicles,1
4789,37,tid_experiment1_87,tc36,Storks:Swans,Eagles,Storks:Roosters,Eagles,4
4790,37,tid_experiment1_87,tc37,Canaries,Swans,Canaries,All birds,4
4791,37,tid_experiment1_87,tc38,Swallows:Falcons,All birds,Swallows:Penguins,All birds,1
4792,37,tid_experiment1_87,tc39,Cows,Rhinos,Rhinos,Cows,4
4793,37,tid_experiment1_87,tc3,Hovercraft:Ropes,Mopeds,Hovercraft,Mopeds,1
4794,37,tid_experiment1_87,tc40,Tractors,Jeeps,Rockets,Jeeps,3
4795,37,tid_experiment1_87,tc41,Submarines,All vehicles,Trains,All vehicles,1
4796,37,tid_experiment1_87,tc42,Carriages:Carts,All vehicles,Carriages:Rockets,All vehicles,4
4797,37,tid_experiment1_87,tc43,Vultures:Robins,All birds,Vultures:Robins,All animals,4
4798,37,tid_experiment1_87,tc44,Swans,Blackbirds,Blackbirds,Swans,1
4799,37,tid_experiment1_87,tc45,Trains,Sleds,Sleds,Trains,2
4800,37,tid_experiment1_87,tc46,Turkeys:Chickens,All birds,Turkeys:Penguins,All birds,4
4801,37,tid_experiment1_87,tc47,Mice:Dinosaurs,Giraffes,Mice,Giraffes,1
4802,37,tid_experiment1_87,tc48,Mopeds,Motorbikes,Mopeds,Screwdrivers,3
4803,37,tid_experiment1_87,tc49,Trucks:Zeppelins:Submarines,All vehicles,Trucks:Zeppelins,All vehicles,4
4804,37,tid_experiment1_87,tc4,Vultures:Chickens,Falcons,Vultures:Ostriches,Falcons,1
4805,37,tid_experiment1_87,tc50,Horses:Rhinos,Dogs,Horses:Hedgehogs,Dogs,3
4806,37,tid_experiment1_87,tc51,Rabbits:Lions,All animals,Rabbits:Lions,All mammals,1
4807,37,tid_experiment1_87,tc52,Swallows,Turkeys,Turkeys,Swallows,4
4808,37,tid_experiment1_87,tc53,Donkeys,All mammals,Donkeys,Beavers,3
4809,37,tid_experiment1_87,tc54,Cats:Giraffes,All mammals,Cats:Lions,All mammals,4
4810,37,tid_experiment1_87,tc55,Hedgehogs,All mammals,Dogs,All mammals,3
4811,37,tid_experiment1_87,tc56,Roosters:Centipedes,Storks,Roosters,Storks,2
4812,37,tid_experiment1_87,tc57,Tractors,Trucks,Trucks,Tractors,1
4813,37,tid_experiment1_87,tc58,Rabbits:Rhinos,Donkeys,Rabbits:Rhinos:Bats,Donkeys,4
4814,37,tid_experiment1_87,tc59,Canaries:Magpies:Ladybugs,All birds,Canaries:Magpies,All birds,3
4815,37,tid_experiment1_87,tc5,Motorbikes,Caravans,Motorbikes,All vehicles,3
4816,37,tid_experiment1_87,tc60,Cats:Pigs,All mammals,Cats:Pigs:Donkeys,All mammals,4
4817,37,tid_experiment1_87,tc61,Caravans:Skateboards,Airplanes,Caravans:Carts,Airplanes,1
4818,37,tid_experiment1_87,tc62,Submarines,Hovercraft,Skateboards,Hovercraft,2
4819,37,tid_experiment1_87,tc63,Cows:Hedgehogs,All mammals,Cows:Deer,All mammals,1
4820,37,tid_experiment1_87,tc64,Robins,Sparrows,Robins,Gorillas,2
4821,37,tid_experiment1_87,tc65,Camels:Rhinos,All mammals,Camels:Rhinos:Frogs,All mammals,1
4822,37,tid_experiment1_87,tc66,Hamsters:Dogs,All animals,Hamsters:Dogs,All mammals,2
4823,37,tid_experiment1_87,tc67,Hamsters:Giraffes:Turtles,All mammals,Hamsters:Giraffes,All mammals,1
4824,37,tid_experiment1_87,tc68,Storks:Doves,All birds,Storks:Doves,All animals,4
4825,37,tid_experiment1_87,tc69,Penguins:Moths,Ostriches,Penguins,Ostriches,1
4826,37,tid_experiment1_87,tc6,Llamas,Sheep,Sheep,Llamas,1
4827,37,tid_experiment1_87,tc7,Ducks,Eagles,Falcons,Eagles,4
4828,37,tid_experiment1_87,tc8,Airplanes:Vans,Helicopters,Airplanes:Vans:Carriages,Helicopters,3
4829,37,tid_experiment1_87,tc9,Motorbikes:Mopeds,Trains,Motorbikes:Submarines,Trains,1
4830,101,tid_experiment1_3,tc0,Camels:Rhinos,All mammals,Camels:Rhinos:Frogs,All mammals,0
4831,101,tid_experiment1_3,tc10,Submarines,Tractors,Submarines:Levels,Tractors,1
4832,101,tid_experiment1_3,tc11,Hovercraft:Ropes,Mopeds,Hovercraft,Mopeds,5
4833,101,tid_experiment1_3,tc12,Donkeys,All mammals,Donkeys,Beavers,0
4834,101,tid_experiment1_3,tc13,Cats:Giraffes,All mammals,Cats:Lions,All mammals,1
4835,101,tid_experiment1_3,tc14,Horses:Cows,Dogs,Horses:Hedgehogs,Dogs,1
4836,101,tid_experiment1_3,tc15,Penguins,All birds,Crows,All birds,2
4837,101,tid_experiment1_3,tc16,Hippos,Rhinos,Hippos,Chickens,0
4838,101,tid_experiment1_3,tc17,Penguins:Moths,Ostriches,Penguins,Ostriches,5
4839,101,tid_experiment1_3,tc18,Rabbits,Mice,Rabbits,All mammals,5
4840,101,tid_experiment1_3,tc19,Trucks:Zeppelins:Submarines,All vehicles,Trucks:Zeppelins,All vehicles,0
4841,101,tid_experiment1_3,tc1,Mice:Dinosaurs,Giraffes,Mice,Giraffes,4
4842,101,tid_experiment1_3,tc20,Storks:Doves,All birds,Storks:Doves:Ostriches,All birds,5
4843,101,tid_experiment1_3,tc21,Caravans:Skateboards,Airplanes,Caravans:Carts,Airplanes,3
4844,101,tid_experiment1_3,tc22,Hedgehogs,All mammals,Dogs,All mammals,5
4845,101,tid_experiment1_3,tc23,Roosters:Swans:Mosquitoes,All birds,Roosters:Swans,All birds,5
4846,101,tid_experiment1_3,tc24,Bats:Toads,Mice,Bats,Mice,5
4847,101,tid_experiment1_3,tc25,Rabbits:Lions,All animals,Rabbits:Lions,All mammals,5
4848,101,tid_experiment1_3,tc26,Cows,Rhinos,Rhinos,Cows,2
4849,101,tid_experiment1_3,tc27,Cars:Mopeds,Zeppelins,Cars:Mopeds:Sleds,Zeppelins,3
4850,101,tid_experiment1_3,tc28,Swallows,Turkeys,Turkeys,Swallows,2
4851,101,tid_experiment1_3,tc29,Submarines,All vehicles,Trains,All vehicles,4
4852,101,tid_experiment1_3,tc2,Squirrels,All mammals,Dogs,All mammals,4
4853,101,tid_experiment1_3,tc30,Cows:Hedgehogs,All mammals,Cows:Deer,All mammals,5
4854,101,tid_experiment1_3,tc31,Swans,Blackbirds,Blackbirds,Swans,4
4855,101,tid_experiment1_3,tc32,Lions,Tigers,Lions,Penguins,0
4856,101,tid_experiment1_3,tc33,Deer:Squirrels:Hedgehogs,All mammals,Deer:Squirrels,All mammals,5
4857,101,tid_experiment1_3,tc34,Storks:Doves,All birds,Storks:Doves,All animals,0
4858,101,tid_experiment1_3,tc35,Eagles:Crows:Penguins,Storks,Eagles:Crows,Storks,4
4859,101,tid_experiment1_3,tc36,Motorbikes:Mopeds,Trains,Motorbikes:Submarines,Trains,2
4860,101,tid_experiment1_3,tc37,Hamsters:Giraffes:Turtles,All mammals,Hamsters:Giraffes,All mammals,5
4861,101,tid_experiment1_3,tc38,Doves,All birds,Penguins,All birds,4
4862,101,tid_experiment1_3,tc39,Airplanes:Vans,Helicopters,Airplanes:Vans:Carriages,Helicopters,2
4863,101,tid_experiment1_3,tc3,Hamsters:Dogs,All animals,Hamsters:Dogs,All mammals,3
4864,101,tid_experiment1_3,tc40,Motorbikes,Caravans,Motorbikes,All vehicles,5
4865,101,tid_experiment1_3,tc41,Trams:Zeppelins,All vehicles,Trams:Zeppelins,All things,3
4866,101,tid_experiment1_3,tc42,Hedgehogs,Hamsters,Camels,Hamsters,2
4867,101,tid_experiment1_3,tc43,Rabbits:Rhinos,Donkeys,Rabbits:Rhinos:Bats,Donkeys,1
4868,101,tid_experiment1_3,tc44,Buses:Boats:Levels,All vehicles,Buses:Boats,All vehicles,5
4869,101,tid_experiment1_3,tc45,Trucks,Carriages,Trucks,All vehicles,5
4870,101,tid_experiment1_3,tc46,Canaries:Magpies:Ladybugs,All birds,Canaries:Magpies,All birds,5
4871,101,tid_experiment1_3,tc47,Tractors:Taxis:Spanners,All vehicles,Tractors:Taxis,All vehicles,5
4872,101,tid_experiment1_3,tc48,Mopeds,Motorbikes,Mopeds,Screwdrivers,0
4873,101,tid_experiment1_3,tc49,Tractors,Jeeps,Rockets,Jeeps,1
4874,101,tid_experiment1_3,tc4,Trains,Sleds,Sleds,Trains,1
4875,101,tid_experiment1_3,tc50,Swallows:Falcons,All birds,Swallows:Penguins,All birds,3
4876,101,tid_experiment1_3,tc51,Crows:Swallows:Ostriches,All birds,Crows:Swallows,All birds,0
4877,101,tid_experiment1_3,tc52,Ducks,Eagles,Falcons,Eagles,5
4878,101,tid_experiment1_3,tc53,Falcons,Owls,Swans,Owls,0
4879,101,tid_experiment1_3,tc54,Carriages:Carts,All vehicles,Carriages:Rockets,All vehicles,0
4880,101,tid_experiment1_3,tc55,Submarines,Hovercraft,Skateboards,Hovercraft,5
4881,101,tid_experiment1_3,tc56,Caravans:Bicycles:Rockets,All vehicles,Caravans:Bicycles,All vehicles,4
4882,101,tid_experiment1_3,tc57,Vultures:Robins,All birds,Vultures:Robins,All animals,0
4883,101,tid_experiment1_3,tc58,Cows,Dogs,Tigers,Dogs,3
4884,101,tid_experiment1_3,tc59,Storks:Swans,Eagles,Storks:Roosters,Eagles,4
4885,101,tid_experiment1_3,tc5,Turkeys:Parrots,Eagles,Turkeys:Parrots:Roosters,Eagles,5
4886,101,tid_experiment1_3,tc60,Turkeys:Chickens,All birds,Turkeys:Penguins,All birds,3
4887,101,tid_experiment1_3,tc61,Skateboards:Submarines,All vehicles,Skateboards:Sleds,All vehicles,2
4888,101,tid_experiment1_3,tc62,Roosters:Centipedes,Storks,Roosters,Storks,5
4889,101,tid_experiment1_3,tc63,Horses:Rhinos,Dogs,Horses:Hedgehogs,Dogs,1
4890,101,tid_experiment1_3,tc64,Robins,Sparrows,Robins,Gorillas,0
4891,101,tid_experiment1_3,tc65,Llamas,Sheep,Sheep,Llamas,4
4892,101,tid_experiment1_3,tc66,Tractors,Trucks,Trucks,Tractors,3
4893,101,tid_experiment1_3,tc67,Seagulls,All birds,Seagulls,Penguins,1
4894,101,tid_experiment1_3,tc68,Donkeys:Cats,Lions,Donkeys:Cats:Hamsters,Lions,1
4895,101,tid_experiment1_3,tc69,Vultures:Chickens,Falcons,Vultures:Ostriches,Falcons,3
4896,101,tid_experiment1_3,tc6,Canaries,Swans,Canaries,All birds,5
4897,101,tid_experiment1_3,tc7,Cats:Pigs,All mammals,Cats:Pigs:Donkeys,All mammals,5
4898,101,tid_experiment1_3,tc8,Trains:Mopeds,All vehicles,Trains:Mopeds,All things,0
