,argument,domain,conclusion_type,is_single_premise,is_control,premises,conclusion,average_rating,average_ranking,num_ratings
405,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,38.43103448275862,0.31353767560664114,58
406,"(('Hedgehogs',), 'Donkeys')",Mammals,Specific,True,False,"('Hedgehogs',)",Donkeys,42.0,0.2759259259259259,10
407,"(('Hedgehogs',), 'Elephants')",Mammals,Specific,True,False,"('Hedgehogs',)",Elephants,35.0,0.2839506172839506,36
408,"(('Hedgehogs',), 'Rhinos')",Mammals,Specific,True,False,"('Hedgehogs',)",Rhinos,35.0,0.3425925925925926,8
409,"(('Hedgehogs',), 'Wolves')",Mammals,Specific,True,False,"('Hedgehogs',)",Wolves,38.55555555555556,0.3436213991769547,9
410,"(('Hedgehogs',), 'Zebras')",Mammals,Specific,True,False,"('Hedgehogs',)",Zebras,31.125,0.3287037037037037,8
411,"(('Hedgehogs', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Hedgehogs', 'Beavers')",All mammals,58.0,0.35064935064935066,7
412,"(('Hedgehogs', 'Cats'), 'All mammals')",Mammals,General,False,False,"('Hedgehogs', 'Cats')",All mammals,46.5,0.5,4
413,"(('Hedgehogs', 'Hamsters'), 'Donkeys')",Mammals,Specific,False,False,"('Hedgehogs', 'Hamsters')",Donkeys,40.8,0.21818181818181817,10
414,"(('Hedgehogs', 'Mice'), 'Elephants')",Mammals,Specific,False,False,"('Hedgehogs', 'Mice')",Elephants,41.8,0.2863636363636363,10
415,"(('Hedgehogs', 'Sheep'), 'All mammals')",Mammals,General,False,False,"('Hedgehogs', 'Sheep')",All mammals,67.0,0.5454545454545454,6
416,"(('Hedgehogs', 'Sheep'), 'Elephants')",Mammals,Specific,False,False,"('Hedgehogs', 'Sheep')",Elephants,41.55555555555556,0.24747474747474751,9
417,"(('Hedgehogs', 'Wolves'), 'Elephants')",Mammals,Specific,False,False,"('Hedgehogs', 'Wolves')",Elephants,38.666666666666664,0.34848484848484845,9
418,"(('Helicopters',), 'Airplanes')",Vehicles,Specific,True,False,"('Helicopters',)",Airplanes,71.3,0.7055555555555555,10
419,"(('Helicopters',), 'All vehicles')",Vehicles,General,True,False,"('Helicopters',)",All vehicles,33.31818181818182,0.3877665544332211,66
420,"(('Helicopters',), 'Bicycles')",Vehicles,Specific,True,False,"('Helicopters',)",Bicycles,24.4,0.21666666666666665,10
421,"(('Helicopters',), 'Boats')",Vehicles,Specific,True,False,"('Helicopters',)",Boats,46.75,0.43981481481481477,8
422,"(('Helicopters',), 'Jeeps')",Vehicles,Specific,True,False,"('Helicopters',)",Jeeps,30.6,0.2990740740740741,20
423,"(('Helicopters',), 'Rockets')",Vehicles,Specific,True,False,"('Helicopters',)",Rockets,47.8,0.5222222222222223,10
424,"(('Helicopters',), 'Skateboards')",Vehicles,Specific,True,False,"('Helicopters',)",Skateboards,27.875,0.2222222222222222,8
425,"(('Helicopters',), 'Sleds')",Vehicles,Specific,True,False,"('Helicopters',)",Sleds,28.16,0.2748148148148148,25
426,"(('Helicopters',), 'Trams')",Vehicles,Specific,True,False,"('Helicopters',)",Trams,38.27777777777778,0.3765432098765432,18
427,"(('Helicopters',), 'Zeppelins')",Vehicles,Specific,True,False,"('Helicopters',)",Zeppelins,53.1,0.6018518518518519,10
428,"(('Helicopters', 'Boats'), 'All vehicles')",Vehicles,General,False,False,"('Helicopters', 'Boats')",All vehicles,67.375,0.5965909090909092,8
429,"(('Helicopters', 'Buses'), 'Boats')",Vehicles,Specific,False,False,"('Helicopters', 'Buses')",Boats,63.75,0.6193181818181818,8
430,"(('Helicopters', 'Carriages'), 'Airplanes')",Vehicles,Specific,False,False,"('Helicopters', 'Carriages')",Airplanes,61.6,0.5772727272727273,10
431,"(('Helicopters', 'Cars'), 'Sleds')",Vehicles,Specific,False,False,"('Helicopters', 'Cars')",Sleds,25.714285714285715,0.35064935064935066,7
432,"(('Helicopters', 'Hovercraft'), 'All vehicles')",Vehicles,General,False,False,"('Helicopters', 'Hovercraft')",All vehicles,41.6,0.42727272727272725,5
433,"(('Helicopters', 'Hovercraft'), 'Bicycles')",Vehicles,Specific,False,False,"('Helicopters', 'Hovercraft')",Bicycles,36.2,0.24999999999999994,10
434,"(('Helicopters', 'Hovercraft'), 'Rockets')",Vehicles,Specific,False,False,"('Helicopters', 'Hovercraft')",Rockets,69.0,0.5954545454545455,10
435,"(('Helicopters', 'Rockets'), 'All vehicles')",Vehicles,General,False,False,"('Helicopters', 'Rockets')",All vehicles,52.25,0.36363636363636365,4
436,"(('Helicopters', 'Rockets'), 'Trams')",Vehicles,Specific,False,False,"('Helicopters', 'Rockets')",Trams,33.6,0.31818181818181823,10
437,"(('Helicopters', 'Skateboards'), 'Zeppelins')",Vehicles,Specific,False,False,"('Helicopters', 'Skateboards')",Zeppelins,43.0,0.4227272727272727,10
438,"(('Helicopters', 'Submarines'), 'All vehicles')",Vehicles,General,False,False,"('Helicopters', 'Submarines')",All vehicles,46.0,0.48863636363636365,8
439,"(('Helicopters', 'Trains'), 'All vehicles')",Vehicles,General,False,False,"('Helicopters', 'Trains')",All vehicles,56.857142857142854,0.525974025974026,7
440,"(('Helicopters', 'Trucks'), 'Jeeps')",Vehicles,Specific,False,False,"('Helicopters', 'Trucks')",Jeeps,66.7,0.6136363636363636,10
441,"(('Helicopters', 'Zeppelins'), 'All vehicles')",Vehicles,General,False,False,"('Helicopters', 'Zeppelins')",All vehicles,38.25,0.2727272727272727,8
442,"(('Herons',), 'All birds')",Birds,General,True,False,"('Herons',)",All birds,43.815384615384616,0.40484330484330494,65
443,"(('Herons',), 'Crows')",Birds,Specific,True,False,"('Herons',)",Crows,53.21052631578947,0.4756335282651071,19
444,"(('Herons',), 'Doves')",Birds,Specific,True,False,"('Herons',)",Doves,53.76470588235294,0.4705882352941176,34
445,"(('Herons',), 'Ostriches')",Birds,Specific,True,False,"('Herons',)",Ostriches,56.88235294117647,0.4324618736383442,17
446,"(('Herons',), 'Peacocks')",Birds,Specific,True,False,"('Herons',)",Peacocks,52.75,0.6296296296296295,8
447,"(('Herons',), 'Sparrows')",Birds,Specific,True,False,"('Herons',)",Sparrows,43.75,0.45370370370370366,8
448,"(('Herons',), 'Storks')",Birds,Specific,True,False,"('Herons',)",Storks,68.72222222222223,0.632716049382716,18
449,"(('Herons', 'Blackbirds'), 'Doves')",Birds,Specific,False,False,"('Herons', 'Blackbirds')",Doves,67.22222222222223,0.5707070707070707,9
450,"(('Herons', 'Eagles'), 'All birds')",Birds,General,False,False,"('Herons', 'Eagles')",All birds,53.083333333333336,0.4962121212121211,12
451,"(('Herons', 'Magpies'), 'Crows')",Birds,Specific,False,False,"('Herons', 'Magpies')",Crows,67.0,0.5363636363636364,10
452,"(('Herons', 'Magpies'), 'Storks')",Birds,Specific,False,False,"('Herons', 'Magpies')",Storks,70.44444444444444,0.48989898989898983,9
453,"(('Herons', 'Peacocks'), 'All birds')",Birds,General,False,False,"('Herons', 'Peacocks')",All birds,48.5,0.36363636363636365,4
454,"(('Herons', 'Pelicans'), 'All birds')",Birds,General,False,False,"('Herons', 'Pelicans')",All birds,45.57142857142857,0.3961038961038961,7
455,"(('Herons', 'Storks'), 'All birds')",Birds,General,False,False,"('Herons', 'Storks')",All birds,48.8,0.32727272727272727,5
456,"(('Herons', 'Storks'), 'Ostriches')",Birds,Specific,False,False,"('Herons', 'Storks')",Ostriches,62.888888888888886,0.4848484848484849,9
457,"(('Herons', 'Swallows'), 'Sparrows')",Birds,Specific,False,False,"('Herons', 'Swallows')",Sparrows,56.25,0.5511363636363636,8
458,"(('Herons', 'Swans'), 'Doves')",Birds,Specific,False,False,"('Herons', 'Swans')",Doves,73.625,0.40340909090909094,8
459,"(('Herons', 'Vultures'), 'All birds')",Birds,General,False,False,"('Herons', 'Vultures')",All birds,56.0,0.48863636363636365,8
460,"(('Herons', 'Woodpeckers'), 'All birds')",Birds,General,False,False,"('Herons', 'Woodpeckers')",All birds,51.75,0.43181818181818177,4
461,"(('Herons', 'Woodpeckers'), 'Doves')",Birds,Specific,False,False,"('Herons', 'Woodpeckers')",Doves,71.625,0.5681818181818182,8
462,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,41.44827586206897,0.3939974457215836,58
463,"(('Hippos',), 'Beavers')",Mammals,Specific,True,False,"('Hippos',)",Beavers,38.55555555555556,0.35185185185185186,9
464,"(('Hippos',), 'Cows')",Mammals,Specific,True,False,"('Hippos',)",Cows,52.733333333333334,0.60679012345679,30
465,"(('Hippos',), 'Deer')",Mammals,Specific,True,False,"('Hippos',)",Deer,37.44444444444444,0.4526748971193416,9
466,"(('Hippos',), 'Dogs')",Mammals,Specific,True,False,"('Hippos',)",Dogs,44.111111111111114,0.4588477366255144,9
467,"(('Hippos',), 'Donkeys')",Mammals,Specific,True,False,"('Hippos',)",Donkeys,37.2,0.4833333333333333,10
468,"(('Hippos',), 'Mice')",Mammals,Specific,True,False,"('Hippos',)",Mice,20.666666666666668,0.22119341563786007,18
469,"(('Hippos',), 'Rabbits')",Mammals,Specific,True,False,"('Hippos',)",Rabbits,33.888888888888886,0.23456790123456792,9
470,"(('Hippos',), 'Rhinos')",Mammals,Specific,True,False,"('Hippos',)",Rhinos,72.23529411764706,0.7026143790849673,17
471,"(('Hippos',), 'Tigers')",Mammals,Specific,True,False,"('Hippos',)",Tigers,36.96,0.4103703703703704,25
472,"(('Hippos',), 'Zebras')",Mammals,Specific,True,False,"('Hippos',)",Zebras,47.25,0.4652777777777778,8
473,"(('Hippos', 'Cats'), 'Tigers')",Mammals,Specific,False,False,"('Hippos', 'Cats')",Tigers,60.44444444444444,0.5707070707070706,9
474,"(('Hippos', 'Elephants'), 'All mammals')",Mammals,General,False,False,"('Hippos', 'Elephants')",All mammals,60.714285714285715,0.4285714285714285,7
475,"(('Hippos', 'Giraffes'), 'Mice')",Mammals,Specific,False,False,"('Hippos', 'Giraffes')",Mice,35.875,0.20454545454545453,8
476,"(('Hippos', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Hippos', 'Hedgehogs')",All mammals,49.5,0.46590909090909094,4
477,"(('Hippos', 'Hedgehogs'), 'Zebras')",Mammals,Specific,False,False,"('Hippos', 'Hedgehogs')",Zebras,58.375,0.4943181818181818,8
478,"(('Hippos', 'Horses'), 'Cows')",Mammals,Specific,False,False,"('Hippos', 'Horses')",Cows,70.6,0.6818181818181819,10
479,"(('Hippos', 'Tigers'), 'Rhinos')",Mammals,Specific,False,False,"('Hippos', 'Tigers')",Rhinos,73.77777777777777,0.6212121212121213,9
480,"(('Hippos', 'Wolves'), 'Dogs')",Mammals,Specific,False,False,"('Hippos', 'Wolves')",Dogs,74.88888888888889,0.702020202020202,9
481,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,50.310344827586206,0.5935504469987228,58
482,"(('Horses',), 'Cats')",Mammals,Specific,True,False,"('Horses',)",Cats,36.4375,0.394675925925926,16
483,"(('Horses',), 'Cows')",Mammals,Specific,True,False,"('Horses',)",Cows,55.611111111111114,0.6512345679012346,18
484,"(('Horses',), 'Donkeys')",Mammals,Specific,True,False,"('Horses',)",Donkeys,83.82758620689656,0.888250319284802,29
485,"(('Horses',), 'Foxes')",Mammals,Specific,True,False,"('Horses',)",Foxes,47.875,0.5509259259259259,8
486,"(('Horses',), 'Hedgehogs')",Mammals,Specific,True,False,"('Horses',)",Hedgehogs,21.25,0.2685185185185185,8
487,"(('Horses',), 'Tigers')",Mammals,Specific,True,False,"('Horses',)",Tigers,42.44444444444444,0.39300411522633744,9
488,"(('Horses',), 'Zebras')",Mammals,Specific,True,False,"('Horses',)",Zebras,87.375,0.894675925925926,16
489,"(('Horses', 'Cats'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Cats')",All mammals,61.5,0.6590909090909091,4
490,"(('Horses', 'Cows'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Cows')",All mammals,55.25,0.3977272727272727,4
491,"(('Horses', 'Deer'), 'Zebras')",Mammals,Specific,False,False,"('Horses', 'Deer')",Zebras,85.125,0.8125,8
492,"(('Horses', 'Foxes'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Foxes')",All mammals,54.125,0.3920454545454545,8
493,"(('Horses', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Hamsters')",All mammals,57.0,0.5727272727272728,5
494,"(('Horses', 'Hippos'), 'Donkeys')",Mammals,Specific,False,False,"('Horses', 'Hippos')",Donkeys,78.1,0.8363636363636363,10
495,"(('Horses', 'Lions'), 'Hedgehogs')",Mammals,Specific,False,False,"('Horses', 'Lions')",Hedgehogs,33.625,0.3409090909090909,8
496,"(('Horses', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Squirrels')",All mammals,71.42857142857143,0.7142857142857143,7
497,"(('Horses', 'Tigers'), 'Donkeys')",Mammals,Specific,False,False,"('Horses', 'Tigers')",Donkeys,76.0,0.7323232323232323,9
498,"(('Horses', 'Wolves'), 'Foxes')",Mammals,Specific,False,False,"('Horses', 'Wolves')",Foxes,77.125,0.7386363636363635,8
499,"(('Hovercraft',), 'All vehicles')",Vehicles,General,True,False,"('Hovercraft',)",All vehicles,27.62121212121212,0.2934904601571268,66
500,"(('Hovercraft',), 'Bicycles')",Vehicles,Specific,True,False,"('Hovercraft',)",Bicycles,32.2,0.2962962962962963,10
501,"(('Hovercraft',), 'Boats')",Vehicles,Specific,True,False,"('Hovercraft',)",Boats,65.125,0.6828703703703703,8
502,"(('Hovercraft',), 'Motorbikes')",Vehicles,Specific,True,False,"('Hovercraft',)",Motorbikes,29.75,0.32407407407407407,8
503,"(('Hovercraft',), 'Rockets')",Vehicles,Specific,True,False,"('Hovercraft',)",Rockets,32.1,0.33148148148148143,10
504,"(('Hovercraft',), 'Tractors')",Vehicles,Specific,True,False,"('Hovercraft',)",Tractors,24.166666666666668,0.27160493827160487,18
505,"(('Hovercraft',), 'Vans')",Vehicles,Specific,True,False,"('Hovercraft',)",Vans,32.2,0.28888888888888886,10
506,"(('Hovercraft', 'Airplanes'), 'All vehicles')",Vehicles,General,False,False,"('Hovercraft', 'Airplanes')",All vehicles,33.5,0.3333333333333333,6
507,"(('Hovercraft', 'Bicycles'), 'All vehicles')",Vehicles,General,False,False,"('Hovercraft', 'Bicycles')",All vehicles,49.875,0.5340909090909091,8
508,"(('Hovercraft', 'Cars'), 'All vehicles')",Vehicles,General,False,False,"('Hovercraft', 'Cars')",All vehicles,63.0,0.525974025974026,7
509,"(('Hovercraft', 'Rockets'), 'All vehicles')",Vehicles,General,False,False,"('Hovercraft', 'Rockets')",All vehicles,26.625,0.23863636363636362,8
510,"(('Hovercraft', 'Submarines'), 'All vehicles')",Vehicles,General,False,False,"('Hovercraft', 'Submarines')",All vehicles,37.625,0.2556818181818181,8
511,"(('Hovercraft', 'Submarines'), 'Motorbikes')",Vehicles,Specific,False,False,"('Hovercraft', 'Submarines')",Motorbikes,43.75,0.3352272727272727,8
512,"(('Hovercraft', 'Tractors'), 'All vehicles')",Vehicles,General,False,False,"('Hovercraft', 'Tractors')",All vehicles,62.4,0.6727272727272726,5
513,"(('Hovercraft', 'Tractors'), 'Vans')",Vehicles,Specific,False,False,"('Hovercraft', 'Tractors')",Vans,59.4,0.5318181818181819,10
514,"(('Jeeps',), 'All vehicles')",Vehicles,General,True,False,"('Jeeps',)",All vehicles,47.803030303030305,0.6040965207631875,66
515,"(('Jeeps',), 'Cars')",Vehicles,Specific,True,False,"('Jeeps',)",Cars,81.6,0.8691358024691358,15
516,"(('Jeeps',), 'Helicopters')",Vehicles,Specific,True,False,"('Jeeps',)",Helicopters,28.2,0.2796296296296296,10
517,"(('Jeeps',), 'Motorbikes')",Vehicles,Specific,True,False,"('Jeeps',)",Motorbikes,50.4,0.5648148148148149,10
518,"(('Jeeps',), 'Rockets')",Vehicles,Specific,True,False,"('Jeeps',)",Rockets,24.2,0.27222222222222225,10
519,"(('Jeeps',), 'Submarines')",Vehicles,Specific,True,False,"('Jeeps',)",Submarines,20.9,0.2518518518518518,10
520,"(('Jeeps',), 'Tractors')",Vehicles,Specific,True,False,"('Jeeps',)",Tractors,55.44,0.6162962962962963,25
521,"(('Jeeps', 'Airplanes'), 'Tractors')",Vehicles,Specific,False,False,"('Jeeps', 'Airplanes')",Tractors,74.625,0.6306818181818181,8
522,"(('Jeeps', 'Bicycles'), 'All vehicles')",Vehicles,General,False,False,"('Jeeps', 'Bicycles')",All vehicles,66.42857142857143,0.5974025974025974,7
523,"(('Jeeps', 'Helicopters'), 'All vehicles')",Vehicles,General,False,False,"('Jeeps', 'Helicopters')",All vehicles,73.375,0.6988636363636364,8
524,"(('Jeeps', 'Mopeds'), 'Motorbikes')",Vehicles,Specific,False,False,"('Jeeps', 'Mopeds')",Motorbikes,78.3,0.7863636363636364,10
525,"(('Jeeps', 'Sleds'), 'All vehicles')",Vehicles,General,False,False,"('Jeeps', 'Sleds')",All vehicles,48.875,0.4375,8
526,"(('Jeeps', 'Trucks'), 'Submarines')",Vehicles,Specific,False,False,"('Jeeps', 'Trucks')",Submarines,14.8,0.18181818181818182,10
527,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,49.224137931034484,0.5577905491698594,58
528,"(('Lions',), 'Cats')",Mammals,Specific,True,False,"('Lions',)",Cats,75.72222222222223,0.7499999999999998,18
529,"(('Lions',), 'Dogs')",Mammals,Specific,True,False,"('Lions',)",Dogs,47.333333333333336,0.5781893004115227,9
530,"(('Lions',), 'Hedgehogs')",Mammals,Specific,True,False,"('Lions',)",Hedgehogs,23.9375,0.2581018518518518,16
531,"(('Lions',), 'Hippos')",Mammals,Specific,True,False,"('Lions',)",Hippos,38.125,0.4004629629629629,8
532,"(('Lions',), 'Rhinos')",Mammals,Specific,True,False,"('Lions',)",Rhinos,47.0,0.4624338624338625,35
533,"(('Lions',), 'Squirrels')",Mammals,Specific,True,False,"('Lions',)",Squirrels,14.9,0.14814814814814814,10
534,"(('Lions', 'Camels'), 'All mammals')",Mammals,General,False,False,"('Lions', 'Camels')",All mammals,47.5,0.5909090909090909,4
535,"(('Lions', 'Cows'), 'Hippos')",Mammals,Specific,False,False,"('Lions', 'Cows')",Hippos,70.625,0.6420454545454546,8
536,"(('Lions', 'Cows'), 'Rhinos')",Mammals,Specific,False,False,"('Lions', 'Cows')",Rhinos,71.33333333333333,0.6565656565656566,9
537,"(('Lions', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Lions', 'Hamsters')",All mammals,53.57142857142857,0.5454545454545455,7
538,"(('Lions', 'Hedgehogs'), 'Rhinos')",Mammals,Specific,False,False,"('Lions', 'Hedgehogs')",Rhinos,53.125,0.3806818181818181,8
539,"(('Lions', 'Hippos'), 'Rhinos')",Mammals,Specific,False,False,"('Lions', 'Hippos')",Rhinos,76.5,0.6079545454545454,8
540,"(('Lions', 'Mice'), 'Dogs')",Mammals,Specific,False,False,"('Lions', 'Mice')",Dogs,52.77777777777778,0.5404040404040404,9
541,"(('Lions', 'Wolves'), 'Hedgehogs')",Mammals,Specific,False,False,"('Lions', 'Wolves')",Hedgehogs,25.375,0.2954545454545454,8
542,"(('Lions', 'Zebras'), 'All mammals')",Mammals,General,False,False,"('Lions', 'Zebras')",All mammals,53.2,0.6636363636363637,5
543,"(('Llamas',), 'All mammals')",Mammals,General,True,False,"('Llamas',)",All mammals,43.48275862068966,0.42432950191570873,58
544,"(('Llamas',), 'Cats')",Mammals,Specific,True,False,"('Llamas',)",Cats,31.294117647058822,0.340958605664488,17
545,"(('Llamas',), 'Dogs')",Mammals,Specific,True,False,"('Llamas',)",Dogs,41.61538461538461,0.48860398860398874,26
546,"(('Llamas',), 'Giraffes')",Mammals,Specific,True,False,"('Llamas',)",Giraffes,54.75,0.6226851851851852,16
547,"(('Llamas',), 'Hamsters')",Mammals,Specific,True,False,"('Llamas',)",Hamsters,30.9,0.5111111111111111,10
548,"(('Llamas',), 'Horses')",Mammals,Specific,True,False,"('Llamas',)",Horses,70.16666666666667,0.6975308641975307,18
549,"(('Llamas',), 'Squirrels')",Mammals,Specific,True,False,"('Llamas',)",Squirrels,24.0,0.3148148148148147,18
550,"(('Llamas',), 'Tigers')",Mammals,Specific,True,False,"('Llamas',)",Tigers,34.111111111111114,0.38477366255144035,9
551,"(('Llamas',), 'Zebras')",Mammals,Specific,True,False,"('Llamas',)",Zebras,65.66666666666667,0.639917695473251,9
552,"(('Llamas', 'Beavers'), 'Hamsters')",Mammals,Specific,False,False,"('Llamas', 'Beavers')",Hamsters,52.0,0.5363636363636364,10
553,"(('Llamas', 'Camels'), 'All mammals')",Mammals,General,False,False,"('Llamas', 'Camels')",All mammals,59.8,0.4636363636363637,5
554,"(('Llamas', 'Dogs'), 'All mammals')",Mammals,General,False,False,"('Llamas', 'Dogs')",All mammals,50.0,0.6136363636363636,4
555,"(('Llamas', 'Donkeys'), 'Horses')",Mammals,Specific,False,False,"('Llamas', 'Donkeys')",Horses,83.9,0.7863636363636364,10
556,"(('Llamas', 'Hamsters'), 'Giraffes')",Mammals,Specific,False,False,"('Llamas', 'Hamsters')",Giraffes,62.625,0.5227272727272727,8
557,"(('Llamas', 'Lions'), 'All mammals')",Mammals,General,False,False,"('Llamas', 'Lions')",All mammals,47.857142857142854,0.383116883116883,7
558,"(('Llamas', 'Lions'), 'Cats')",Mammals,Specific,False,False,"('Llamas', 'Lions')",Cats,69.77777777777777,0.7727272727272727,9
559,"(('Llamas', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Llamas', 'Squirrels')",All mammals,70.2,0.7181818181818183,5
560,"(('Llamas', 'Zebras'), 'Giraffes')",Mammals,Specific,False,False,"('Llamas', 'Zebras')",Giraffes,69.25,0.7215909090909092,8
561,"(('Magpies',), 'All birds')",Birds,General,True,False,"('Magpies',)",All birds,49.03076923076923,0.4880341880341881,65
562,"(('Magpies',), 'Blackbirds')",Birds,Specific,True,False,"('Magpies',)",Blackbirds,68.61111111111111,0.566872427983539,18
563,"(('Magpies',), 'Chickens')",Birds,Specific,True,False,"('Magpies',)",Chickens,40.625,0.47222222222222215,8
564,"(('Magpies',), 'Crows')",Birds,Specific,True,False,"('Magpies',)",Crows,68.2,0.7,10
565,"(('Magpies',), 'Ducks')",Birds,Specific,True,False,"('Magpies',)",Ducks,54.388888888888886,0.44135802469135804,18
566,"(('Magpies',), 'Falcons')",Birds,Specific,True,False,"('Magpies',)",Falcons,48.888888888888886,0.3724279835390946,9
567,"(('Magpies',), 'Storks')",Birds,Specific,True,False,"('Magpies',)",Storks,58.333333333333336,0.41975308641975306,9
568,"(('Magpies',), 'Swans')",Birds,Specific,True,False,"('Magpies',)",Swans,26.857142857142858,0.23809523809523808,7
569,"(('Magpies',), 'Turkeys')",Birds,Specific,True,False,"('Magpies',)",Turkeys,50.26315789473684,0.3908382066276804,19
570,"(('Magpies',), 'Woodpeckers')",Birds,Specific,True,False,"('Magpies',)",Woodpeckers,55.1764705882353,0.49782135076252715,17
571,"(('Magpies', 'Chickens'), 'Turkeys')",Birds,Specific,False,False,"('Magpies', 'Chickens')",Turkeys,67.2,0.5909090909090908,10
572,"(('Magpies', 'Crows'), 'Swans')",Birds,Specific,False,False,"('Magpies', 'Crows')",Swans,40.0,0.37012987012987014,7
573,"(('Magpies', 'Ducks'), 'All birds')",Birds,General,False,False,"('Magpies', 'Ducks')",All birds,61.09090909090909,0.4958677685950414,11
574,"(('Magpies', 'Herons'), 'All birds')",Birds,General,False,False,"('Magpies', 'Herons')",All birds,58.0,0.43636363636363634,5
575,"(('Magpies', 'Pelicans'), 'All birds')",Birds,General,False,False,"('Magpies', 'Pelicans')",All birds,53.875,0.4829545454545454,8
576,"(('Magpies', 'Roosters'), 'Chickens')",Birds,Specific,False,False,"('Magpies', 'Roosters')",Chickens,74.75,0.7443181818181818,8
577,"(('Magpies', 'Seagulls'), 'Falcons')",Birds,Specific,False,False,"('Magpies', 'Seagulls')",Falcons,60.111111111111114,0.34848484848484845,9
578,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,39.206896551724135,0.40804597701149425,58
579,"(('Mice',), 'Cats')",Mammals,Specific,True,False,"('Mice',)",Cats,40.25,0.41898148148148145,8
580,"(('Mice',), 'Dogs')",Mammals,Specific,True,False,"('Mice',)",Dogs,33.55555555555556,0.3930041152263375,9
581,"(('Mice',), 'Elephants')",Mammals,Specific,True,False,"('Mice',)",Elephants,36.0,0.2,10
582,"(('Mice',), 'Giraffes')",Mammals,Specific,True,False,"('Mice',)",Giraffes,21.0,0.2361111111111111,8
583,"(('Mice',), 'Hamsters')",Mammals,Specific,True,False,"('Mice',)",Hamsters,74.0,0.7690058479532165,19
584,"(('Mice',), 'Hippos')",Mammals,Specific,True,False,"('Mice',)",Hippos,38.111111111111114,0.35596707818930046,9
585,"(('Mice',), 'Rabbits')",Mammals,Specific,True,False,"('Mice',)",Rabbits,60.625,0.662037037037037,8
586,"(('Mice',), 'Wolves')",Mammals,Specific,True,False,"('Mice',)",Wolves,35.333333333333336,0.30246913580246915,9
587,"(('Mice', 'Dogs'), 'All mammals')",Mammals,General,False,False,"('Mice', 'Dogs')",All mammals,62.0,0.4454545454545455,5
588,"(('Mice', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Mice', 'Hamsters')",All mammals,26.857142857142858,0.18831168831168826,7
589,"(('Mice', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Mice', 'Hedgehogs')",All mammals,47.857142857142854,0.45454545454545453,7
590,"(('Mice', 'Hedgehogs'), 'Wolves')",Mammals,Specific,False,False,"('Mice', 'Hedgehogs')",Wolves,44.111111111111114,0.2727272727272727,9
591,"(('Mice', 'Horses'), 'All mammals')",Mammals,General,False,False,"('Mice', 'Horses')",All mammals,65.14285714285714,0.6428571428571429,7
592,"(('Mice', 'Llamas'), 'All mammals')",Mammals,General,False,False,"('Mice', 'Llamas')",All mammals,51.4,0.5545454545454546,5
593,"(('Mice', 'Rabbits'), 'All mammals')",Mammals,General,False,False,"('Mice', 'Rabbits')",All mammals,35.0,0.19318181818181818,4
594,"(('Mice', 'Rabbits'), 'Hippos')",Mammals,Specific,False,False,"('Mice', 'Rabbits')",Hippos,31.444444444444443,0.23232323232323232,9
595,"(('Mice', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Mice', 'Squirrels')",All mammals,50.6,0.38181818181818183,5
596,"(('Mice', 'Wolves'), 'All mammals')",Mammals,General,False,False,"('Mice', 'Wolves')",All mammals,55.42857142857143,0.5454545454545454,7
597,"(('Mopeds',), 'All vehicles')",Vehicles,General,True,False,"('Mopeds',)",All vehicles,39.81818181818182,0.49859708193041513,66
598,"(('Mopeds',), 'Cars')",Vehicles,Specific,True,False,"('Mopeds',)",Cars,58.6,0.6592592592592592,10
599,"(('Mopeds',), 'Jeeps')",Vehicles,Specific,True,False,"('Mopeds',)",Jeeps,42.5,0.5314814814814814,10
600,"(('Mopeds',), 'Motorbikes')",Vehicles,Specific,True,False,"('Mopeds',)",Motorbikes,82.97142857142858,0.8793650793650796,35
601,"(('Mopeds',), 'Rockets')",Vehicles,Specific,True,False,"('Mopeds',)",Rockets,23.75,0.22592592592592595,20
602,"(('Mopeds',), 'Skateboards')",Vehicles,Specific,True,False,"('Mopeds',)",Skateboards,48.375,0.46296296296296285,8
603,"(('Mopeds',), 'Submarines')",Vehicles,Specific,True,False,"('Mopeds',)",Submarines,26.2,0.26296296296296295,10
604,"(('Mopeds', 'Airplanes'), 'All vehicles')",Vehicles,General,False,False,"('Mopeds', 'Airplanes')",All vehicles,54.25,0.46590909090909094,4
