,uid,tid,trialId,premises0,conclusion0,conclusionType,rating
10918,111,tid_experiment2_dedeyne_participant15,tc20,Tigers,Cats,specific,63
10919,111,tid_experiment2_dedeyne_participant15,tc21,Horses,Cows,specific,78
10920,111,tid_experiment2_dedeyne_participant15,tc22,Zebras,Beavers,specific,32
10921,111,tid_experiment2_dedeyne_participant15,tc23,Giraffes,Elephants,specific,57
10922,111,tid_experiment2_dedeyne_participant15,tc24,Horses,Ponies,specific,100
10923,111,tid_experiment2_dedeyne_participant15,tc25,Donkeys,Zebras,specific,81
10924,111,tid_experiment2_dedeyne_participant15,tc26,Sheep,Elephants,specific,28
10925,111,tid_experiment2_dedeyne_participant15,tc27,Zebras:Sheep,Llamas,specific,91
10926,111,tid_experiment2_dedeyne_participant15,tc28,Camels:Giraffes,Cats,specific,9
10927,111,tid_experiment2_dedeyne_participant15,tc29,Cows:Sheep,Mice,specific,2
10928,111,tid_experiment2_dedeyne_participant15,tc2,Hamsters,Lions,specific,61
10929,111,tid_experiment2_dedeyne_participant15,tc30,Sheep:Giraffes,Elephants,specific,86
10930,111,tid_experiment2_dedeyne_participant15,tc31,Donkeys:Hamsters,Zebras,specific,65
10931,111,tid_experiment2_dedeyne_participant15,tc32,Canines:Puppies,Dogs,specific,100
10932,111,tid_experiment2_dedeyne_participant15,tc33,Deer:Horses,Donkeys,specific,93
10933,111,tid_experiment2_dedeyne_participant15,tc34,Hippos:Horses,Cows,specific,89
10934,111,tid_experiment2_dedeyne_participant15,tc35,Sheep:Zebras,Beavers,specific,38
10935,111,tid_experiment2_dedeyne_participant15,tc36,Squirrels:Hamsters,Lions,specific,14
10936,111,tid_experiment2_dedeyne_participant15,tc37,Tigers:Squirrels,Cats,specific,67
10937,111,tid_experiment2_dedeyne_participant15,tc3,Cows,Mice,specific,24
10938,111,tid_experiment2_dedeyne_participant15,tc4,Squirrels,Lions,specific,32
10939,111,tid_experiment2_dedeyne_participant15,tc5,Giraffes,Cats,specific,17
10940,111,tid_experiment2_dedeyne_participant15,tc6,Rhinos,Wolves,specific,0
10941,111,tid_experiment2_dedeyne_participant15,tc7,Squirrels,Cats,specific,49
10942,111,tid_experiment2_dedeyne_participant15,tc8,Dogs,Canines,specific,100
10943,111,tid_experiment2_dedeyne_participant15,tc9,Hamsters,Giraffes,specific,26
10944,508,tid_experiment2_dedeyne_participant537,tc0,Skateboards:Rockets,All vehicles,general,30
10945,508,tid_experiment2_dedeyne_participant537,tc10,Hovercraft:Tractors,All vehicles,general,50
10946,508,tid_experiment2_dedeyne_participant537,tc11,Skateboards,All vehicles,general,20
10947,508,tid_experiment2_dedeyne_participant537,tc12,Taxis,All vehicles,general,20
10948,508,tid_experiment2_dedeyne_participant537,tc13,Bicycles,All vehicles,general,20
10949,508,tid_experiment2_dedeyne_participant537,tc14,Cars,All vehicles,general,20
10950,508,tid_experiment2_dedeyne_participant537,tc15,Trucks,All vehicles,general,20
10951,508,tid_experiment2_dedeyne_participant537,tc16,All man-made things,All vehicles,general,98
10952,508,tid_experiment2_dedeyne_participant537,tc17,Jeeps,All vehicles,general,20
10953,508,tid_experiment2_dedeyne_participant537,tc18,Zeppelins,All vehicles,general,20
10954,508,tid_experiment2_dedeyne_participant537,tc19,Boats,All vehicles,general,20
10955,508,tid_experiment2_dedeyne_participant537,tc1,Taxis:Trains,All vehicles,general,40
10956,508,tid_experiment2_dedeyne_participant537,tc20,Rockets,All vehicles,general,15
10957,508,tid_experiment2_dedeyne_participant537,tc21,Buses,All vehicles,general,20
10958,508,tid_experiment2_dedeyne_participant537,tc22,Sleds,All vehicles,general,15
10959,508,tid_experiment2_dedeyne_participant537,tc23,Tractors,All vehicles,general,20
10960,508,tid_experiment2_dedeyne_participant537,tc24,All things,All vehicles,general,100
10961,508,tid_experiment2_dedeyne_participant537,tc25,Vans,All vehicles,general,20
10962,508,tid_experiment2_dedeyne_participant537,tc26,Trains,All vehicles,general,20
10963,508,tid_experiment2_dedeyne_participant537,tc27,Submarines,All vehicles,general,15
10964,508,tid_experiment2_dedeyne_participant537,tc28,Carts,All vehicles,general,18
10965,508,tid_experiment2_dedeyne_participant537,tc29,Carriages,All vehicles,general,18
10966,508,tid_experiment2_dedeyne_participant537,tc2,Cars:Boats,All vehicles,general,67
10967,508,tid_experiment2_dedeyne_participant537,tc30,Airplanes,All vehicles,general,16
10968,508,tid_experiment2_dedeyne_participant537,tc31,Hovercraft,All vehicles,general,17
10969,508,tid_experiment2_dedeyne_participant537,tc32,All things that can move,All vehicles,general,100
10970,508,tid_experiment2_dedeyne_participant537,tc33,Motorbikes,All vehicles,general,20
10971,508,tid_experiment2_dedeyne_participant537,tc34,Helicopters,All vehicles,general,20
10972,508,tid_experiment2_dedeyne_participant537,tc35,Mopeds,All vehicles,general,20
10973,508,tid_experiment2_dedeyne_participant537,tc36,Trams,All vehicles,general,18
10974,508,tid_experiment2_dedeyne_participant537,tc37,Caravans,All vehicles,general,19
10975,508,tid_experiment2_dedeyne_participant537,tc3,Trucks:Boats,All vehicles,general,66
10976,508,tid_experiment2_dedeyne_participant537,tc4,Helicopters:Hovercraft,All vehicles,general,60
10977,508,tid_experiment2_dedeyne_participant537,tc5,Taxis:Skateboards,All vehicles,general,22
10978,508,tid_experiment2_dedeyne_participant537,tc6,Sleds:Tractors,All vehicles,general,80
10979,508,tid_experiment2_dedeyne_participant537,tc7,Zeppelins:Boats,All vehicles,general,60
10980,508,tid_experiment2_dedeyne_participant537,tc8,All transport:All moving things,All vehicles,general,96
10981,508,tid_experiment2_dedeyne_participant537,tc9,Carriages:Buses,All vehicles,general,20
10982,429,tid_experiment2_dedeyne_participant208,tc0,Carriages,Airplanes,specific,10
10983,429,tid_experiment2_dedeyne_participant208,tc10,Caravans,Skateboards,specific,15
10984,429,tid_experiment2_dedeyne_participant208,tc11,Boats,Vans,specific,11
10985,429,tid_experiment2_dedeyne_participant208,tc12,Vans,Helicopters,specific,20
10986,429,tid_experiment2_dedeyne_participant208,tc13,Submarines,Vans,specific,9
10987,429,tid_experiment2_dedeyne_participant208,tc14,Trucks,Cars,specific,89
10988,429,tid_experiment2_dedeyne_participant208,tc15,Vans,Trucks,specific,91
10989,429,tid_experiment2_dedeyne_participant208,tc16,Taxis,Cabs,specific,100
10990,429,tid_experiment2_dedeyne_participant208,tc17,Skateboards,Tractors,specific,10
10991,429,tid_experiment2_dedeyne_participant208,tc18,Cars,Sleds,specific,5
10992,429,tid_experiment2_dedeyne_participant208,tc19,Cars,Motorbikes,specific,21
10993,429,tid_experiment2_dedeyne_participant208,tc1,Tractors,Carts,specific,39
10994,429,tid_experiment2_dedeyne_participant208,tc20,Jeeps,Helicopters,specific,15
10995,429,tid_experiment2_dedeyne_participant208,tc21,Hovercraft,Vans,specific,7
10996,429,tid_experiment2_dedeyne_participant208,tc22,Tractors,Vans,specific,19
10997,429,tid_experiment2_dedeyne_participant208,tc23,Rockets,Trams,specific,6
10998,429,tid_experiment2_dedeyne_participant208,tc24,Mopeds,Scooters,specific,79
10999,429,tid_experiment2_dedeyne_participant208,tc25,Mopeds,Motorbikes,specific,72
11000,429,tid_experiment2_dedeyne_participant208,tc26,Jeeps,Tractors,specific,20
11001,429,tid_experiment2_dedeyne_participant208,tc27,Vans:Jeeps,Helicopters,specific,17
11002,429,tid_experiment2_dedeyne_participant208,tc28,Boats:Submarines,Vans,specific,9
11003,429,tid_experiment2_dedeyne_participant208,tc29,Trucks:Vans,Cars,specific,76
11004,429,tid_experiment2_dedeyne_participant208,tc2,Helicopters,Trams,specific,28
11005,429,tid_experiment2_dedeyne_participant208,tc30,Hovercraft:Tractors,Vans,specific,49
11006,429,tid_experiment2_dedeyne_participant208,tc31,Skateboards:Tractors,Carts,specific,79
11007,429,tid_experiment2_dedeyne_participant208,tc32,Locomotives:Trams,Trains,specific,91
11008,429,tid_experiment2_dedeyne_participant208,tc33,Helicopters:Rockets,Trams,specific,15
11009,429,tid_experiment2_dedeyne_participant208,tc34,Mopeds:Cars,Motorbikes,specific,85
11010,429,tid_experiment2_dedeyne_participant208,tc35,Helicopters:Carriages,Airplanes,specific,93
11011,429,tid_experiment2_dedeyne_participant208,tc36,Trams:Vans,Trucks,specific,79
11012,429,tid_experiment2_dedeyne_participant208,tc37,Skateboards:Jeeps,Tractors,specific,83
11013,429,tid_experiment2_dedeyne_participant208,tc3,Skateboards,Carts,specific,48
11014,429,tid_experiment2_dedeyne_participant208,tc4,Trams,Trucks,specific,44
11015,429,tid_experiment2_dedeyne_participant208,tc5,Trams,Boats,specific,35
11016,429,tid_experiment2_dedeyne_participant208,tc6,Mopeds,Rockets,specific,12
11017,429,tid_experiment2_dedeyne_participant208,tc7,Vans,Cars,specific,73
11018,429,tid_experiment2_dedeyne_participant208,tc8,Trucks,Lorries,specific,62
11019,429,tid_experiment2_dedeyne_participant208,tc9,Helicopters,Airplanes,specific,83
11020,545,tid_experiment2_dedeyne_participant149,tc0,Submarines,Sleds,specific,48
11021,545,tid_experiment2_dedeyne_participant149,tc10,Taxis,Cars,specific,92
11022,545,tid_experiment2_dedeyne_participant149,tc11,Tractors,Jeeps,specific,85
11023,545,tid_experiment2_dedeyne_participant149,tc12,Trams,Hovercraft,specific,29
11024,545,tid_experiment2_dedeyne_participant149,tc13,Submarines,Tractors,specific,30
11025,545,tid_experiment2_dedeyne_participant149,tc14,Carriages,Caravans,specific,28
11026,545,tid_experiment2_dedeyne_participant149,tc15,Motorbikes,Cars,specific,31
11027,545,tid_experiment2_dedeyne_participant149,tc16,Taxis,Cabs,specific,90
11028,545,tid_experiment2_dedeyne_participant149,tc17,Trams,Trains,specific,84
11029,545,tid_experiment2_dedeyne_participant149,tc18,Trains,Submarines,specific,9
11030,545,tid_experiment2_dedeyne_participant149,tc19,Hovercraft,Tractors,specific,11
11031,545,tid_experiment2_dedeyne_participant149,tc1,Carts,Caravans,specific,65
11032,545,tid_experiment2_dedeyne_participant149,tc20,Carts,Jeeps,specific,23
11033,545,tid_experiment2_dedeyne_participant149,tc21,Trucks,Buses,specific,74
11034,545,tid_experiment2_dedeyne_participant149,tc22,Carts,Sleds,specific,30
11035,545,tid_experiment2_dedeyne_participant149,tc23,Helicopters,Rockets,specific,54
11036,545,tid_experiment2_dedeyne_participant149,tc24,Mopeds,Scooters,specific,73
11037,545,tid_experiment2_dedeyne_participant149,tc25,Skateboards,Mopeds,specific,62
11038,545,tid_experiment2_dedeyne_participant149,tc26,Trams,Buses,specific,86
11039,545,tid_experiment2_dedeyne_participant149,tc27,Trams:Boats,Hovercraft,specific,31
11040,545,tid_experiment2_dedeyne_participant149,tc28,Tractors:Mopeds,Jeeps,specific,90
11041,545,tid_experiment2_dedeyne_participant149,tc29,Boats:Trams,Buses,specific,74
11042,545,tid_experiment2_dedeyne_participant149,tc2,Boats,Buses,specific,60
11043,545,tid_experiment2_dedeyne_participant149,tc30,Carts:Mopeds,Jeeps,specific,91
11044,545,tid_experiment2_dedeyne_participant149,tc31,Airplanes:Trams,Trains,specific,93
11045,545,tid_experiment2_dedeyne_participant149,tc32,Locomotives:Trams,Trains,specific,95
11046,545,tid_experiment2_dedeyne_participant149,tc33,Boats:Skateboards,Mopeds,specific,85
11047,545,tid_experiment2_dedeyne_participant149,tc34,Submarines:Hovercraft,Tractors,specific,89
11048,545,tid_experiment2_dedeyne_participant149,tc35,Helicopters:Hovercraft,Rockets,specific,93
11049,545,tid_experiment2_dedeyne_participant149,tc36,Taxis:Motorbikes,Cars,specific,92
11050,545,tid_experiment2_dedeyne_participant149,tc37,Carts:Submarines,Sleds,specific,30
11051,545,tid_experiment2_dedeyne_participant149,tc3,Airplanes,Trains,specific,24
11052,545,tid_experiment2_dedeyne_participant149,tc4,Hovercraft,Rockets,specific,80
11053,545,tid_experiment2_dedeyne_participant149,tc5,Boats,Mopeds,specific,11
11054,545,tid_experiment2_dedeyne_participant149,tc6,Boats,Hovercraft,specific,28
11055,545,tid_experiment2_dedeyne_participant149,tc7,Mopeds,Jeeps,specific,30
11056,545,tid_experiment2_dedeyne_participant149,tc8,Trucks,Lorries,specific,9
11057,545,tid_experiment2_dedeyne_participant149,tc9,Trams,Boats,specific,27
11058,128,tid_experiment2_dedeyne_participant547,tc0,Swans:Parrots,All birds,general,59
11059,128,tid_experiment2_dedeyne_participant547,tc10,Herons:Pelicans,All birds,general,63
11060,128,tid_experiment2_dedeyne_participant547,tc11,Ducks,All birds,general,38
11061,128,tid_experiment2_dedeyne_participant547,tc12,Robins,All birds,general,78
11062,128,tid_experiment2_dedeyne_participant547,tc13,Vultures,All birds,general,52
11063,128,tid_experiment2_dedeyne_participant547,tc14,Woodpeckers,All birds,general,79
11064,128,tid_experiment2_dedeyne_participant547,tc15,Canaries,All birds,general,78
11065,128,tid_experiment2_dedeyne_participant547,tc16,All animals,All birds,general,92
11066,128,tid_experiment2_dedeyne_participant547,tc17,Seagulls,All birds,general,53
11067,128,tid_experiment2_dedeyne_participant547,tc18,Blackbirds,All birds,general,79
11068,128,tid_experiment2_dedeyne_participant547,tc19,Swans,All birds,general,52
11069,128,tid_experiment2_dedeyne_participant547,tc1,Ostriches:Pelicans,All birds,general,33
11070,128,tid_experiment2_dedeyne_participant547,tc20,Crows,All birds,general,84
11071,128,tid_experiment2_dedeyne_participant547,tc21,Eagles,All birds,general,78
11072,128,tid_experiment2_dedeyne_participant547,tc22,Parrots,All birds,general,68
11073,128,tid_experiment2_dedeyne_participant547,tc23,Herons,All birds,general,53
11074,128,tid_experiment2_dedeyne_participant547,tc24,All living things,All birds,general,100
11075,128,tid_experiment2_dedeyne_participant547,tc25,Doves,All birds,general,65
11076,128,tid_experiment2_dedeyne_participant547,tc26,Ostriches,All birds,general,45
11077,128,tid_experiment2_dedeyne_participant547,tc27,Roosters,All birds,general,30
11078,128,tid_experiment2_dedeyne_participant547,tc28,Storks,All birds,general,52
11079,128,tid_experiment2_dedeyne_participant547,tc29,Chickens,All birds,general,34
11080,128,tid_experiment2_dedeyne_participant547,tc2,Falcons:Vultures,All birds,general,66
11081,128,tid_experiment2_dedeyne_participant547,tc30,Swallows,All birds,general,76
11082,128,tid_experiment2_dedeyne_participant547,tc31,Sparrows,All birds,general,89
11083,128,tid_experiment2_dedeyne_participant547,tc32,All plants and animals,All birds,general,100
11084,128,tid_experiment2_dedeyne_participant547,tc33,Peacocks,All birds,general,29
11085,128,tid_experiment2_dedeyne_participant547,tc34,Turkeys,All birds,general,25
11086,128,tid_experiment2_dedeyne_participant547,tc35,Pelicans,All birds,general,44
11087,128,tid_experiment2_dedeyne_participant547,tc36,Magpies,All birds,general,68
11088,128,tid_experiment2_dedeyne_participant547,tc37,Falcons,All birds,general,57
11089,128,tid_experiment2_dedeyne_participant547,tc3,Vultures:Sparrows,All birds,general,60
11090,128,tid_experiment2_dedeyne_participant547,tc4,Falcons:Swans,All birds,general,54
11091,128,tid_experiment2_dedeyne_participant547,tc5,Parrots:Roosters,All birds,general,31
11092,128,tid_experiment2_dedeyne_participant547,tc6,Vultures:Magpies,All birds,general,61
11093,128,tid_experiment2_dedeyne_participant547,tc7,Seagulls:Blackbirds,All birds,general,59
11094,128,tid_experiment2_dedeyne_participant547,tc8,All animals:All organisms,All birds,general,91
11095,128,tid_experiment2_dedeyne_participant547,tc9,Storks:Magpies,All birds,general,62
11096,419,tid_experiment2_dedeyne_participant79,tc0,Donkeys,Llamas,specific,63
11097,419,tid_experiment2_dedeyne_participant79,tc10,Sheep,Elephants,specific,12
11098,419,tid_experiment2_dedeyne_participant79,tc11,Hedgehogs,Elephants,specific,4
11099,419,tid_experiment2_dedeyne_participant79,tc12,Cats,Lions,specific,32
11100,419,tid_experiment2_dedeyne_participant79,tc13,Beavers,Tigers,specific,20
11101,419,tid_experiment2_dedeyne_participant79,tc14,Camels,Llamas,specific,24
11102,419,tid_experiment2_dedeyne_participant79,tc15,Zebras,Mice,specific,4
11103,419,tid_experiment2_dedeyne_participant79,tc16,Cats,Felines,specific,74
11104,419,tid_experiment2_dedeyne_participant79,tc17,Hamsters,Llamas,specific,16
11105,419,tid_experiment2_dedeyne_participant79,tc18,Horses,Tigers,specific,15
11106,419,tid_experiment2_dedeyne_participant79,tc19,Lions,Cats,specific,66
11107,419,tid_experiment2_dedeyne_participant79,tc1,Deer,Squirrels,specific,14
11108,419,tid_experiment2_dedeyne_participant79,tc20,Hippos,Beavers,specific,50
11109,419,tid_experiment2_dedeyne_participant79,tc21,Tigers,Lions,specific,74
11110,419,tid_experiment2_dedeyne_participant79,tc22,Hedgehogs,Wolves,specific,14
11111,419,tid_experiment2_dedeyne_participant79,tc23,Hamsters,Squirrels,specific,34
11112,419,tid_experiment2_dedeyne_participant79,tc24,Horses,Ponies,specific,74
11113,419,tid_experiment2_dedeyne_participant79,tc25,Mice,Wolves,specific,16
11114,419,tid_experiment2_dedeyne_participant79,tc26,Rhinos,Mice,specific,12
11115,419,tid_experiment2_dedeyne_participant79,tc27,Wolves:Hippos,Beavers,specific,48
11116,419,tid_experiment2_dedeyne_participant79,tc28,Zebras:Rhinos,Mice,specific,17
11117,419,tid_experiment2_dedeyne_participant79,tc29,Cows:Giraffes,Llamas,specific,66
11118,419,tid_experiment2_dedeyne_participant79,tc2,Hamsters,Cats,specific,35
11119,419,tid_experiment2_dedeyne_participant79,tc30,Mice:Hedgehogs,Wolves,specific,14
11120,419,tid_experiment2_dedeyne_participant79,tc31,Tigers:Cats,Lions,specific,78
11121,419,tid_experiment2_dedeyne_participant79,tc32,Canines:Puppies,Dogs,specific,81
11122,419,tid_experiment2_dedeyne_participant79,tc33,Hamsters:Tigers,Cats,specific,28
11123,419,tid_experiment2_dedeyne_participant79,tc34,Beavers:Horses,Tigers,specific,27
11124,419,tid_experiment2_dedeyne_participant79,tc35,Hedgehogs:Sheep,Elephants,specific,25
11125,419,tid_experiment2_dedeyne_participant79,tc36,Hamsters:Deer,Squirrels,specific,63
11126,419,tid_experiment2_dedeyne_participant79,tc37,Hamsters:Donkeys,Llamas,specific,48
11127,419,tid_experiment2_dedeyne_participant79,tc3,Giraffes,Llamas,specific,34
11128,419,tid_experiment2_dedeyne_participant79,tc4,Mice,Hamsters,specific,70
11129,419,tid_experiment2_dedeyne_participant79,tc5,Foxes,Tigers,specific,38
11130,419,tid_experiment2_dedeyne_participant79,tc6,Wolves,Beavers,specific,44
11131,419,tid_experiment2_dedeyne_participant79,tc7,Tigers,Cats,specific,59
11132,419,tid_experiment2_dedeyne_participant79,tc8,Dogs,Canines,specific,45
11133,419,tid_experiment2_dedeyne_participant79,tc9,Cows,Llamas,specific,20
11134,363,tid_experiment2_dedeyne_participant573,tc0,Mopeds:Bicycles,Submarines,specific,13
11135,363,tid_experiment2_dedeyne_participant573,tc10,Cars:Caravans,Jeeps,specific,99
11136,363,tid_experiment2_dedeyne_participant573,tc11,Trucks,Carriages,specific,50
11137,363,tid_experiment2_dedeyne_participant573,tc12,Mopeds,Cars,specific,59
11138,363,tid_experiment2_dedeyne_participant573,tc13,Buses,Carriages,specific,52
11139,363,tid_experiment2_dedeyne_participant573,tc14,Trams,Caravans,specific,67
11140,363,tid_experiment2_dedeyne_participant573,tc15,Buses,Trains,specific,72
11141,363,tid_experiment2_dedeyne_participant573,tc16,Trucks,Lorries,specific,100
11142,363,tid_experiment2_dedeyne_participant573,tc17,Trams,Trains,specific,100
11143,363,tid_experiment2_dedeyne_participant573,tc18,Bicycles,Submarines,specific,2
11144,363,tid_experiment2_dedeyne_participant573,tc19,Motorbikes,Carriages,specific,14
11145,363,tid_experiment2_dedeyne_participant573,tc1,Motorbikes:Trucks,Bicycles,specific,75
11146,363,tid_experiment2_dedeyne_participant573,tc20,Motorbikes,Bicycles,specific,88
11147,363,tid_experiment2_dedeyne_participant573,tc21,Cars,Zeppelins,specific,13
11148,363,tid_experiment2_dedeyne_participant573,tc22,Caravans,Jeeps,specific,31
11149,363,tid_experiment2_dedeyne_participant573,tc23,Cars,Jeeps,specific,100
11150,363,tid_experiment2_dedeyne_participant573,tc24,Taxis,Cabs,specific,100
11151,363,tid_experiment2_dedeyne_participant573,tc25,Buses,Zeppelins,specific,15
11152,363,tid_experiment2_dedeyne_participant573,tc26,Vans,Caravans,specific,91
11153,363,tid_experiment2_dedeyne_participant573,tc27,Motorbikes,Buses,specific,12
11154,363,tid_experiment2_dedeyne_participant573,tc28,Taxis,Mopeds,specific,7
11155,363,tid_experiment2_dedeyne_participant573,tc29,Motorbikes,Trains,specific,6
11156,363,tid_experiment2_dedeyne_participant573,tc2,Trams:Vans,Caravans,specific,60
11157,363,tid_experiment2_dedeyne_participant573,tc30,Boats,Skateboards,specific,1
11158,363,tid_experiment2_dedeyne_participant573,tc31,Buses,Cars,specific,71
11159,363,tid_experiment2_dedeyne_participant573,tc32,Mopeds,Scooters,specific,100
11160,363,tid_experiment2_dedeyne_participant573,tc33,Mopeds,Submarines,specific,6
11161,363,tid_experiment2_dedeyne_participant573,tc34,Trams,Trucks,specific,59
11162,363,tid_experiment2_dedeyne_participant573,tc35,Tractors,Mopeds,specific,8
11163,363,tid_experiment2_dedeyne_participant573,tc36,Trucks,Bicycles,specific,3
11164,363,tid_experiment2_dedeyne_participant573,tc37,Caravans,Skateboards,specific,3
11165,363,tid_experiment2_dedeyne_participant573,tc3,Trams:Buses,Trains,specific,79
11166,363,tid_experiment2_dedeyne_participant573,tc4,Caravans:Boats,Skateboards,specific,9
11167,363,tid_experiment2_dedeyne_participant573,tc5,Buses:Mopeds,Cars,specific,82
11168,363,tid_experiment2_dedeyne_participant573,tc6,Buses:Cars,Zeppelins,specific,20
11169,363,tid_experiment2_dedeyne_participant573,tc7,Tractors:Taxis,Mopeds,specific,40
11170,363,tid_experiment2_dedeyne_participant573,tc8,Locomotives:Trams,Trains,specific,100
11171,363,tid_experiment2_dedeyne_participant573,tc9,Trucks:Buses,Carriages,specific,40
11172,461,tid_experiment2_dedeyne_participant38,tc0,Chickens,Canaries,specific,60
11173,461,tid_experiment2_dedeyne_participant38,tc10,Chickens,Pelicans,specific,5
11174,461,tid_experiment2_dedeyne_participant38,tc11,Ostriches,Pelicans,specific,5
11175,461,tid_experiment2_dedeyne_participant38,tc12,Sparrows,Roosters,specific,20
11176,461,tid_experiment2_dedeyne_participant38,tc13,Crows,Pelicans,specific,30
11177,461,tid_experiment2_dedeyne_participant38,tc14,Falcons,Swans,specific,5
11178,461,tid_experiment2_dedeyne_participant38,tc15,Eagles,Vultures,specific,80
11179,461,tid_experiment2_dedeyne_participant38,tc16,Hawks,Falcons,specific,80
11180,461,tid_experiment2_dedeyne_participant38,tc17,Swallows,Seagulls,specific,20
11181,461,tid_experiment2_dedeyne_participant38,tc18,Ducks,Pelicans,specific,50
11182,461,tid_experiment2_dedeyne_participant38,tc19,Magpies,Swans,specific,5
11183,461,tid_experiment2_dedeyne_participant38,tc1,Woodpeckers,Doves,specific,30
11184,461,tid_experiment2_dedeyne_participant38,tc20,Storks,Pelicans,specific,95
11185,461,tid_experiment2_dedeyne_participant38,tc21,Parrots,Sparrows,specific,80
11186,461,tid_experiment2_dedeyne_participant38,tc22,Peacocks,Seagulls,specific,15
11187,461,tid_experiment2_dedeyne_participant38,tc23,Turkeys,Pelicans,specific,5
11188,461,tid_experiment2_dedeyne_participant38,tc24,Pigeons,Doves,specific,100
11189,461,tid_experiment2_dedeyne_participant38,tc25,Crows,Swans,specific,5
11190,461,tid_experiment2_dedeyne_participant38,tc26,Roosters,Chickens,specific,100
11191,461,tid_experiment2_dedeyne_participant38,tc27,Magpies:Crows,Swans,specific,20
11192,461,tid_experiment2_dedeyne_participant38,tc28,Eagles:Turkeys,Vultures,specific,70
11193,461,tid_experiment2_dedeyne_participant38,tc29,Falcons:Woodpeckers,Swans,specific,10
11194,461,tid_experiment2_dedeyne_participant38,tc2,Sparrows,Canaries,specific,80
11195,461,tid_experiment2_dedeyne_participant38,tc30,Roosters:Swans,Chickens,specific,80
11196,461,tid_experiment2_dedeyne_participant38,tc31,Swallows:Peacocks,Seagulls,specific,0
11197,461,tid_experiment2_dedeyne_participant38,tc32,Hawks:Eagles,Falcons,specific,100
11198,461,tid_experiment2_dedeyne_participant38,tc33,Sparrows:Peacocks,Roosters,specific,0
11199,461,tid_experiment2_dedeyne_participant38,tc34,Ducks:Turkeys,Pelicans,specific,0
11200,461,tid_experiment2_dedeyne_participant38,tc35,Chickens:Sparrows,Canaries,specific,60
11201,461,tid_experiment2_dedeyne_participant38,tc36,Canaries:Blackbirds,Ostriches,specific,0
11202,461,tid_experiment2_dedeyne_participant38,tc37,Chickens:Ostriches,Pelicans,specific,0
11203,461,tid_experiment2_dedeyne_participant38,tc3,Turkeys,Vultures,specific,10
11204,461,tid_experiment2_dedeyne_participant38,tc4,Swans,Chickens,specific,70
11205,461,tid_experiment2_dedeyne_participant38,tc5,Woodpeckers,Swans,specific,10
11206,461,tid_experiment2_dedeyne_participant38,tc6,Canaries,Ostriches,specific,10
11207,461,tid_experiment2_dedeyne_participant38,tc7,Peacocks,Roosters,specific,85
11208,461,tid_experiment2_dedeyne_participant38,tc8,Crows,Ravens,specific,95
11209,461,tid_experiment2_dedeyne_participant38,tc9,Blackbirds,Ostriches,specific,5
11210,151,tid_experiment2_dedeyne_participant29,tc0,Sleds,Bicycles,specific,91
11211,151,tid_experiment2_dedeyne_participant29,tc10,Cars,Taxis,specific,94
11212,151,tid_experiment2_dedeyne_participant29,tc11,Rockets,Trams,specific,0
11213,151,tid_experiment2_dedeyne_participant29,tc12,Trucks,Rockets,specific,0
11214,151,tid_experiment2_dedeyne_participant29,tc13,Skateboards,Rockets,specific,0
11215,151,tid_experiment2_dedeyne_participant29,tc14,Tractors,Jeeps,specific,51
11216,151,tid_experiment2_dedeyne_participant29,tc15,Motorbikes,Bicycles,specific,62
11217,151,tid_experiment2_dedeyne_participant29,tc16,Taxis,Cabs,specific,100
11218,151,tid_experiment2_dedeyne_participant29,tc17,Hovercraft,Boats,specific,86
11219,151,tid_experiment2_dedeyne_participant29,tc18,Cars,Jeeps,specific,72
11220,151,tid_experiment2_dedeyne_participant29,tc19,Motorbikes,Jeeps,specific,60
11221,151,tid_experiment2_dedeyne_participant29,tc1,Trucks,Zeppelins,specific,0
11222,151,tid_experiment2_dedeyne_participant29,tc20,Buses,Boats,specific,27
11223,151,tid_experiment2_dedeyne_participant29,tc21,Trains,Carts,specific,0
11224,151,tid_experiment2_dedeyne_participant29,tc22,Airplanes,Jeeps,specific,11
11225,151,tid_experiment2_dedeyne_participant29,tc23,Carriages,Boats,specific,0
11226,151,tid_experiment2_dedeyne_participant29,tc24,Mopeds,Scooters,specific,90
11227,151,tid_experiment2_dedeyne_participant29,tc25,Zeppelins,Skateboards,specific,0
11228,151,tid_experiment2_dedeyne_participant29,tc26,Helicopters,Boats,specific,4
11229,151,tid_experiment2_dedeyne_participant29,tc27,Tractors:Airplanes,Jeeps,specific,85
11230,151,tid_experiment2_dedeyne_participant29,tc28,Trains:Carriages,Carts,specific,72
11231,151,tid_experiment2_dedeyne_participant29,tc29,Motorbikes:Sleds,Bicycles,specific,31
11232,151,tid_experiment2_dedeyne_participant29,tc2,Carriages,Carts,specific,69
11233,151,tid_experiment2_dedeyne_participant29,tc30,Skateboards:Trucks,Rockets,specific,0
11234,151,tid_experiment2_dedeyne_participant29,tc31,Cars:Motorbikes,Jeeps,specific,88
11235,151,tid_experiment2_dedeyne_participant29,tc32,Locomotives:Trams,Trains,specific,90
11236,151,tid_experiment2_dedeyne_participant29,tc33,Buses:Trucks,Zeppelins,specific,0
11237,151,tid_experiment2_dedeyne_participant29,tc34,Carriages:Hovercraft,Boats,specific,87
11238,151,tid_experiment2_dedeyne_participant29,tc35,Helicopters:Buses,Boats,specific,71
