,domain,conclusion_type,argument,premises,conclusion,avg_ranking,avg_rating,is_osherson,is_single_premise,is_control,is_tutorial,num_ratings,premise_typicality,premise_conclusion_similarity,scm_score,best_scm_score,best_scm_alpha
606,Birds,Specific,"(('Magpies',), 'Blackbirds')","('Magpies',)",Blackbirds,9.0,65.9,False,True,False,False,20,"(17.89285714,)","(14.058823529411764,)",12.051470588235292,14.058823529411764,1.0
607,Birds,Specific,"(('Magpies',), 'Chickens')","('Magpies',)",Chickens,9.8,47.5,False,True,False,False,10,"(17.89285714,)","(8.411764705882353,)",9.227941176470589,8.411764705882353,1.0
608,Birds,Specific,"(('Magpies',), 'Crows')","('Magpies',)",Crows,6.4,68.2,False,True,False,False,10,"(17.89285714,)","(14.882352941176471,)",12.463235294117649,14.882352941176471,1.0
609,Birds,Specific,"(('Magpies',), 'Ducks')","('Magpies',)",Ducks,10.35,58.0,False,True,False,False,20,"(17.89285714,)","(8.058823529411764,)",9.051470588235292,8.058823529411764,1.0
610,Birds,Specific,"(('Magpies',), 'Falcons')","('Magpies',)",Falcons,14.1,45.3,False,True,False,False,10,"(17.89285714,)","(9.235294117647058,)",9.639705882352942,9.235294117647058,1.0
611,Birds,Specific,"(('Magpies',), 'Storks')","('Magpies',)",Storks,10.1,61.0,False,True,False,False,10,"(17.89285714,)","(6.882352941176471,)",8.463235294117649,6.882352941176471,1.0
612,Birds,Specific,"(('Magpies',), 'Swans')","('Magpies',)",Swans,10.7,43.4,False,True,False,False,10,"(17.89285714,)","(6.352941176470588,)",8.198529411764707,6.352941176470588,1.0
613,Birds,Specific,"(('Magpies',), 'Turkeys')","('Magpies',)",Turkeys,12.15,52.75,False,True,False,False,20,"(17.89285714,)","(7.294117647058823,)",8.669117647058824,7.294117647058823,1.0
614,Birds,Specific,"(('Magpies',), 'Woodpeckers')","('Magpies',)",Woodpeckers,9.75,58.3,False,True,False,False,20,"(17.89285714,)","(13.235294117647058,)",11.639705882352942,13.235294117647058,1.0
615,Mammals,General,"(('Mice', 'Dogs'), 'All mammals')","('Mice', 'Dogs')",All mammals,5.4,62.6,False,False,False,False,10,"(15.67857143, 18.53571429)","(None, None)",9.846491228070176,9.846491228070176,0.95
616,Mammals,Specific,"(('Mice', 'Dolphins'), 'Horses')","('Mice', 'Dolphins')",Horses,10.1,48.6,True,False,False,False,10,"(15.67857143, None)","(5.578947368421052, None)",6.328947368421052,6.403947368421052,0.45
617,Mammals,General,"(('Mice', 'Hamsters'), 'All mammals')","('Mice', 'Hamsters')",All mammals,7.0,32.6,False,False,False,False,10,"(15.67857143, 14.57142857)","(None, None)",8.142543859649123,8.142543859649123,0.95
618,Mammals,General,"(('Mice', 'Hedgehogs'), 'All mammals')","('Mice', 'Hedgehogs')",All mammals,5.3,46.9,False,False,False,False,10,"(15.67857143, 13.17857143)","(None, None)",7.907894736842105,7.907894736842105,0.95
619,Mammals,Specific,"(('Mice', 'Hedgehogs'), 'Wolves')","('Mice', 'Hedgehogs')",Wolves,7.555555555555555,44.11111111111112,False,False,False,False,9,"(15.67857143, 13.17857143)","(5.526315789473684, 5.473684210526316)",6.717105263157895,6.836184210526316,0.45
620,Mammals,General,"(('Mice', 'Horses'), 'All mammals')","('Mice', 'Horses')",All mammals,3.8,62.3,False,False,False,False,10,"(15.67857143, 17.53571429)","(None, None)",10.780701754385964,10.780701754385964,0.95
621,Mammals,General,"(('Mice', 'Llamas'), 'All mammals')","('Mice', 'Llamas')",All mammals,4.9,43.4,False,False,False,False,10,"(15.67857143, 14.64285714)","(None, None)",10.510964912280702,10.510964912280702,0.95
622,Mammals,General,"(('Mice', 'Rabbits'), 'All mammals')","('Mice', 'Rabbits')",All mammals,5.666666666666667,47.333333333333336,False,False,False,False,9,"(15.67857143, 16.64285714)","(None, None)",8.646929824561404,8.646929824561404,0.95
623,Mammals,Specific,"(('Mice', 'Rabbits'), 'Hippos')","('Mice', 'Rabbits')",Hippos,8.2,32.3,False,False,False,False,10,"(15.67857143, 16.64285714)","(5.2631578947368425, 5.526315789473684)",7.0866228070175445,7.24265350877193,0.45
624,Mammals,General,"(('Mice', 'Squirrels'), 'All mammals')","('Mice', 'Squirrels')",All mammals,4.5,52.8,False,False,False,False,10,"(15.67857143, 14.57142857)","(None, None)",8.31140350877193,8.31140350877193,0.95
625,Mammals,Specific,"(('Mice', 'Squirrels'), 'Horses')","('Mice', 'Squirrels')",Horses,8.9,51.6,True,False,False,False,10,"(15.67857143, 14.57142857)","(5.578947368421052, 6.315789473684211)",7.31359649122807,7.413377192982456,0.45
626,Mammals,General,"(('Mice', 'Wolves'), 'All mammals')","('Mice', 'Wolves')",All mammals,4.3,56.2,False,False,False,False,10,"(15.67857143, 17.03571429)","(None, None)",9.973684210526317,9.973684210526319,0.95
627,Mammals,General,"(('Mice',), 'All mammals')","('Mice',)",All mammals,8.191919191919192,42.81818181818182,False,True,False,False,99,"(15.67857143,)","(None,)",7.078947368421052,7.078947368421052,0.15
628,Mammals,Specific,"(('Mice',), 'Cats')","('Mice',)",Cats,9.9,37.2,False,True,False,False,10,"(15.67857143,)","(7.7368421052631575,)",7.407894736842104,7.7368421052631575,1.0
629,Mammals,Specific,"(('Mice',), 'Dogs')","('Mice',)",Dogs,12.7,35.2,False,True,False,False,10,"(15.67857143,)","(6.7368421052631575,)",6.907894736842104,6.7368421052631575,1.0
630,Mammals,Specific,"(('Mice',), 'Elephants')","('Mice',)",Elephants,16.7,36.0,False,True,False,False,10,"(15.67857143,)","(4.7894736842105265,)",5.934210526315789,4.7894736842105265,1.0
631,Mammals,Specific,"(('Mice',), 'Giraffes')","('Mice',)",Giraffes,13.3,21.8,False,True,False,False,10,"(15.67857143,)","(4.842105263157895,)",5.9605263157894735,4.842105263157895,1.0
632,Mammals,Specific,"(('Mice',), 'Hamsters')","('Mice',)",Hamsters,5.368421052631579,74.0,False,True,False,False,19,"(15.67857143,)","(13.473684210526315,)",10.276315789473683,13.473684210526315,1.0
633,Mammals,Specific,"(('Mice',), 'Hippos')","('Mice',)",Hippos,12.8,39.3,False,True,False,False,10,"(15.67857143,)","(5.2631578947368425,)",6.171052631578947,5.2631578947368425,1.0
634,Mammals,Specific,"(('Mice',), 'Horses')","('Mice',)",Horses,8.15,61.0,True,True,False,False,20,"(15.67857143,)","(5.578947368421052,)",6.328947368421052,5.578947368421052,1.0
635,Mammals,Specific,"(('Mice',), 'Rabbits')","('Mice',)",Rabbits,7.7,55.6,False,True,False,False,10,"(15.67857143,)","(8.421052631578947,)",7.75,8.421052631578947,1.0
636,Mammals,Specific,"(('Mice',), 'Wolves')","('Mice',)",Wolves,14.666666666666666,35.333333333333336,False,True,False,False,9,"(15.67857143,)","(5.526315789473684,)",6.302631578947368,5.526315789473684,1.0
637,Vehicles,General,"(('Mopeds', 'Airplanes'), 'All vehicles')","('Mopeds', 'Airplanes')",All vehicles,5.1,43.1,False,False,False,False,10,"(16.75, 15.03571429)","(None, None)",9.891666666666667,9.891666666666667,0.35
638,Vehicles,Specific,"(('Mopeds', 'Bicycles'), 'Submarines')","('Mopeds', 'Bicycles')",Submarines,7.6,19.4,False,False,False,False,10,"(16.75, 17.07142857)","(4.866666666666666, 4.533333333333333)",6.637499999999999,5.929166666666667,0.7
639,Vehicles,Specific,"(('Mopeds', 'Cars'), 'Motorbikes')","('Mopeds', 'Cars')",Motorbikes,2.7,77.3,False,False,False,False,10,"(16.75, 19.67857143)","(18.533333333333335, 8.866666666666667)",14.679166666666667,16.220833333333335,0.7
640,Vehicles,Specific,"(('Mopeds', 'Helicopters'), 'Skateboards')","('Mopeds', 'Helicopters')",Skateboards,6.444444444444445,43.44444444444444,False,False,False,False,9,"(16.75, 12.67857143)","(6.4, 4.4)",7.862500000000001,7.2775,0.7
641,Vehicles,General,"(('Mopeds', 'Trucks'), 'All vehicles')","('Mopeds', 'Trucks')",All vehicles,4.6,55.9,False,False,False,False,10,"(16.75, 17.07142857)","(None, None)",10.561111111111112,10.561111111111112,0.35
642,Vehicles,General,"(('Mopeds',), 'All vehicles')","('Mopeds',)",All vehicles,8.171717171717171,40.57575757575758,False,True,False,False,99,"(16.75,)","(None,)",7.786111111111111,7.786111111111111,0.0
643,Vehicles,Specific,"(('Mopeds',), 'Cars')","('Mopeds',)",Cars,7.4,58.6,False,True,False,False,10,"(16.75,)","(9.533333333333333,)",8.659722222222221,8.834444444444443,0.6
644,Vehicles,Specific,"(('Mopeds',), 'Jeeps')","('Mopeds',)",Jeeps,10.5,42.5,False,True,False,False,10,"(16.75,)","(8.2,)",7.993055555555555,8.034444444444443,0.6
645,Vehicles,Specific,"(('Mopeds',), 'Motorbikes')","('Mopeds',)",Motorbikes,3.275,81.525,False,True,False,False,40,"(16.75,)","(18.533333333333335,)",13.159722222222223,14.234444444444446,0.6
646,Vehicles,Specific,"(('Mopeds',), 'Rockets')","('Mopeds',)",Rockets,17.75,23.75,False,True,False,False,20,"(16.75,)","(4.6,)",6.193055555555556,5.874444444444444,0.6
647,Vehicles,Specific,"(('Mopeds',), 'Scooters')","('Mopeds',)",Scooters,3.707070707070707,81.98989898989899,False,True,False,False,99,"(16.75,)","(None,)",3.893055555555556,3.1144444444444446,0.6
648,Vehicles,Specific,"(('Mopeds',), 'Skateboards')","('Mopeds',)",Skateboards,10.11111111111111,48.55555555555556,False,True,False,False,9,"(16.75,)","(6.4,)",7.093055555555556,6.954444444444444,0.6
649,Vehicles,Specific,"(('Mopeds',), 'Submarines')","('Mopeds',)",Submarines,16.0,26.2,False,True,False,False,10,"(16.75,)","(4.866666666666666,)",6.326388888888889,6.0344444444444445,0.6
650,Vehicles,Specific,"(('Motorbikes', 'Buses'), 'Trains')","('Motorbikes', 'Buses')",Trains,5.4,54.1,False,False,False,False,10,"(17.25, 18.5)","(6.466666666666667, 12.866666666666667)",11.819444444444446,12.238333333333333,0.7
651,Vehicles,General,"(('Motorbikes', 'Cars'), 'All vehicles')","('Motorbikes', 'Cars')",All vehicles,3.3,62.7,False,False,False,False,10,"(17.25, 19.67857143)","(None, None)",10.858333333333334,10.858333333333334,0.35
652,Vehicles,Specific,"(('Motorbikes', 'Sleds'), 'Bicycles')","('Motorbikes', 'Sleds')",Bicycles,5.1,70.6,False,False,False,False,10,"(17.25, 8.071428571)","(14.266666666666667, 6.533333333333333)",11.731944444444444,12.745833333333334,0.7
653,Vehicles,General,"(('Motorbikes', 'Taxis'), 'All vehicles')","('Motorbikes', 'Taxis')",All vehicles,3.1,68.1,False,False,False,False,10,"(17.25, 17.5)","(None, None)",10.286111111111111,10.286111111111111,0.35
654,Vehicles,Specific,"(('Motorbikes', 'Trucks'), 'Bicycles')","('Motorbikes', 'Trucks')",Bicycles,5.0,54.4,False,False,False,False,10,"(17.25, 17.07142857)","(14.266666666666667, 5.733333333333333)",12.434722222222224,13.1675,0.7
655,Vehicles,General,"(('Motorbikes',), 'All vehicles')","('Motorbikes',)",All vehicles,6.94949494949495,44.61616161616162,False,True,False,False,99,"(17.25,)","(None,)",7.958333333333335,7.958333333333335,0.0
656,Vehicles,Specific,"(('Motorbikes',), 'Bicycles')","('Motorbikes',)",Bicycles,7.2,62.05,False,True,False,False,20,"(17.25,)","(14.266666666666667,)",11.1125,11.743333333333334,0.6
657,Vehicles,Specific,"(('Motorbikes',), 'Buses')","('Motorbikes',)",Buses,9.85,43.65,False,True,False,False,20,"(17.25,)","(7.866666666666666,)",7.9125,7.903333333333334,0.6
658,Vehicles,Specific,"(('Motorbikes',), 'Carriages')","('Motorbikes',)",Carriages,12.0,43.6,False,True,False,False,30,"(17.25,)","(6.8,)",7.379166666666667,7.263333333333334,0.6
659,Vehicles,Specific,"(('Motorbikes',), 'Cars')","('Motorbikes',)",Cars,8.4,56.36666666666667,False,True,False,False,30,"(17.25,)","(8.866666666666667,)",8.412500000000001,8.503333333333334,0.6
660,Vehicles,Specific,"(('Motorbikes',), 'Jeeps')","('Motorbikes',)",Jeeps,7.0,60.8,False,True,False,False,10,"(17.25,)","(7.733333333333333,)",7.845833333333334,7.823333333333334,0.6
661,Vehicles,Specific,"(('Motorbikes',), 'Mopeds')","('Motorbikes',)",Mopeds,3.8,83.9,False,True,False,False,10,"(17.25,)","(18.533333333333335,)",13.245833333333335,14.303333333333335,0.6
662,Vehicles,Specific,"(('Motorbikes',), 'Rockets')","('Motorbikes',)",Rockets,14.4,32.5,False,True,False,False,10,"(17.25,)","(5.0,)",6.479166666666668,6.183333333333334,0.6
663,Vehicles,Specific,"(('Motorbikes',), 'Trains')","('Motorbikes',)",Trains,12.8,41.55,False,True,False,False,20,"(17.25,)","(6.466666666666667,)",7.2125,7.063333333333334,0.6
664,Birds,Specific,"(('Ostriches', 'Blackbirds'), 'Swallows')","('Ostriches', 'Blackbirds')",Swallows,6.1,63.1,False,False,False,False,10,"(11.21428571, 18.82142857)","(7.0588235294117645, 11.764705882352942)",11.43872549019608,11.764705882352942,1.0
665,Birds,Specific,"(('Ostriches', 'Doves'), 'Ducks')","('Ostriches', 'Doves')",Ducks,5.4,67.8,False,False,False,False,10,"(11.21428571, 18.14285714)","(7.176470588235294, 10.823529411764707)",10.964460784313726,10.823529411764707,1.0
666,Birds,Specific,"(('Ostriches', 'Ducks'), 'Magpies')","('Ostriches', 'Ducks')",Magpies,5.8,60.7,False,False,False,False,10,"(11.21428571, 12.78571429)","(6.647058823529412, 8.058823529411764)",9.14828431372549,8.058823529411764,1.0
667,Birds,Specific,"(('Ostriches', 'Ducks'), 'Storks')","('Ostriches', 'Ducks')",Storks,4.3,77.8,False,False,False,False,10,"(11.21428571, 12.78571429)","(10.588235294117647, 7.529411764705882)",10.41299019607843,10.588235294117647,1.0
668,Birds,General,"(('Ostriches', 'Eagles'), 'All birds')","('Ostriches', 'Eagles')",All birds,3.6,59.9,False,False,False,False,10,"(11.21428571, 16.92592593)","(None, None)",9.958333333333334,9.958333333333334,0.3
669,Birds,General,"(('Ostriches', 'Parrots'), 'All birds')","('Ostriches', 'Parrots')",All birds,4.0,57.6,False,False,False,False,10,"(11.21428571, 15.85714286)","(None, None)",10.176470588235295,10.176470588235295,0.3
670,Birds,General,"(('Ostriches', 'Peacocks'), 'All birds')","('Ostriches', 'Peacocks')",All birds,4.4,57.0,False,False,False,False,10,"(11.21428571, 12.28571429)","(None, None)",9.977941176470589,9.977941176470589,0.3
671,Birds,General,"(('Ostriches', 'Pelicans'), 'All birds')","('Ostriches', 'Pelicans')",All birds,5.3,51.8,False,False,False,False,10,"(11.21428571, 12.57142857)","(None, None)",9.676470588235295,9.676470588235295,0.3
672,Birds,Specific,"(('Ostriches', 'Storks'), 'Canaries')","('Ostriches', 'Storks')",Canaries,7.3,55.8,False,False,False,False,10,"(11.21428571, 15.39285714)","(5.588235294117647, 6.0588235294117645)",7.870098039215686,6.0588235294117645,1.0
673,Birds,Specific,"(('Ostriches', 'Storks'), 'Robins')","('Ostriches', 'Storks')",Robins,6.0,62.3,False,False,False,False,10,"(11.21428571, 15.39285714)","(5.647058823529412, 6.0)",7.840686274509804,6.0,1.0
674,Birds,Specific,"(('Ostriches', 'Swans'), 'Crows')","('Ostriches', 'Swans')",Crows,6.1,66.9,False,False,False,False,10,"(11.21428571, 12.82142857)","(8.0, 6.823529411764706)",8.92156862745098,8.0,1.0
675,Birds,General,"(('Ostriches', 'Turkeys'), 'All birds')","('Ostriches', 'Turkeys')",All birds,3.5,65.6,False,False,False,False,10,"(11.21428571, 11.67857143)","(None, None)",10.357843137254903,10.357843137254903,0.3
676,Birds,Specific,"(('Ostriches', 'Vultures'), 'Canaries')","('Ostriches', 'Vultures')",Canaries,5.3,63.6,False,False,False,False,10,"(11.21428571, 15.14285714)","(5.588235294117647, 6.294117647058823)",8.136029411764707,6.294117647058823,1.0
677,Birds,General,"(('Ostriches',), 'All birds')","('Ostriches',)",All birds,8.909090909090908,46.21818181818182,False,True,False,False,110,"(11.21428571,)","(None,)",8.25,8.25,0.45
678,Birds,Specific,"(('Ostriches',), 'Blackbirds')","('Ostriches',)",Blackbirds,13.15,48.95,False,True,False,False,20,"(11.21428571,)","(5.529411764705882,)",6.889705882352941,5.529411764705882,1.0
679,Birds,Specific,"(('Ostriches',), 'Canaries')","('Ostriches',)",Canaries,13.666666666666666,47.13333333333333,False,True,False,False,30,"(11.21428571,)","(5.588235294117647,)",6.919117647058823,5.588235294117647,1.0
680,Birds,Specific,"(('Ostriches',), 'Crows')","('Ostriches',)",Crows,13.1,47.3,False,True,False,False,20,"(11.21428571,)","(8.0,)",8.125,8.0,1.0
681,Birds,Specific,"(('Ostriches',), 'Ducks')","('Ostriches',)",Ducks,13.1,46.4,False,True,False,False,10,"(11.21428571,)","(7.176470588235294,)",7.713235294117647,7.176470588235294,1.0
682,Birds,Specific,"(('Ostriches',), 'Magpies')","('Ostriches',)",Magpies,12.8,52.7,False,True,False,False,10,"(11.21428571,)","(6.647058823529412,)",7.448529411764706,6.647058823529412,1.0
683,Birds,Specific,"(('Ostriches',), 'Pelicans')","('Ostriches',)",Pelicans,9.0,50.5,False,True,False,False,10,"(11.21428571,)","(9.235294117647058,)",8.742647058823529,9.235294117647058,1.0
684,Birds,Specific,"(('Ostriches',), 'Robins')","('Ostriches',)",Robins,11.8,59.1,False,True,False,False,10,"(11.21428571,)","(5.647058823529412,)",6.9485294117647065,5.647058823529412,1.0
685,Birds,Specific,"(('Ostriches',), 'Sparrows')","('Ostriches',)",Sparrows,14.8,41.45,False,True,False,False,20,"(11.21428571,)","(5.882352941176471,)",7.066176470588236,5.882352941176471,1.0
686,Birds,Specific,"(('Ostriches',), 'Storks')","('Ostriches',)",Storks,8.7,62.7,False,True,False,False,10,"(11.21428571,)","(10.588235294117647,)",9.419117647058822,10.588235294117647,1.0
687,Birds,Specific,"(('Ostriches',), 'Swallows')","('Ostriches',)",Swallows,12.2,43.85,False,True,False,False,20,"(11.21428571,)","(7.0588235294117645,)",7.654411764705882,7.0588235294117645,1.0
688,Birds,General,"(('Parrots', 'Canaries'), 'All birds')","('Parrots', 'Canaries')",All birds,4.3,55.7,False,False,False,False,10,"(15.85714286, 17.89285714)","(None, None)",10.095588235294118,10.095588235294118,0.3
689,Birds,General,"(('Parrots', 'Chickens'), 'All birds')","('Parrots', 'Chickens')",All birds,4.8,51.1,False,False,False,False,10,"(15.85714286, 11.57142857)","(None, None)",10.74754901960784,10.74754901960784,0.3
690,Birds,Specific,"(('Parrots', 'Chickens'), 'Roosters')","('Parrots', 'Chickens')",Roosters,3.6,72.4,False,False,False,False,10,"(15.85714286, 11.57142857)","(9.294117647058824, 17.41176470588235)",14.079656862745097,17.41176470588235,1.0
691,Birds,Specific,"(('Parrots', 'Ducks'), 'Sparrows')","('Parrots', 'Ducks')",Sparrows,5.3,67.2,False,False,False,False,10,"(15.85714286, 12.78571429)","(6.882352941176471, 7.176470588235294)",8.830882352941176,7.176470588235294,1.0
692,Birds,Specific,"(('Parrots', 'Eagles'), 'Vultures')","('Parrots', 'Eagles')",Vultures,3.8,79.2,False,False,False,False,10,"(15.85714286, 16.92592593)","(8.0, 14.823529411764707)",12.618872549019608,14.823529411764707,1.0
693,Birds,General,"(('Parrots', 'Magpies'), 'All birds')","('Parrots', 'Magpies')",All birds,5.6,56.2,False,False,False,False,10,"(15.85714286, 17.89285714)","(None, None)",10.92892156862745,10.928921568627448,0.3
694,Birds,General,"(('Parrots', 'Robins'), 'All birds')","('Parrots', 'Robins')",All birds,5.0,51.8,False,False,False,False,10,"(15.85714286, 18.32142857)","(None, None)",10.352941176470589,10.352941176470587,0.3
695,Birds,General,"(('Parrots', 'Roosters'), 'All birds')","('Parrots', 'Roosters')",All birds,5.4,56.0,False,False,False,False,10,"(15.85714286, 11.07142857)","(None, None)",10.272058823529411,10.272058823529411,0.3
696,Birds,General,"(('Parrots', 'Sparrows'), 'All birds')","('Parrots', 'Sparrows')",All birds,3.0,62.1,False,False,False,False,10,"(15.85714286, 19.17857143)","(None, None)",10.519607843137257,10.519607843137255,0.3
697,Birds,Specific,"(('Parrots', 'Vultures'), 'Crows')","('Parrots', 'Vultures')",Crows,5.4,58.8,False,False,False,False,10,"(15.85714286, 15.14285714)","(9.176470588235293, 11.0)",10.764705882352942,11.0,1.0
698,Birds,General,"(('Parrots', 'Woodpeckers'), 'All birds')","('Parrots', 'Woodpeckers')",All birds,2.9,75.2,False,False,False,False,10,"(15.85714286, 16.42857143)","(None, None)",10.54656862745098,10.54656862745098,0.3
699,Birds,General,"(('Parrots',), 'All birds')","('Parrots',)",All birds,6.4,53.98181818181818,False,True,False,False,110,"(15.85714286,)","(None,)",9.068627450980392,9.068627450980394,0.45
700,Birds,Specific,"(('Parrots',), 'Crows')","('Parrots',)",Crows,11.6,53.5,False,True,False,False,10,"(15.85714286,)","(9.176470588235293,)",9.122549019607842,9.176470588235293,1.0
701,Birds,Specific,"(('Parrots',), 'Doves')","('Parrots',)",Doves,12.1,50.1,False,True,False,False,10,"(15.85714286,)","(9.117647058823529,)",9.09313725490196,9.117647058823529,1.0
702,Birds,Specific,"(('Parrots',), 'Ducks')","('Parrots',)",Ducks,9.2,62.5,False,True,False,False,10,"(15.85714286,)","(7.0,)",8.034313725490197,7.0,1.0
703,Birds,Specific,"(('Parrots',), 'Eagles')","('Parrots',)",Eagles,9.9,54.45,False,True,False,False,20,"(15.85714286,)","(8.470588235294118,)",8.769607843137255,8.470588235294118,1.0
704,Birds,Specific,"(('Parrots',), 'Falcons')","('Parrots',)",Falcons,11.3,53.0,False,True,False,False,10,"(15.85714286,)","(8.529411764705882,)",8.799019607843137,8.529411764705882,1.0
705,Birds,Specific,"(('Parrots',), 'Ostriches')","('Parrots',)",Ostriches,17.0,37.4,False,True,False,False,10,"(15.85714286,)","(7.0588235294117645,)",8.063725490196077,7.0588235294117645,1.0
706,Birds,Specific,"(('Parrots',), 'Roosters')","('Parrots',)",Roosters,13.05,47.75,False,True,False,False,20,"(15.85714286,)","(9.294117647058824,)",9.181372549019608,9.294117647058824,1.0
707,Birds,Specific,"(('Parrots',), 'Sparrows')","('Parrots',)",Sparrows,9.8,54.6,False,True,False,False,20,"(15.85714286,)","(6.882352941176471,)",7.975490196078431,6.882352941176471,1.0
708,Birds,Specific,"(('Parrots',), 'Turkeys')","('Parrots',)",Turkeys,12.2,48.3,False,True,False,False,10,"(15.85714286,)","(7.588235294117647,)",8.32843137254902,7.588235294117647,1.0
709,Birds,Specific,"(('Parrots',), 'Vultures')","('Parrots',)",Vultures,12.8,47.7,False,True,False,False,10,"(15.85714286,)","(8.0,)",8.534313725490197,8.0,1.0
710,Birds,General,"(('Peacocks', 'Falcons'), 'All birds')","('Peacocks', 'Falcons')",All birds,3.1,66.8,False,False,False,False,10,"(12.28571429, 15.5)","(None, None)",10.904411764705884,10.904411764705884,0.3
711,Birds,General,"(('Peacocks', 'Magpies'), 'All birds')","('Peacocks', 'Magpies')",All birds,5.4,53.3,False,False,False,False,10,"(12.28571429, 17.89285714)","(None, None)",11.443627450980392,11.443627450980392,0.3
712,Birds,Specific,"(('Peacocks', 'Seagulls'), 'Turkeys')","('Peacocks', 'Seagulls')",Turkeys,7.2,61.2,False,False,False,False,10,"(12.28571429, 17.96428571)","(12.588235294117647, 7.764705882352941)",11.723039215686274,12.588235294117647,1.0
713,Birds,General,"(('Peacocks', 'Swans'), 'All birds')","('Peacocks', 'Swans')",All birds,4.7,55.4,False,False,False,False,10,"(12.28571429, 12.82142857)","(None, None)",10.32843137254902,10.32843137254902,0.3
714,Birds,Specific,"(('Peacocks', 'Swans'), 'Ducks')","('Peacocks', 'Swans')",Ducks,6.5,67.0,False,False,False,False,10,"(12.28571429, 12.82142857)","(8.823529411764707, 15.235294117647058)",12.78186274509804,15.235294117647058,1.0
715,Birds,General,"(('Peacocks', 'Vultures'), 'All birds')","('Peacocks', 'Vultures')",All birds,5.1,53.0,False,False,False,False,10,"(12.28571429, 15.14285714)","(None, None)",10.71813725490196,10.718137254901961,0.3
716,Birds,General,"(('Peacocks',), 'All birds')","('Peacocks',)",All birds,8.454545454545455,46.627272727272725,False,True,False,False,110,"(12.28571429,)","(None,)",9.25735294117647,9.25735294117647,0.45
717,Birds,Specific,"(('Peacocks',), 'Ducks')","('Peacocks',)",Ducks,10.1,61.1,False,True,False,False,10,"(12.28571429,)","(8.823529411764707,)",9.040441176470589,8.823529411764707,1.0
718,Birds,Specific,"(('Peacocks',), 'Roosters')","('Peacocks',)",Roosters,8.4,61.85,False,True,False,False,20,"(12.28571429,)","(11.294117647058824,)",10.275735294117649,11.294117647058824,1.0
719,Birds,Specific,"(('Peacocks',), 'Seagulls')","('Peacocks',)",Seagulls,11.1,49.75,False,True,False,False,20,"(12.28571429,)","(8.470588235294118,)",8.863970588235293,8.470588235294118,1.0
720,Birds,Specific,"(('Peacocks',), 'Turkeys')","('Peacocks',)",Turkeys,8.4,61.9,False,True,False,False,10,"(12.28571429,)","(12.588235294117647,)",10.922794117647058,12.588235294117647,1.0
721,Birds,Specific,"(('Pelicans', 'Blackbirds'), 'Sparrows')","('Pelicans', 'Blackbirds')",Sparrows,4.2,63.9,False,False,False,False,10,"(12.57142857, 18.82142857)","(5.9411764705882355, 14.0)",12.725490196078432,14.0,1.0
722,Birds,General,"(('Pelicans', 'Chickens'), 'All birds')","('Pelicans', 'Chickens')",All birds,4.9,68.0,False,False,False,False,10,"(12.57142857, 11.57142857)","(None, None)",11.063725490196076,11.063725490196077,0.3
723,Birds,General,"(('Pelicans', 'Ducks'), 'All birds')","('Pelicans', 'Ducks')",All birds,4.9,72.2,False,False,False,False,10,"(12.57142857, 12.78571429)","(None, None)",10.458333333333334,10.458333333333332,0.3
724,Birds,Specific,"(('Pelicans', 'Falcons'), 'Canaries')","('Pelicans', 'Falcons')",Canaries,5.1,71.5,False,False,False,False,10,"(12.57142857, 15.5)","(6.352941176470588, 6.764705882352941)",8.855392156862745,6.764705882352941,1.0
725,Birds,Specific,"(('Pelicans', 'Falcons'), 'Herons')","('Pelicans', 'Falcons')",Herons,6.2,63.3,False,False,False,False,10,"(12.57142857, 15.5)","(11.647058823529411, 11.058823529411764)",11.29656862745098,11.647058823529411,1.0
726,Birds,Specific,"(('Pelicans', 'Herons'), 'Doves')","('Pelicans', 'Herons')",Doves,3.6,72.3,False,False,False,False,10,"(12.57142857, 16.10714286)","(7.0588235294117645, 7.823529411764706)",9.18872549019608,7.823529411764706,1.0
727,Birds,Specific,"(('Pelicans', 'Ostriches'), 'Canaries')","('Pelicans', 'Ostriches')",Canaries,6.7,51.0,False,False,False,False,10,"(12.57142857, 11.21428571)","(6.352941176470588, 5.588235294117647)",8.014705882352942,6.352941176470588,1.0
728,Birds,General,"(('Pelicans', 'Peacocks'), 'All birds')","('Pelicans', 'Peacocks')",All birds,4.1,63.7,False,False,False,False,10,"(12.57142857, 12.28571429)","(None, None)",10.284313725490197,10.284313725490193,0.3
729,Birds,General,"(('Pelicans', 'Storks'), 'All birds')","('Pelicans', 'Storks')",All birds,4.9,55.4,False,False,False,False,10,"(12.57142857, 15.39285714)","(None, None)",9.730392156862743,9.730392156862743,0.3
730,Birds,General,"(('Pelicans', 'Swallows'), 'All birds')","('Pelicans', 'Swallows')",All birds,3.6,60.3,False,False,False,False,10,"(12.57142857, 17.85714286)","(None, None)",11.191176470588236,11.191176470588237,0.3
731,Birds,General,"(('Pelicans', 'Swans'), 'All birds')","('Pelicans', 'Swans')",All birds,5.3,62.2,False,False,False,False,10,"(12.57142857, 12.82142857)","(None, None)",9.862745098039214,9.862745098039214,0.3
732,Birds,General,"(('Pelicans',), 'All birds')","('Pelicans',)",All birds,7.636363636363637,50.08181818181818,False,True,False,False,110,"(12.57142857,)","(None,)",9.058823529411766,9.058823529411766,0.45
