,i,prompt_generator,domain,conclusion_type,is_single_premise,gpt3_spearmanr,gpt4_spearmanr,gpt3_scm_spearmanr,gpt4_scm_spearmanr,human_scm_spearmanr,gpt3_pval,gpt4_pval,gpt3_scm_pval,gpt4_scm_pval,human_scm_pval
34470,574,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5094360945550269,0.7426049350452398,0.7326090263268097,0.7186982177788499,0.7869564729880855,2.448061169474327e-08,8.16404885501085e-20,4.447324521586426e-19,4.163199067882388e-18,1.528359014295096e-23
34471,574,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6300386750865152,0.7446010120630663,0.7244807019274534,0.7072970357978269,0.840755046373704,2.6557696988959844e-19,6.892432125061857e-30,1.2067280727654666e-27,7.01225621753886e-26,1.7312568220194486e-44
34472,574,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6435588463216619,0.27819318532501575,0.26086414665326246,0.30531519990709755,0.5647889548496944,5.147174314734916e-13,0.005070777867290141,0.008756988053119032,0.002009163917594414,9.313863501774988e-10
34473,574,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.9430324276950044,0.6506249944749916,0.4460999123575811,0.6064855390008764,0.7861524978089396,5.422850592255171e-12,0.0005764428929113848,0.028889230674077265,0.0016790007411690477,5.271654876425294e-06
34474,574,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7202502748401145,0.806402389437725,0.7191815651743743,0.6979214476104053,0.7263658352137768,3.016464895026108e-17,4.348823402815398e-24,3.532124852049698e-17,7.059735132012967e-16,1.2053450747498706e-17
34475,574,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.8039472331762085,0.8840561583033377,0.8254752415135986,0.8144642972252525,0.8260153805080968,2.1192819791371215e-38,2.1675012281109247e-55,4.3696954217295927e-42,3.850845181757842e-40,3.4796702134576945e-42
34524,575,S3-C1-A1-Q1-O1-T,Birds,General,False,0.49764605710831755,-0.019785179457066895,0.13297963312715125,0.24456535467676033,0.0927510545772379,1.3819653465190997e-07,0.8450927974119153,0.18718797526389544,0.014195928498059385,0.3587079066777191
34525,575,S3-C1-A1-Q1-O1-T,Birds,General,True,0.33640431768602397,0.6270031338614348,0.6837735740189196,0.6925455249364169,0.24429883305230163,0.10798687426796967,0.0010420456826194851,0.00022974502733939342,0.00017658605252309469,0.2499537612877716
34526,575,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.345906089013055,0.37243928245407004,0.5392293524105906,0.5793808297408235,0.43431025478580265,0.00042341224717486165,0.00013574261831563874,7.112780988584356e-09,2.694396158253107e-10,6.342134614936023e-06
34527,575,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.39812141106681337,0.4375478105345065,0.49854395576859817,0.5223330345963839,0.6105563715795325,1.0847168500286823e-07,3.753618716950172e-09,8.176422243302146e-12,5.28752484292761e-13,2.46784026857852e-18
34528,575,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5314012455184131,0.4388073278992027,0.43303379378898726,0.5051675553728932,0.42597321931494997,1.2823021893944499e-08,4.953626468573992e-06,6.7985716311738e-06,8.317915468893116e-08,9.935234080210448e-06
34529,575,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.08213879679827153,0.10657049856553452,0.5665810553343137,0.721143307374072,0.6818403347125334,0.7027872350936427,0.6201546299821605,0.0038946234082182125,7.006756592650762e-05,0.0002431764001967922
34530,575,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4144245024577987,0.6477532174755218,0.5768017376427554,0.5790607588638864,0.691275621040336,1.0033777132044409e-05,6.164691389968774e-14,9.731398414353867e-11,7.907237850852773e-11,2.361540805070654e-16
34531,575,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5776009267573748,0.6869621733193423,0.7442277720702334,0.7246531288888948,0.805555342553772,8.511016347163503e-16,5.963364325459618e-24,7.618839731784968e-30,1.1567299555576966e-27,3.3435901024300624e-38
34532,575,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5555529580249372,0.363173402218961,0.3032785627744754,0.3292078869739732,0.48756908923847525,1.9805436999777156e-09,0.00020424091798999528,0.00216046659012586,0.0008245260162381983,2.677447680089323e-07
34533,575,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.6800788692811423,0.43931516228806916,0.4360377058992276,0.2558496067713622,0.9005031458841621,0.0002560041977640104,0.03172347103043861,0.033169726245750576,0.22754694417705507,2.04473563426006e-09
34534,575,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.758594061548206,0.8269009911197432,0.8029070443999181,0.7716633283800474,0.7935325640120715,6.163474738572162e-20,3.063721626206342e-26,9.544845000588338e-24,5.698683325734648e-21,7.28814191853543e-23
34535,575,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7466949703876393,0.8667386510288311,0.6809222540633683,0.7350070807710558,0.7782472060326364,1.7219625406570334e-30,8.251963922715928e-51,1.1101420858725287e-23,3.920779945245493e-29,1.473829636052425e-34
34584,576,S3-C1-A1-Q1-O1-T,Birds,General,False,0.2454026016046278,0.013080366900534041,-0.11089121999378879,0.07295676343631896,-0.008289410834052637,0.013857815462234843,0.8972273644230434,0.2720464708381976,0.47068973577181616,0.9347633557686312
34585,576,S3-C1-A1-Q1-O1-T,Birds,General,True,0.7083882301273605,0.5193912818238101,0.5766359244620114,0.9235836627140975,0.5924462011418534,0.00010723003522330798,0.009294406499231005,0.0031819890170393305,1.2517578768468035e-10,0.0022853481244963845
34586,576,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.3080207583094751,0.344242534747588,0.5015568823309825,0.4410873605354165,0.2821310047917552,0.0018229820538786443,0.00045323753591330483,1.0629621994115713e-07,4.364443264208363e-06,0.004457170969520765
34587,576,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.5414819358748475,0.4453972221185458,0.5255895713501668,0.5164178715460455,0.5527497260648054,4.970015372784834e-14,1.8221582043899748e-09,3.5738980690481336e-13,1.0657191766816751e-12,1.1509058026579815e-14
34588,576,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.32869119858464796,0.22812742748229972,0.32717496103759436,0.21996259178516023,0.25924956530905097,0.0008412113706104534,0.02244318726509453,0.0008919707988595536,0.027879497532261065,0.009198335929925186
34589,576,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.5006586171900052,0.10598358751330302,0.7301454329572028,0.8345772917575721,0.4304523255595048,0.012708787611150631,0.6220930963025637,5.117061229737003e-05,3.982807619997387e-07,0.035754797254758525
34590,576,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5858661992056309,0.7689879775524899,0.7401656903046194,0.7175301913980144,0.7925903123825224,4.1902163887544325e-11,6.228226413493785e-22,1.2435413083968277e-19,4.992667596285269e-18,4.4367231213361495e-24
34591,576,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.628861393027058,0.7359136445775595,0.7707903570281072,0.7848255363509923,0.8067797443130686,3.2378799430644105e-19,6.792978436695441e-29,3.823446799679763e-33,4.5049753683520516e-35,2.126421867133831e-38
34592,576,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5435892052823351,0.27909744050413793,0.43636409069913307,0.3613551863541503,0.5395437511519626,5.088995320377184e-09,0.004923581725159552,5.667807049170654e-06,0.0002209702669625538,6.944210475477564e-09
34593,576,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8758198513336248,0.7060238033125372,0.4779186707477044,0.8084827284652383,0.8854394403148228,2.0783160518225715e-08,0.00011575109207558671,0.018175139488189034,1.7527600165388764e-06,8.968087863294192e-09
34594,576,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8106897714431994,0.8154965436927365,0.7493575736140141,0.7145996594453253,0.752108474740898,1.6218689362280086e-24,5.207539138308328e-25,3.0333808479223034e-19,6.891782985306698e-17,1.9009698202635822e-19
34595,576,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7593303223231812,0.8463972625822506,0.7551358187106239,0.7421592696748539,0.7650173236532132,4.813132734356937e-32,3.455797159394103e-46,1.6166975844574512e-31,5.908416422198975e-30,8.944463368152198e-33
34644,577,S3-C1-A1-Q1-O1-T,Birds,General,False,0.46429704984170117,0.19632895506865813,-0.13160958853400198,0.10572262468714873,0.0757377616271505,1.140081995502971e-06,0.050264795943549365,0.19181290830806166,0.2951588338876571,0.45389811928208357
34645,577,S3-C1-A1-Q1-O1-T,Birds,General,True,0.351038259751877,0.16143584132737956,0.5468852589658757,0.3982513756338232,0.13027322715574016,0.0925812814109949,0.4510802186532834,0.005684507699024005,0.05392097512021386,0.5440296025988349
34646,577,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.292761477329052,0.3378639024722943,0.6144880117918945,0.5764184498654797,0.4747074385410188,0.0031179978674254296,0.0005863769992517319,1.0456294724963545e-11,3.483085731657717e-10,6.04225280834107e-07
34647,577,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4647080575455936,0.49706368060602857,0.502218813249271,0.5862359248099551,0.6008502628683039,2.8422876201260763e-10,9.628799471052225e-12,5.4299931880261335e-12,1.0587850818110802e-16,1.1494048771761322e-17
34648,577,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5885829178675127,0.41778257205742825,0.3946126915333111,0.4012169502442773,0.47587683071122866,1.1936685329510202e-10,1.5266524237387844e-05,4.851565095623905e-05,3.51980904092701e-05,5.618926381889958e-07
34649,577,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.33624836029733274,0.1963527440767301,0.43769129864451245,0.7918670747704416,0.3336248360297332,0.10816061234387586,0.35779594973317663,0.03243362481781538,4.027570435892048e-06,0.11111415661843084
34650,577,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5030050425318793,0.6748399289845065,0.6970041305946988,0.6940495482310838,0.80767492049461,3.9056051782144164e-08,2.1581142307461677e-15,1.0546987518602034e-16,1.6021377747556556e-16,1.3277327980429043e-25
34651,577,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.7107502102234187,0.7520189851881307,0.7912852091363138,0.7680209581521537,0.8550758439256754,3.17445252838451e-26,9.06809268271996e-31,5.208579989061966e-36,8.84863758310795e-33,1.684273393367e-47
34652,577,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6644964774025611,0.48468651522253353,0.4906735280057797,0.48747961321083305,0.6201026107797435,4.7798289400009486e-14,3.22257492570302e-07,2.1888468164077981e-07,2.69296239127751e-07,5.988113508940786e-12
34653,577,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.9223046704495854,0.6581916058056939,0.507638585770406,0.6377127891750329,0.9196857267568749,1.4934247598558644e-10,0.00047181883089919937,0.011332796514461637,0.0008015213692075387,2.1240463794951023e-10
34654,577,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.6670569588914242,0.7795812671071423,0.780432625450801,0.7243181849665593,0.7290715610280178,3.527716015291886e-14,1.2455111390450429e-21,1.0536902816041126e-21,1.6431949417512974e-17,7.969135114520092e-18
34655,577,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.8005186787863345,0.8881869306459504,0.8054673248664003,0.7870905269677563,0.8123589642382818,7.429476271096109e-38,1.364093613742609e-56,1.205590636470173e-38,8.063814842452655e-36,8.764871079051087e-40
34704,578,S3-C1-A1-Q1-O1-T,Birds,General,False,0.1480175707109049,0.29010976297102464,-0.14917253181126294,0.22277440508415758,0.15975803481356815,0.14164984201954975,0.00341296577865003,0.13853407793660447,0.02589310954326757,0.11235184460961592
34705,578,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6694432266549758,0.5388525118998214,0.4502411223147742,0.8649715037264357,0.1205611573871109,0.00034670066446137055,0.006590231805609601,0.027261364996182192,4.954046189507676e-08,0.5746950872132705
34706,578,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.483960841982587,0.24280986856898568,0.587653436280106,0.536338726607181,0.4770411948395214,3.3755773238640123e-07,0.014928199415837874,1.2974832705210588e-10,8.857522834705293e-09,5.22548949155391e-07
34707,578,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.46470969805383167,0.4611591990250642,0.5601484756317521,0.5406211821660909,0.5792441034688299,2.841824889664001e-10,4.034213948923699e-10,4.272801002738959e-15,5.5452508304917727e-14,2.9462829439964774e-16
34708,578,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.26534836082056196,0.16361317663422786,0.18218679030353946,0.22036611422686417,0.3346734457539927,0.007627440130616965,0.10383435777242157,0.06965037834938567,0.027586717115735074,0.0006656362525883827
34709,578,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.32633420822397197,0.19639568617545602,0.6657917760279966,0.8678915135608049,0.6430446194225721,0.11963218445013618,0.35768872122325046,0.0003836959666866977,3.9507682735624176e-08,0.0007007840841309636
34710,578,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4208242114863121,0.686932510627835,0.5769047895117289,0.6087399644166255,0.7171055890810214,7.066238220486351e-06,4.2978174988733857e-16,9.640015247703993e-11,4.433144802370339e-12,5.332345286345668e-18
34711,578,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6290425174171872,0.7342252070197121,0.6974768230811234,0.7505996006743364,0.7836347814140792,3.1408178857525905e-19,1.0487013451454422e-28,6.278939828099744e-25,1.3441792406476669e-30,6.651035687675408e-35
34712,578,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5666821560858908,0.36216220102435875,0.3378539348187759,0.47476014096886915,0.5208941068003304,7.95640394750288e-10,0.00021339449543322623,0.0005866105380551175,6.022540177963809e-07,2.7636467472018252e-08
34713,578,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.851138353765324,0.5966569998241493,0.7215411558668999,0.4509632224168125,0.8852889667250436,1.3538889987588e-07,0.0020865501998930916,6.91184447813788e-05,0.026985199891528016,9.091920679637185e-09
34714,578,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8494594189531587,0.85684656415663,0.7940594999728698,0.805445759743778,0.8477374942857187,5.816177285437557e-29,5.957572097788594e-30,6.519411161179577e-23,5.4012449142972444e-24,9.720810878102693e-29
34715,578,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.8568412026154956,0.8859829749044541,0.781788276363481,0.7925995941442994,0.8054825408284093,1.797527857179688e-48,6.046023612240876e-56,4.679750850496179e-35,1.2292198044411946e-36,1.1987721137051702e-38
34764,579,S3-C1-A1-Q1-O1-T,Birds,General,False,0.36912449824814225,0.347984750332597,0.1826201212091891,0.39549289145812533,0.15301191680586554,0.00015732748206603986,0.00038868222122410506,0.06897756741180638,4.6502657260375394e-05,0.12854952658245947
34765,579,S3-C1-A1-Q1-O1-T,Birds,General,True,0.494534324442501,0.30429806507352736,0.3178836904241364,0.8548316571928289,0.07214691735898557,0.014026551450073598,0.14825737689802698,0.13008910857537212,1.0456973867459356e-07,0.7376137907743875
34766,579,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.45959968147562735,0.3455881457312709,0.4782395692238808,0.5043882741443279,0.3430087754795425,1.508024839093663e-06,0.0004289691674821685,4.847947765523773e-07,8.77212825028684e-08,0.0004765906548592479
34767,579,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.543141460248733,0.5392918788064592,0.6217418520621828,0.6407438129794927,0.5974706893831814,4.020431277971952e-14,6.563120030571649e-14,3.9203896673437503e-19,1.445389678528808e-20,1.9401714636974184e-17
34768,579,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.3995521160587439,0.11614195039437365,0.32439206326905073,0.30597655685832076,0.4854269734604952,3.81881491450135e-05,0.24984884182915684,0.0009924672120201264,0.0019621315781048654,3.073262184722285e-07
34769,579,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.6221640488656196,0.15271616650082986,0.42670157068062825,0.5235602094240838,0.31151832460732987,0.0011695956587273878,0.47621099469163897,0.037578565214764326,0.008648779602997102,0.1383900646855622
34770,579,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.45926267272331506,0.7840408776746222,0.7426206743527387,0.7193616357389769,0.7727455150020321,7.351291281265787e-07,2.8567971271605495e-23,8.141786132541144e-20,3.753469847703943e-18,2.950401808027591e-22
34771,579,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5260165242558767,0.6928536531929402,0.6303959961058935,0.704374392710962,0.8074466860841575,6.565204037889337e-13,1.7095593429598863e-24,2.500311379246518e-19,1.3591904453560142e-25,1.6595390218882164e-38
34772,579,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.698864638159867,0.47879429683864905,0.4921464512912795,0.5230142995179469,0.6785986691448221,6.215758566286541e-16,4.682089799951536e-07,1.987899142864404e-07,2.3719050691910796e-08,8.637515432634848e-15
34773,579,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8885964912280703,0.4812265031857879,0.21228070175438601,0.6035087719298246,0.8964912280701756,6.695818402055292e-09,0.01727823055843936,0.31932199641396897,0.0017945468154060493,3.0983841828061588e-09
34774,579,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8054680006705595,0.8413378515552399,0.7838596564725596,0.7457972520136977,0.8311072592296539,5.3741715409339496e-24,6.211660968774066e-28,5.333664446725704e-22,5.504610842528664e-19,1.0222381114145646e-26
34775,579,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7520831680054949,0.8963650633505288,0.8314574797053405,0.8137608449388012,0.804862867590207,3.8455196203650166e-31,4.083765046632317e-59,3.353590124069319e-43,5.0746622694702615e-40,1.509651596049468e-38
34824,580,S3-C1-A1-Q1-O1-T,Birds,General,False,0.47295405096750376,0.24690389170552182,-0.07876031589801046,0.2027466837253091,-0.17108727194210788,6.734102106441184e-07,0.013269042299266088,0.43603150719610084,0.04306912908105038,0.08876744436766376
34825,580,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5394593391181706,0.49377581125202585,0.8067708942802306,0.8401848386754881,0.1217850341774517,0.006517846494306093,0.01419728275197436,1.9165595722130405e-06,2.801771409179747e-07,0.5707892391612304
34826,580,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.5731791081216241,0.29933877960333166,0.653959233715032,0.6322280645279585,0.5152833812575556,4.5986022301862075e-10,0.002482661517186405,1.6180294903128612e-13,1.7284574931015763e-12,4.120856127129098e-08
34827,580,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.44034829308828644,0.434183644478264,0.5118159415354228,0.47453337827574904,0.629451741070582,2.9065969704346894e-09,5.08798059052269e-09,1.82147447266687e-12,1.0553237598288594e-10,1.0560102363276353e-19
34828,580,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.41528872045197157,0.24312744605241127,0.2601791672761446,0.232276259999475,0.28559177411566183,1.736145079136594e-05,0.01479334981279393,0.008941899945621673,0.020047328874123308,0.003973541712550935
34829,580,S3-C1-A1-Q1-O1-T,Mammals,General,True,-0.05860485598244119,-0.2291144655411569,0.6000437493127561,0.4242291813654324,0.6582112556236864,0.7856136157198866,0.28151851651935234,0.0019375273098098467,0.038820422326706294,0.0004715701446752731
34830,580,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.48336436446706166,0.741064643673761,0.6361230326074918,0.6279955333322138,0.7727376234033559,1.5347327434024115e-07,1.0654829663277484e-19,2.350011060958042e-13,5.791765257708593e-13,2.9550793193392503e-22
34831,580,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.7138922683927964,0.7262458278173166,0.7396832556415395,0.7849438266962304,0.8256701530304525,1.527830660764949e-26,7.813018793962148e-28,2.5453470832389644e-29,4.3333682665504196e-35,1.2725570777420523e-41
34832,580,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.595801968115329,0.3738981176835275,0.4647726597584954,0.5707549876151717,0.5927064089702412,6.189212059523466e-11,0.0001271427492423542,1.1079902982530716e-06,5.650244963651197e-10,8.218929639625279e-11
34833,580,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8609474119121101,0.7434776602976388,0.32176381469534737,0.5880812189886472,0.8360620151174902,6.71031820532895e-08,3.1392865070090845e-05,0.12520883729046636,0.002508205730389246,3.6332607718898255e-07
34834,580,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7480938213659302,0.7944064006694318,0.7886673025125301,0.7780106098467688,0.7695212783372554,3.752178425439426e-19,6.057068055955671e-23,2.0092826002481296e-22,1.692416354105565e-21,8.509436765901446e-21
34835,580,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7474929331503828,0.8397266916152895,0.7307058875955099,0.7082537979905457,0.7457826627449302,1.3824340001223716e-30,8.129228531172993e-45,1.1883606040288958e-28,2.791879717470243e-26,2.211232696358605e-30
34884,581,S3-C1-A1-Q1-O1-T,Birds,General,False,0.3061392554632275,0.29766510979566463,0.07185753156393782,0.2795321951954145,0.270593760287135,0.0019507148567978205,0.0026321729562763896,0.4774187888767182,0.004854175715258972,0.006470925601967188
34885,581,S3-C1-A1-Q1-O1-T,Birds,General,True,0.3261107541447413,0.2762348705807806,-0.20135697571353156,0.5160866834048993,-0.21974174306128877,0.11990055524998167,0.19134041485329153,0.3454270519574173,0.009834115034654579,0.30220257226253927
34886,581,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.3210692744716608,0.41262221354753387,0.6061871998747923,0.5082265314354313,0.39336242167963903,0.0011259227162215113,1.9898024887042464e-05,2.3369059012415237e-11,6.74243618684411e-08,5.151510596094688e-05
34887,581,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4311831490154099,0.37000139196198384,0.5269500176774838,0.49974775537269245,0.5421949532269054,6.655055830371723e-09,9.277812106410667e-07,3.0306640914982036e-13,7.154267140273742e-12,4.5379027780286804e-14
34888,581,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.43096822214415254,0.09387876467120193,0.3838625189528802,0.34904867193515277,0.44473166634912703,7.60327449014821e-06,0.3528690736357144,8.063221619140871e-05,0.0003719388418401651,3.557948100715105e-06
34889,581,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.4078947368421053,0.257162833846822,0.536842105263158,0.6017543859649123,0.3228070175438597,0.047859739776823236,0.22508670254733246,0.006834857401725498,0.0018657713711436514,0.12391967507418664
34890,581,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5907334810079161,0.7386330587696897,0.7718903369313349,0.7609807962117301,0.827350529840934,2.6365606472523876e-11,1.616024598089177e-19,3.501658964299483e-22,2.9229523603486303e-21,8.320531690269895e-28
34891,581,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6052840747857446,0.7080533280367488,0.7374480012320971,0.7345188361956088,0.812948465237659,1.4442606046154215e-17,5.90071432498695e-26,4.564791446478561e-29,9.726533346968903e-29,2.0678177233530903e-39
34892,581,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.49079223357457663,0.3540968962790497,0.3816840867018593,0.39414698629168665,0.5235682053865951,2.1719618697791324e-07,0.0003011711443689159,8.918541418847164e-05,4.9613320837754185e-05,2.278657438734761e-08
34893,581,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8299978208200419,0.6080917915288522,0.607873337770693,0.6223884029996604,0.835276026357848,5.258068801618206e-07,0.0016193358270698375,0.0016273423674778866,0.0011633992000437052,3.8147298490440674e-07
34894,581,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.795970657885086,0.8211900887640681,0.7868428983396701,0.7239934697855105,0.7228475010281105,4.339565836820648e-23,1.298072137198664e-25,2.918912301821646e-22,1.7255183026796213e-17,2.0492964658994062e-17
34895,581,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7369994263898024,0.8716236719468269,0.7747351727920435,0.7704891607712288,0.7795609837413061,2.3286889648715798e-29,4.9241532530416785e-52,4.503964101974761e-34,1.6926447651716937e-33,9.653341057018298e-35
34944,582,S3-C1-A1-Q1-O1-T,Birds,General,False,0.43470277795764306,0.21634737970217027,-0.20218398523669515,0.162206205676343,-0.03348304260442476,6.207683731305854e-06,0.030622218332489095,0.043663674648254276,0.10688235424417629,0.7408608814478319
34945,582,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6394736842105264,0.5471013229878467,0.5885964912280702,0.6596491228070175,0.31929824561403514,0.0007669555120686968,0.005661665853407863,0.0024809733059492235,0.00045367778763896434,0.12829429855323238
34946,582,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.5177591330249519,0.12662411009929683,0.5397240895748662,0.4925087427225623,0.3753322764025527,3.4579120011359896e-08,0.20934038487681678,6.84925187903176e-09,1.941232894080351e-07,0.00011918356867043211
34947,582,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.1866219690254467,0.26090979068711795,0.42371989755683737,0.35154596710340713,0.527645841207487,0.016063198151551952,0.0006858147615013751,1.2832536179437919e-08,3.4133536455051007e-06,2.784779728016571e-13
34948,582,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.5280220283806814,0.21257128870105974,0.35581101273912696,0.28599350742526136,0.42023839068557295,1.646206070011919e-08,0.033727196474540325,0.00028011925748980086,0.003920556139935253,1.3437285442442557e-05
34949,582,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.38796861377506536,0.08200987519101241,0.3077593722755013,0.7236268526591106,0.5265911072362685,0.061023050440802834,0.7032330860781731,0.14346661656338353,6.432497835426706e-05,0.00820314975274456
34950,582,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5777726630903902,0.7209002893036274,0.7353016544981201,0.7427475812873295,0.7962604539125552,8.902518675000916e-11,2.9483573591678072e-18,2.8383220008863584e-19,7.964426800729018e-20,1.94138429185139e-24
34951,582,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6461294182011844,0.8053354049172123,0.742802090673146,0.773091182841596,0.8360073765473047,1.6214089757532096e-20,3.625546111121102e-38,1.1153656099015981e-29,1.8870335021416935e-33,1.4850557604598858e-43
34952,582,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5578338155110982,0.3763677079418551,0.5333419367385369,0.5166992479950013,0.680778703847986,1.6473990227781743e-09,0.00011372748339915458,1.1095391162321328e-08,3.728194559055263e-08,6.574119162706571e-15
34953,582,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8309583029697302,0.8013982524634383,0.6292481080535952,0.9142733834785685,0.9572464250041799,4.963861415971214e-07,2.5227429566014798e-06,0.0009870532041743733,4.2417640490814494e-10,2.465644300808793e-13
34954,582,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.765118953586741,0.7381713932775842,0.7407725675610788,0.677279834584167,0.7053119705785647,1.913998324306386e-20,1.909329168087363e-18,1.2553318569805835e-18,1.017691135880416e-14,2.5686472502149605e-16
34955,582,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7612630247279869,0.8744231002123514,0.7884799993339557,0.793621618361948,0.8192902567800747,2.7310713198385705e-32,9.288539337915246e-53,5.0443180223604014e-36,8.616951231353307e-37,5.615074247760015e-41
35004,583,S3-C1-A1-Q1-O1-T,Birds,General,False,0.33916406539663874,0.17853302281594202,-0.08607503749580278,0.15440135255696547,-0.017973308034368366,0.0005566348814572961,0.07553671106187644,0.3944858627993594,0.12507519123734723,0.8591253170992219
35005,583,S3-C1-A1-Q1-O1-T,Birds,General,True,0.42470536883457005,0.33631215696902755,0.34526407682234833,0.5338280226975121,0.2570929725010913,0.03857875319420363,0.10808951738061481,0.09845054572058382,0.0072157762750365674,0.2252171363035958
35006,583,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.3532116778881477,0.3307178679266279,0.44996817344354556,0.5383251669630241,0.38882845046964293,0.00031260523187843364,0.0007774818564627019,2.6417947794914355e-06,7.619687997427271e-09,6.3905712629534e-05
